"player","exp","num","inches","team","id"
"Tre Carroll","Fr",25,79,"Florida Atlantic",74996
"Bogdan Zimonjic","So",33,77,"Tennessee Tech",74997
"Cameron Whiteside","Jr",10,77,"Winthrop",74998
"Niyi Olabode","So",10,77,"UC Riverside",75000
"Chase Barrs","Sr",10,81,"Florida A&M",75001
"Saiyd Burnside","Fr",22,81,"Florida A&M",75002
"Hayden Jory","So",0,71,"Cal Poly",75004
"Ethan Butler","So",14,78,"Oregon",75005
"Bryce Whitaker","Jr",30,72,"San Francisco",75006
"Jake Cioe","So",45,72,"San Francisco",75007
"Arthur Kaluma","So",24,79,"Creighton",75009
"Kalib Clinton","So",1,76,"Charleston Southern",75011
"Quincy Allen","Fr",5,80,"Colorado",75013
"Mason Miller","Fr",13,80,"Creighton",75014
"Zek Montgomery","So",3,78,"Bradley",75016
"Trey Alexander","So",23,76,"Creighton",75017
"Ibbe Klintman","So",10,80,"Central Arkansas",75018
"Kristians Feierbergs","So",11,80,"Maine",75019
"Byron Ireland","So",0,73,"Maine",75020
"James Nobles","Fr",14,76,"Loyola Marymount",75021
"John Camden","Fr",11,80,"Virginia Tech",75022
"Johnathan Lawson","Fr",11,78,"Memphis",75023
"Milos Nenadic","So",12,82,"Maine",75025
"Sam Onu","Fr",23,83,"Florida Gulf Coast",75026
"Arsh Mattu","So",13,75,"North Texas",75030
"Chris Morgan","Fr",21,80,"North Texas",75032
"Aaron Scott","So",1,79,"North Texas",75033
"Matthew Stone","So",23,76,"North Texas",75034
"Peter Filipovity","Jr",44,79,"Maine",75035
"Clark Slajchert","Jr",0,73,"Penn",75037
"Colin Chambers","Jr",1,72,"Penn",75038
"Davion Everett","Fr",55,76,"South Carolina St.",75041
"Isaiah Mason","So",0,76,"Northern Kentucky",75044
"P.J. Gill","Sr",13,71,"Old Dominion",75046
"Scottie Ebube","Fr",2,82,"Southern Illinois",75050
"Troy D'Amico","So",23,79,"Southern Illinois",75051
"Lamont Evans IV","So",33,72,"Saint Louis",75052
"Foster Wonders","Fr",0,77,"Southern Illinois",75053
"Porter Stanley","Fr",21,82,"Presbyterian",75054
"Trey Moss","So",11,75,"South Florida",75055
"Kieran O'Haire","So",33,74,"Providence",75056
"James Lovorn","So",10,72,"Presbyterian",75057
"Legend Geeter","So",23,79,"Eastern Michigan",75058
"Rafael Castro","Fr",30,83,"Providence",75059
"Corey Perkins","So",2,74,"Delaware St.",75060
"Khyrie Staten","So",11,73,"Delaware St.",75061
"Brady Uhl","So",42,74,"Dayton",75064
"Ricky Deadwyler III","So",25,76,"Delaware St.",75065
"Arman Pezeshkian","Sr",22,71,"Cal St. Northridge",75066
"Jerry Ngopot","Fr",4,82,"Saint Peter's",75070
"Latrell Reid","Sr",0,75,"Saint Peter's",75071
"Adetokunbo Bakare","So",0,75,"Rider",75075
"Brent Bland","Fr",1,75,"Saint Peter's",75076
"Brody Nunn","Fr",12,73,"Seattle",75079
"Sam Silverstein","Jr",20,78,"Harvard",75080
"Trey Harris","Fr",21,77,"Lamar",75081
"Jordan Jefferson","So",12,76,"Little Rock",75082
"RJ Melendez","So",15,79,"Illinois",75084
"Brian Gordon","Fr",1,74,"Lamar",75085
"Chris Walker","Fr",10,78,"Little Rock",75086
"Ben Schwieger","Fr",33,79,"Loyola Chicago",75087
"Ayodele Taiwo","Fr",14,81,"Howard",75088
"Julius Rollins","So",0,77,"Kent St.",75090
"Xavier Ford","Jr",13,76,"Sacramento St.",75092
"Andrew Laczkowski","Jr",15,78,"Penn",75095
"Michael Parrotta","Fr",23,77,"St. Francis NY",75096
"Tedrick Wilcox Jr.","Sr",0,78,"St. Francis NY",75097
"Kanye Jones","So",0,76,"Buffalo",75099
"Devin McGlockton","So",21,79,"Boston College",75100
"CJ Lane","Sr",1,77,"Eastern Illinois",75101
"Michael Wardy","Sr",12,79,"Eastern Kentucky",75104
"Tyson Degenhart","So",2,79,"Boise St.",75105
"Kobe Young","Fr",3,78,"Boise St.",75106
"Jaeden Zackery","So",3,74,"Boston College",75108
"Yuot Gai","Sr",34,83,"Abilene Christian",75110
"Jusaun Holt","So",4,79,"Georgia",75111
"Matt Delaney","So",31,79,"American",75112
"Charles Bediako","So",14,84,"Alabama",75113
"Leonardo Bettiol","Fr",3,80,"Abilene Christian",75114
"Jayden Nunn","So",23,76,"VCU",75115
"Nick Kern Jr.","So",24,78,"VCU",75116
"Jordan Gainey","So",11,76,"USC Upstate",75118
"Keshon Gilbert","So",10,76,"UNLV",75119
"Nick Alves","Sr",1,78,"USC Upstate",75120
"Montez Young Jr.","So",24,77,"UT Arlington",75121
"Jalen DeLoach","So",4,81,"VCU",75122
"Shemar Wilson","So",22,81,"UT Arlington",75124
"Nick Davidson","Fr",11,80,"Nevada",75126
"Chris Cole","Fr",14,78,"Morehead St.",75128
"Duncan Powell","Fr",31,80,"North Carolina A&T",75129
"Curtis Harrison IV","So",35,79,"Miami OH",75131
"Chase McDuffie","Fr",20,77,"North Carolina A&T",75132
"Jaylin Gibson","So",3,76,"Mount St. Mary's",75134
"Kobe Bufkin","So",2,76,"Michigan",75135
"Dalen Whitlock","So",14,76,"Texas St.",75137
"James Kamich","Jr",13,81,"LIU Brooklyn",75138
"Joel Murray","Sr",11,72,"Long Beach St.",75139
"Deng Dut","Jr",2,76,"Southern Utah",75140
"Burke Chebuhar","Jr",21,80,"Lehigh",75141
"Brandon Johnson","So",23,80,"East Carolina",75142
"DA Houston","Jr",23,73,"Longwood",75145
"Handje Tamba","Fr",32,83,"Weber St.",75146
"Shemani Fuller","Fr",1,80,"Western Michigan",75147
"Blake Barker","So",31,74,"Army",75152
"Jaylon Tyson","So",20,78,"Texas Tech",75153
"Corey Floyd Jr.","Fr",14,76,"Providence",75154
"Dominiq Penn","So",13,74,"Seattle",75155
"Langston Wilson","Sr",13,81,"Washington",75156
"Sam Alajiki","So",24,79,"California",75157
"Cole Bott","Fr",12,78,"Texas",75158
"Marsalis Roberson","So",0,78,"California",75159
"Jaylen Fairman","Fr",0,73,"Bellarmine",75160
"Kyrell Luc","So",1,71,"St. Bonaventure",75162
"Austin Lewis","So",22,83,"Holy Cross",75164
"Caleb Kenney","So",33,78,"Holy Cross",75165
"Robbie Armbrester","So",15,78,"Stephen F. Austin",75166
"Saint Thomas","So",0,79,"Loyola Chicago",75167
"Ramon Walker Jr.","So",3,76,"Houston",75168
"Tyrese Hunter","So",4,72,"Texas",75169
"Ja'Vier Francis","So",5,80,"Houston",75170
"Maximus Edwards","Fr",2,77,"George Washington",75171
"Payton Parrish","So",30,72,"Grambling St.",75172
"Dominic Muncey","So",32,72,"San Diego",75174
"Grayson Carper","Sr",21,78,"Cal St. Fullerton",75177
"Michael Katsock","So",24,78,"Davidson",75178
"Malik Lamin","So",32,83,"Grambling St.",75180
"Quintin Murrell","So",23,76,"Grambling St.",75181
"Demari Williams","So",0,78,"Oral Roberts",75184
"Gavin Harris","So",20,74,"Southern",75187
"Blake Sisley","So",52,81,"Wright St.",75188
"Jamiya Neal","So",5,78,"Arizona St.",75189
"Ryan Conway","Fr",0,73,"Towson",75190
"Grant Tichenor","So",15,73,"Evansville",75191
"Dalton Bolon","Sr",3,76,"College of Charleston",75192
"Obinna Anyanwu","So",23,79,"California",75194
"Isaiah Walker","Fr",1,77,"Belmont",75195
"Will Richard","So",5,76,"Florida",75196
"Kaleb Washington","So",10,79,"Dayton",75199
"Malachi Smith","So",11,72,"Dayton",75200
"Jake Arnold","Fr",24,74,"Houston Christian",75201
"DaRon Holmes II","So",15,82,"Dayton",75202
"Ben Middlebrooks","So",10,82,"Clemson",75203
"Marques Gates","Fr",22,72,"Houston Christian",75204
"Tristan Moore","So",11,79,"Houston Christian",75205
"Deshon Proctor","So",12,77,"Houston Christian",75206
"Derek Petersen","Fr",20,74,"IUPUI",75207
"Boston Stanton III","So",25,77,"IUPUI",75208
"Andrew Fulin","Sr",23,78,"Rutgers",75210
"Brayden Daniels","So",33,76,"Georgia Tech",75212
"Jermontae Hill","Fr",43,78,"Georgia Tech",75213
"Ja'Heim Hudson","So",10,79,"Georgia St.",75214
"Danny Stubbs","So",20,72,"Georgia St.",75215
"Jackie Johnson III","So",24,71,"UNLV",75216
"Miles Kelly","So",13,78,"Georgia Tech",75218
"Jalon Moore","So",14,79,"Georgia Tech",75219
"Jamall Clyce","So",33,78,"Georgia St.",75220
"Dallan 'Deebo' Coleman","So",3,78,"Georgia Tech",75221
"Adam Comer","So",50,81,"College of Charleston",75223
"Mohamed Sylla","Sr",14,83,"Boise St.",75224
"Ryan Sayers","Sr",32,73,"Temple",75225
"Jack Miller","So",31,71,"College of Charleston",75226
"Dylan Ritter","So",45,73,"College of Charleston",75227
"Brandon Held","So",33,75,"Towson",75228
"Olugbemi Joseph","So",45,76,"Towson",75229
"Cameron Burist","Sr",34,75,"UNLV",75230
"Jarvis Moss","So",3,76,"Stanford",75232
"Drissa Traore","Fr",55,80,"St. John's",75234
"Enoch Boakye","So",14,82,"Arizona St.",75235
"Justin Rochelin","Fr",5,77,"Oregon St.",75236
"Rafael Pinzon","So",24,78,"St. John's",75237
"Bobby Hurley","So",11,72,"Arizona St.",75238
"J'Quan Ewing","So",2,81,"Southern",75242
"Jaden Campbell","Jr",2,77,"Samford",75243
"Demarshay Johnson Jr.","Fr",11,82,"San Diego St.",75244
"Giovanni Emejuru","Fr",33,82,"Sam Houston St.",75245
"Wesley Cardett, Jr.","So",1,78,"Chicago St.",75246
"Jaden Ray","Jr",13,70,"Sam Houston St.",75247
"Kevin Martina","So",22,79,"Robert Morris",75248
"Damon Nicholas Jr.","So",10,76,"Sam Houston St.",75250
"Kehlin Farooq","So",20,77,"Texas Southern",75251
"Nicolas Pavrette","So",22,83,"Central Michigan",75255
"Isaac Mushila","Sr",10,77,"Texas A&M Corpus Chris",75257
"Conner Gillis","Jr",13,74,"Utah St.",75259
"Tucker DeVries","So",12,79,"Drake",75260
"Conor Enright","Fr",4,72,"Drake",75261
"Damian Forrest","Jr",33,81,"North Alabama",75265
"Jaylen Blakes","So",2,74,"Duke",75267
"DaShawn Jackson","So",3,75,"Eastern Kentucky",75270
"Leon Williams","So",11,75,"Gardner Webb",75271
"Terrence Butler","So",24,79,"Drexel",75272
"Marlon Lestin","So",35,81,"Murray St.",75275
"Kevin-David Rice","Jr",0,76,"Eastern Michigan",75276
"Birima Seck","So",34,83,"New Mexico",75277
"Joe Ostrowsky","So",0,72,"Central Connecticut",75279
"Davonte Sweatman","So",2,68,"Central Connecticut",75280
"Babacar Faye","So",35,80,"College of Charleston",75281
"Sean Durugordon","So",0,77,"Austin Peay",75282
"Dylan Hayman","So",0,77,"Incarnate Word",75283
"Samson Johnson","So",35,82,"Connecticut",75284
"Jace Carter","So",0,77,"Illinois Chicago",75285
"Jaden Brownell","Fr",33,81,"Illinois Chicago",75286
"Filip Skobalj","So",50,79,"Illinois Chicago",75287
"Reggie Abram","Fr",4,69,"Incarnate Word",75288
"Benjamin Griscti","So",24,83,"Incarnate Word",75291
"Brock Heffner","Fr",24,80,"Green Bay",75292
"Kobe Mitchell","So",3,74,"Akron",75293
"Pat Mayfield","So",12,77,"Akron",75294
"Evan Wilson","So",20,74,"Akron",75295
"Carter Kingsbury","Fr",14,76,"Iowa",75298
"Luc Laketa","So",25,77,"Iowa",75299
"Sekou Kalle","So",22,82,"Evansville",75300
"Nate Johnson","So",34,75,"Akron",75301
"Osei Price","So",13,76,"Oakland",75302
"Quani Rudd","So",13,77,"SIU Edwardsville",75303
"Tyler Olden","So",12,71,"Western Kentucky",75304
"Brody Parker","So",14,72,"Oakland",75305
"Redford Dunton","Fr",14,79,"Fort Wayne",75306
"JoJo Peterson","So",10,77,"Fort Wayne",75307
"Kobe Johnson","So",2,75,"West Virginia",75309
"Mac MacDonald","So",22,73,"Navy",75310
"Roger McFarlane","So",3,77,"Southeastern Louisiana",75311
"Esahia Nyiwe","Sr",22,82,"St. John's",75312
"Oluwasegun Durosinmi","So",4,81,"Northern Illinois",75313
"Linton Brown","Sr",22,77,"Coastal Carolina",75314
"Tate Ryder","Jr",55,72,"Southern Miss",75315
"Walyn Napper","Jr",0,73,"Longwood",75316
"Brooks Allen","Sr",14,79,"St. Thomas",75317
"Will Engels","Sr",23,77,"St. Thomas",75319
"Brody Peebles","So",1,74,"Liberty",75322
"Bryson Spell","Fr",5,81,"Liberty",75323
"Stephen Burggraf","Sr",4,72,"Liberty",75324
"Cahiem Brown","Jr",31,77,"Norfolk St.",75326
"Rivaldo Soares","Sr",11,78,"Oregon",75327
"Joseph Venzant","So",23,75,"Liberty",75328
"Terrance Jones","So",2,75,"Norfolk St.",75329
"Nate Bittle","So",32,84,"Oregon",75330
"Joshua Streit","So",22,81,"North Dakota St.",75332
"Camryn Weston","Jr",24,75,"Middle Tennessee",75334
"Teafale Lenard Jr","So",12,79,"Middle Tennessee",75335
"D'Marco Dunn","So",11,77,"North Carolina",75336
"Andrew Morgan","So",23,82,"North Dakota St.",75339
"Justin Bufford","So",4,78,"Middle Tennessee",75340
"Jackson Peakes","Fr",22,76,"Rice",75343
"Alvaro Cardenas","So",13,73,"San Jose St.",75345
"Myron Amey Jr.","So",0,77,"San Jose St.",75346
"Jaden Geron","So",0,80,"Rice",75347
"Majok Kuath","Jr",23,80,"Northwestern St.",75348
"Zavian McLean","Jr",3,76,"Columbia",75350
"Isa Silva","So",1,76,"Stanford",75351
"O'Mar Stanley","So",4,80,"St. John's",75352
"Tajik Bartholomew","Jr",5,75,"Tennessee St.",75353
"Ryan Schmitt","Sr",50,83,"Illinois St.",75355
"Jeremiah Kendall","Jr",13,78,"Alcorn St.",75356
"Cameron Henry","Sr",15,78,"Indiana St.",75357
"Xavier Bledson","Jr",0,78,"Indiana St.",75358
"Davante Dennis","Fr",3,79,"Incarnate Word",75359
"Mike Marsh","Jr",12,83,"Jacksonville",75360
"David Acosta","Jr",44,83,"Tennessee St.",75361
"JP Pegues","So",1,73,"Furman",75364
"Tevin Smith","So",1,77,"Denver",75369
"Cameron George","So",15,75,"East Tennessee St.",75370
"Alex Williams","So",24,77,"Furman",75371
"Tyrese Hughey","So",15,78,"Furman",75372
"Jalen Miller","So",2,74,"Rutgers",75373
"Logan Stephens","So",30,74,"Rutgers",75374
"Chris Hodges","Fr",21,81,"Wisconsin",75375
"Chucky Hepburn","So",23,74,"Wisconsin",75376
"Matthew Mors","Fr",11,79,"South Dakota St.",75377
"Markus Ilver","So",35,80,"Wisconsin",75378
"KJ Lee","So",3,80,"Western Illinois",75380
"Brett Karkus","So",32,76,"Maryland",75382
"Diego Campisano","Fr",12,77,"Northern Arizona",75383
"Ernest Ross","So",24,81,"North Carolina St.",75384
"Abdoulaye Thiam","So",11,75,"High Point",75385
"Breon Pass","So",10,72,"North Carolina St.",75386
"Terquavion Smith","So",0,76,"North Carolina St.",75388
"Elijah Farr","Jr",22,80,"Western Illinois",75389
"Pierre Brooks","So",1,78,"Michigan St.",75391
"Jaden Akins","So",3,76,"Michigan St.",75392
"David Pickles","So",40,82,"UC Santa Barbara",75393
"Max Sheldon","So",53,71,"UC Santa Barbara",75395
"Lassina Traore","So",23,82,"Long Beach St.",75397
"Trey Alfonso","So",14,73,"Southern Miss",75399
"Mareng Gatkuoth","Jr",4,78,"Tarleton St.",75400
"Nate Santos","So",5,79,"Pittsburgh",75401
"Chris Payton","Sr",4,79,"Kent St.",75402
"Vasilije Vucinic","So",23,82,"Portland",75403
"Chika Nduka","So",15,77,"Portland",75405
"Matija Svetozarevic","So",13,80,"Hawaii",75406
"Malik Thomas","So",1,77,"USC",75409
"Kobe Johnson","So",0,78,"USC",75410
"Harrison Hornery","So",30,82,"USC",75411
"Zach Brooker","Jr",15,72,"USC",75412
"Makoa Surigao","So",24,74,"UNC Wilmington",75413
"Luc Therrien","So",21,82,"Hampton",75414
"James Graham","So",21,79,"Missouri St.",75420
"Isaiah Caldwell","So",0,76,"Army",75424
"Akiva McBirney Griffin","So",43,81,"UC Irvine",75425
"Bent Leuchten","So",15,84,"UC Irvine",75426
"Trey Edmonds","So",2,82,"Utah Tech",75428
"Anthony Iglesia","Sr",30,67,"Washington",75430
"Sherman Brashear","So",13,77,"UT Rio Grande Valley",75431
"Vonterius Woolbright","Sr",2,78,"Western Carolina",75432
"TJ Small","So",35,74,"Army",75433
"Keller Boothby","Jr",15,79,"Cornell",75435
"Darius Ervin","Jr",14,68,"Cornell",75437
"Imanuel Zorgvol","So",10,84,"Northern Kentucky",75438
"Hubertas Pivorius","So",34,74,"Northern Kentucky",75439
"Dalton Knecht","Sr",5,78,"Northern Colorado",75441
"Dawson Mohr","Fr",4,75,"Northern Colorado",75442
"Kur Jongkuch","Sr",15,81,"Temple",75443
"Sam Vinson","So",2,77,"Northern Kentucky",75445
"Jonathan Kurtas","So",12,82,"SIU Edwardsville",75447
"Darius Sherman","So",24,74,"Oakland",75449
"Aladji Gassama","Fr",35,81,"Pepperdine",75450
"Carson Basham","So",11,82,"Pepperdine",75451
"Maxwell Lewis","So",24,79,"Pepperdine",75452
"Paul Jordan","Fr",10,78,"Pepperdine",75453
"Jamel King","So",4,79,"West Virginia",75455
"Zach Hicks","So",24,79,"Temple",75457
"Hysier Miller","So",3,73,"Temple",75458
"D'Angelo Stines","So",10,74,"Old Dominion",75459
"Abdou Samb","Fr",1,80,"Rhode Island",75461
"Ben Knostman","So",25,77,"Lehigh",75464
"AJ Burgin","So",0,75,"Idaho St.",75465
"Trey Hicks","So",21,80,"Longwood",75467
"Cli'Ron Hornbeak","So",42,81,"Kent St.",75468
"Keith Higgins Jr","So",13,76,"Lehigh",75469
"Jaylani Darden","So",5,77,"Longwood",75470
"Tyler Whitney-Sidney","So",22,74,"Lehigh",75471
"Tamar Bates","So",53,77,"Indiana",75473
"Logan Duncomb","So",51,82,"Indiana",75474
"Malcolm Chimezie","So",3,80,"Boston University",75476
"Curt Hopf","So",42,80,"Bellarmine",75477
"Ben Johnson","Fr",33,75,"Bellarmine",75478
"Landin Hacker","Fr",4,72,"Bellarmine",75479
"Jayden Brown","So",15,80,"Central Connecticut",75480
"Guy Ragland Jr.","So",21,80,"Cornell",75481
"Angelo Brizzi","Fr",10,75,"Villanova",75482
"Michel Ndayishimiye","Fr",25,70,"Vermont",75483
"Sam Alamutu","Fr",2,77,"Vermont",75484
"Chase Courbat","Fr",20,81,"Northern Iowa",75486
"Michael Duax","Fr",15,78,"Northern Iowa",75487
"Landon Wolf","Fr",3,77,"Northern Iowa",75488
"Mike Marshall Jr.","So",13,75,"Bryant",75491
"Ja'Sean Jackson","So",2,72,"Abilene Christian",75492
"Noah McDavid","So",1,77,"Tarleton St.",75497
"Wade Taylor IV","So",4,72,"Texas A&M",75501
"Davin Watkins","So",22,73,"Texas A&M",75502
"EJ Farmer","So",2,77,"Toledo",75504
"KJ Allen","Jr",5,78,"Texas Tech",75505
"Mihai Carcoana","So",13,83,"South Dakota",75508
"Elijah Wilson","So",3,77,"Toledo",75511
"Chris Nix","Jr",5,81,"Tennessee Martin",75513
"Darwin Randolph","So",25,72,"Campbell",75514
"RJ Kennah","So",40,77,"Wake Forest",75515
"Brian Myles","So",23,79,"Prairie View A&M",75517
"Patrick Neal","Fr",32,75,"Prairie View A&M",75518
"Zee Hamoda","So",24,79,"Utah St.",75519
"Kyle Braun","So",3,75,"Marshall",75521
"Wyatt Fricks","Fr",2,81,"Marshall",75522
"Glenn Taylor Jr.","So",35,78,"Oregon St.",75523
"Creighton Thieneman","So",13,77,"Marshall",75524
"Marlow Gilmore","Sr",23,78,"Western Carolina",75526
"Greydon Edwards","So",14,72,"Pacific",75528
"Khaleb Wilson-Rouse","Jr",20,74,"New Orleans",75530
"Adam Benhayoune","So",25,77,"LSU",75531
"Terrion Murdix","Sr",11,73,"Texas A&M Corpus Chris",75533
"Kevin Miller","So",2,72,"Central Michigan",75534
"Tyrese Nickelson","Sr",3,74,"Texas A&M Corpus Chris",75535
"Kam Summers","So",14,76,"Navy",75536
"Dan Luers","Jr",25,77,"Eastern Illinois",75537
"Jasman Sangha","Jr",1,80,"Texas A&M Corpus Chris",75539
"Christian Tomasco","Fr",33,81,"Hofstra",75541
"Amar'e Marshall","Fr",24,76,"Hofstra",75542
"Jason Roche","So",11,77,"Richmond",75543
"Griffin Barrouk","Fr",12,77,"Hofstra",75545
"Jaquan Carlos","So",11,72,"Hofstra",75546
"Tyrel Morgan","Sr",1,77,"Texas St.",75547
"Davion Coleman","Jr",2,74,"Texas St.",75548
"Jackson Price","So",0,80,"The Citadel",75549
"Langdon Hatton","So",12,82,"Bellarmine",75550
"Bryce Johnson","So",3,75,"Chicago St.",75552
"Devin Carter","So",22,75,"Providence",75553
"Payton Sparks","So",5,81,"Ball St.",75554
"Jaylin Sellers","So",12,76,"Ball St.",75555
"Robert Pierce Blount","So",14,73,"Chicago St.",75556
"Jacobi Wright","So",1,74,"South Carolina",75557
"Ali Abdou Dibba","So",20,76,"Abilene Christian",75558
"Jahsean Corbett","So",24,78,"Chicago St.",75559
"Kedrick Green","So",5,70,"Chicago St.",75561
"Matthew Marsh","So",33,85,"Wake Forest",75562
"Will Shepherd","So",2,80,"Oakland",75563
"Alex Wade","So",4,72,"Notre Dame",75564
"Lazar Stefanovic","So",20,79,"Utah",75565
"Bostyn Holt","Sr",3,78,"Utah",75571
"Dashawn Davis","Sr",10,74,"Mississippi St.",75572
"Trae English","So",1,72,"McNeese St.",75573
"Sebastian Thomas","So",4,73,"Rhode Island",75575
"Khalil Brantley","So",55,73,"La Salle",75576
"Marcus Randolph","So",2,77,"Richmond",75577
"Aidan Noyes","Fr",35,79,"Richmond",75578
"Andre Washington","So",5,71,"LIU Brooklyn",75580
"Charles Ireland","So",1,74,"La Salle",75582
"Shane Dezonie","So",55,77,"Temple",75584
"Noah Reynolds","So",21,75,"Wyoming",75585
"Cort Roberson","Fr",31,72,"Wyoming",75586
"Peyton Daniels","So",13,74,"Jacksonville St.",75587
"Darius Ford","So",30,70,"TCU",75588
"Keaton Norris","So",4,72,"Wright St.",75589
"Gabe Dorsey","So",21,78,"William & Mary",75590
"David Joplin","So",23,79,"Marquette",75591
"Keeyan Itejere","So",40,81,"Marquette",75592
"Riley Mulvey","So",44,83,"Iowa",75593
"Zach Clemence","So",21,82,"Kansas",75595
"KJ Adams Jr.","So",24,79,"Kansas",75596
"Stevie Mitchell","So",4,74,"Marquette",75597
"Payton Sandfort","So",20,79,"Iowa",75598
"Lamaj Lewis","So",13,78,"Loyola Marymount",75600
"Luke Kolaja","So",21,80,"Yale",75601
"Matthew Cleveland","So",35,79,"Florida St.",75602
"Bryce Hopkins","So",23,79,"Providence",75605
"Daimion Collins","So",4,81,"Kentucky",75606
"Philip Byriel","So",43,81,"Princeton",75612
"Andre Snoddy","So",21,78,"Central Connecticut",75614
"Cade Hardtke","So",12,74,"Bradley",75616
"Camren Hunter","So",23,75,"Central Arkansas",75617
"Lawson Lovering","So",34,85,"Colorado",75618
"Sam Hennessy","So",13,74,"Bradley",75619
"Elias Cato","So",25,80,"Central Arkansas",75620
"Connor Hickman","So",10,75,"Bradley",75621
"KJ Simpson","So",2,74,"Colorado",75622
"Javon Ruffin","Fr",11,77,"Colorado",75623
"VJ Reeves","Fr",3,77,"Central Arkansas",75624
"Hegel Augustin","Sr",11,75,"Prairie View A&M",75625
"Rodney Gunn Jr.","Sr",21,79,"Duquesne",75626
"AJ Clayton","So",23,80,"Ohio",75628
"Terry Roberts","Sr",0,75,"Georgia",75629
"Dancell Leter","Sr",14,80,"Utah Tech",75632
"Jackson Kenyon","Sr",15,80,"Miami OH",75633
"Malevy Leons","Sr",14,81,"Bradley",75634
"Brandon Huntley-Hatfield","So",5,82,"Louisville",75639
"Jonas Aidoo","So",0,83,"Tennessee",75641
"Cam Palesse","Fr",1,77,"Valparaiso",75642
"Hercy Miller","So",15,75,"Louisville",75643
"Preston Ruedinger","So",2,74,"Valparaiso",75644
"Josh Irwin","Fr",23,79,"Youngstown St.",75645
"Ethan Riggs Abner","So",3,78,"Tennessee St.",75647
"Roosevelt Wheeler","So",4,83,"Louisville",75649
"Rollin Belton","So",1,80,"Marist",75650
"Veljko Ilic","So",1,82,"Loyola MD",75655
"Bobby Pettiford Jr.","So",0,73,"Kansas",75656
"Leyi Adebayo","Jr",2,79,"Princeton",75657
"Matt Allocco","Jr",14,76,"Princeton",75659
"Jaden Cooper","So",0,75,"Columbia",75660
