"player","exp","num","inches","team","id"
"Chad Venning","So",32,82,"St. Bonaventure",74184
"Reese Dixon-Waters","So",2,77,"USC",74185
"Ben Gregg","So",33,82,"Gonzaga",74186
"Mustapha Amzil","So",22,81,"Dayton",74187
"Babacar Diallo","Jr",2,78,"UMKC",74188
"Carter Whitt","So",11,75,"Furman",74190
"Meechie Johnson Jr.","Jr",5,74,"South Carolina",74192
"Isaiah Folkes","So",5,76,"Charlotte",74196
"Charlie Yoder","So",2,76,"Incarnate Word",74200
"Franck Kepnang","Jr",11,83,"Washington",74203
"Keon Edwards","So",35,80,"Milwaukee",74204
"O.D. Ogunbo","Jr",34,80,"Delaware",74211
"Sadaidriene Hall","So",3,77,"Stephen F. Austin",74212
"Jordan Nesbitt","So",5,78,"Hampton",74215
"Quinn Pemberton","Jr",30,73,"Boston College",74216
"David Jones","Jr",23,78,"St. John's",74217
"Mac Etienne","Fr",12,82,"UCLA",74218
"Lysander Rehnstrom","So",2,76,"Navy",74221
"Trey James","So",50,81,"Robert Morris",74222
"Brian Geatens","Jr",25,72,"Saint Joseph's",74225
"Chris Arizin","Jr",20,75,"Saint Joseph's",74226
"Trey Patterson","So",3,81,"Villanova",74229
"Stephan Swenson","Jr",30,74,"Stetson",74234
"A'Jahni Levias","Fr",21,78,"North Dakota",74256
"Reid Grant","So",3,75,"North Dakota",74257
"Paul Bruns","So",23,76,"South Dakota",74258
"Remy Lemovou","Jr",42,81,"Lindenwood",74261
"Daniel Titus","Jr",24,80,"Coppin St.",74262
"Alex Rojas","Jr",13,77,"Coppin St.",74263
"Amar Augillard","Fr",21,76,"Georgia Southern",74264
"Donovan Stocks","Fr",14,75,"Georgia Southern",74265
"KJ Jenkins","Sr",0,74,"New Mexico",74268
"Ethan Price","So",10,82,"Eastern Washington",74270
"Anouar Mellouk","Fr",11,80,"St. Bonaventure",74271
"Joryam Saizonou","So",20,75,"UNC Greensboro",74272
"Justin Ndjock-Tadjore","So",3,79,"St. Bonaventure",74274
"Prakash Ketterhagen","So",13,75,"Eastern Michigan",74275
"Luka Savicevic","So",3,75,"Eastern Michigan",74277
"Mo Njie","So",13,82,"SMU",74279
"Jalin Billingsley","So",4,79,"Eastern Michigan",74280
"Tyler Beard","So",3,74,"Pacific",74281
"David Shriver","Sr",35,78,"VCU",74282
"Jake Koverman","So",42,77,"High Point",74283
"Carlos Edmundo","Jr",21,74,"Hartford",74284
"Kurtis Henderson","So",3,70,"Hartford",74285
"Brock Williams","So",23,70,"High Point",74288
"Dean Wang","Jr",12,73,"Drexel",74289
"Felix Kloman","Jr",2,77,"Brown",74291
"Kimo Ferrari","Jr",23,72,"Brown",74292
"Malachi Ndur","Jr",11,80,"Brown",74293
"Dola Adebayo","Fr",4,80,"Mount St. Mary's",74297
"Frankie Collins","So",10,73,"Arizona St.",74298
"Isaiah Barnes","So",11,79,"Michigan",74300
"Ian Burns","So",4,78,"Michigan",74302
"Jedy Cordilia","So",12,81,"Mount St. Mary's",74303
"Manny Littles","Sr",22,79,"Nicholls St.",74305
"Qua Grant","Sr",2,73,"Sam Houston St.",74306
"Sydney Curry","Sr",21,80,"Louisville",74309
"El Ellis","Sr",3,75,"Louisville",74310
"Alex Jackson","Sr",55,67,"Loyola MD",74312
"Justice Ajogbor","Jr",22,82,"Harvard",74315
"Carson Brown","So",14,73,"Jacksonville",74318
"Kaleb Edwards","Fr",22,75,"IUPUI",74319
"Brandin Podziemski","So",NA,77,"Santa Clara",74320
"Gyasi Powell","So",10,75,"Jacksonville",74321
"Ethan Speaker","Fr",11,79,"Little Rock",74322
"Chuks Isitua","So",15,72,"Fresno St.",74325
"Matthew Gonzalez","So",25,74,"St. Francis NY",74326
"Cameron Butler","Jr",23,82,"North Carolina Central",74329
"Ryan Mutombo","So",21,86,"Georgetown",74331
"Stanley Borden","So",52,84,"Duke",74333
"Jordan Riley","So",12,76,"Georgetown",74334
"James White","So",5,77,"Mississippi",74335
"Daeshun Ruffin","So",24,69,"Mississippi",74336
"Eric Van Der Heijden","So",1,81,"UNC Wilmington",74337
"Jalen Haynes","So",11,80,"East Tennessee St.",74339
"Camden Johnson","So",10,73,"Virginia Tech",74340
"Sean Pedulla","So",3,73,"Virginia Tech",74341
"Gianni Thompson","So",13,80,"Massachusetts",74342
"Luke Fonts","So",24,73,"Providence",74343
"Grant Slatten","So",10,77,"Tennessee Tech",74344
"Ubong Abasi Etim","Fr",0,81,"Bowling Green",74346
"Terence Harcum","So",23,75,"Appalachian St.",74347
"Cade Arbogast","Jr",21,75,"Arkansas",74349
"Chance Moore","So",0,78,"Missouri St.",74350
"Elijah Hutchins-Everett","So",4,83,"Austin Peay",74351
"Drew Calderon","So",5,76,"Austin Peay",74352
"Lawson Blake","So",45,82,"Arkansas",74353
"Sione Lose","Fr",22,76,"UC Davis",74354
"Charlie Morrison","So",33,72,"Samford",74360
"Owen Larocca","So",10,73,"Samford",74361
"Tre-Vaughn Minott","Jr",4,81,"South Carolina",74364
"Tylor Perry","Sr",5,71,"North Texas",74365
"Will Thomas","Jr",10,77,"Morgan St.",74366
"Collin Nnamene","Sr",21,80,"Morgan St.",74367
"Alvin Tumblin","So",35,79,"Stetson",74368
"Aubin Gateretse","So",21,83,"Stetson",74372
"Walter Clayton Jr.","So",1,74,"Iona",74375
"Simon Wilbar","Jr",14,83,"Holy Cross",74376
"Miles Stewart","Fr",4,79,"Howard",74380
"Daeshon Shepherd","So",13,77,"La Salle",74381
"Bryce Harris","So",34,76,"Howard",74382
"Luke Goode","So",10,79,"Illinois",74383
"Will Smythe","Fr",31,76,"Loyola Chicago",74385
"Elijah Hawkins","So",3,71,"Howard",74386
"Andres Marrero","Fr",0,77,"La Salle",74387
"Logan Landers","So",21,81,"Grand Canyon",74388
"Ty Johnson","So",2,75,"UC Davis",74389
"Brooks Manzer","So",21,75,"Oklahoma St.",74390
"Parnell Pierre","So",14,70,"Rhode Island",74391
"Jaylen Murray","So",32,71,"Saint Peter's",74393
"Chris Holley","So",24,74,"Sacramento St.",74394
"Olumide Adelodun","So",5,78,"Ohio",74396
"Preston Phillips","So",24,80,"Evansville",74397
"Tyler Powell","So",1,77,"Nevada",74398
"Javian McCollum","So",2,74,"Siena",74399
"Jared Billups","So",1,76,"Siena",74400
"Alex Anderson","So",0,78,"Alabama St.",74401
"Tyler Shirley","So",24,79,"South Alabama",74404
"Tahj Staveskie","Fr",44,72,"Canisius",74405
"Keaton Kutcher","So",22,74,"South Dakota",74406
"Primo Spears","So",1,75,"Georgetown",74408
"Amondo Miller Jr.","Fr",15,78,"Colorado",74409
"Robert Vaihola","So",22,80,"San Jose St.",74410
"RJ Walker","Fr",1,73,"Idaho",74411
"Yusef Salih","So",2,74,"Idaho",74412
"Antrell Charlton","Jr",24,77,"Fordham",74415
"Jack Hatten","Fr",33,78,"Idaho",74416
"Rostyslav Novitskyi","Sr",15,82,"Fordham",74417
"Denham Wojcik","So",55,74,"Harvard",74419
"Jalen Blackmon","So",5,75,"Stetson",74421
"Kobe Knox","Fr",3,77,"Grand Canyon",74422
"Kamari McGee","So",4,72,"Wisconsin",74423
"Isaiah Shaw","Fr",33,79,"Grand Canyon",74424
"Brayden Dailey","Fr",22,79,"Green Bay",74425
"Cade Meyer","So",11,80,"Green Bay",74426
"Louis Lesmond","So",23,78,"Harvard",74427
"Tyler Simon","So",0,77,"Harvard",74428
"DeeJuan Pruitt","So",1,80,"SIU Edwardsville",74429
"Kyree Brown","Jr",5,72,"New Hampshire",74434
"DJ Patrick","So",3,78,"South Florida",74435
"Souleymane Doumbia","Jr",25,83,"TCU",74436
"Connor Christensen","So",11,78,"Dartmouth",74437
"Ryan Cornish","So",10,75,"Dartmouth",74439
"Romeo Myrthil","So",20,74,"Dartmouth",74440
"Cade Haskins","So",2,78,"Dartmouth",74441
"Di'Andre Howell-South","Fr",10,76,"St. Francis NY",74442
"Jason Simpson","So",13,70,"St. John's",74443
"Chris Daniels","Fr",22,72,"North Carolina Central",74444
"RJ Noord","So",11,75,"Elon",74445
"Casey Jones","So",31,78,"Eastern Washington",74446
"Harrison Ingram","So",55,79,"Stanford",74447
"Maxime Raynaud","So",42,85,"Stanford",74448
"Sam Sherry","So",4,82,"Elon",74450
"Adam Larson","Fr",4,81,"Southeast Missouri St.",74452
"Makai Richards","Fr",34,82,"Pacific",74453
"Dale Bonner","Sr",3,74,"Baylor",74454
"Jordan Hawkins","So",24,77,"Connecticut",74455
"Rahsool Diggins","So",3,74,"Massachusetts",74456
"Jorell Saterfield","Jr",23,76,"Portland St.",74457
"Bonke Maring","Sr",4,82,"Houston Christian",74458
"Justin Harmon","Jr",0,76,"Utah Valley",74459
"Marshall Kearing","Jr",20,81,"South Alabama",74461
"Brandon Weston","Fr",20,77,"Rhode Island",74462
"Erik Oliver","Jr",12,73,"Tennessee Tech",74464
"Parsa Fallah","Fr",22,81,"Southern Utah",74465
"Niko Ruffin","So",21,70,"Syracuse",74468
"Zakai Zeigler","So",5,69,"Tennessee",74469
"Mouhamed Sow","Fr",35,81,"Saint Peter's",74471
"Clarence Rupert","So",4,80,"Southern Illinois",74472
"Josh Valentine","Fr",21,72,"Southern Utah",74473
"Ariel Bland","So",23,79,"UC Santa Barbara",74475
"Ajay Mitchell","So",13,77,"UC Santa Barbara",74476
"Mitch Fischer","So",34,81,"Navy",74478
"Marchelus Avery","So",1,80,"New Mexico St.",74480
"Shakiru Odunewu","So",34,82,"New Mexico St.",74481
"Cole Anderson","So",4,76,"UC Santa Barbara",74483
"Atiki Ally Atiki","So",4,82,"BYU",74485
"Trey Stewart","So",1,74,"BYU",74487
"Javon Small","So",12,74,"East Carolina",74489
"RJ Felton","So",3,75,"East Carolina",74490
"Tay Mosher","So",24,80,"Bryant",74492
"Christian Wright","So",1,75,"Oregon St.",74494
"Cam McDowell","So",2,77,"Jacksonville St.",74495
"Alexis Reyes","So",0,79,"Quinnipiac",74496
"Andy Barba","So",22,78,"Duquesne",74497
"David Kamwanga","So",55,79,"Tennessee Martin",74500
"Dylan Pumpian","So",13,73,"Tennessee Martin",74503
"Lee Hatcher","Fr",24,72,"UT Rio Grande Valley",74505
"Anders Nelson","Sr",0,73,"William & Mary",74506
"Parker Bjorklund","Sr",5,78,"St. Thomas",74507
"Riley Miller","Sr",10,75,"St. Thomas",74508
"Nate Barnhart","Fr",15,84,"Wyoming",74509
"Ben Bowen","Fr",40,77,"Denver",74510
"Trazarien White","So",13,78,"UNC Wilmington",74511
"Jamarii Thomas","So",0,72,"UNC Wilmington",74512
"Jalen Breath","Fr",22,80,"UNC Greensboro",74513
"Dean Gabrelcik","Fr",15,76,"UNC Asheville",74515
"Yaw Obeng-Mensah","Sr",15,79,"UMBC",74516
"Nika Metskhvarishvili","Jr",4,80,"Louisiana Monroe",74517
"Josh Baker","Jr",22,76,"Grand Canyon",74519
"Khamari McGriff","Fr",21,80,"UNC Wilmington",74520
"Jarius Hicklen","Sr",10,75,"North Florida",74521
"Max Hrdlicka","Fr",13,78,"North Florida",74522
"Brandon Rasmussen","So",11,76,"North Florida",74523
"Darrius Washington","So",22,80,"New Orleans",74524
"To Randriasalama","So",55,75,"Northeastern",74525
"Will Tschetter","Fr",42,80,"Michigan",74527
"A.J. Lopez","Fr",14,77,"New Hampshire",74528
"Jamond Vincent","Fr",13,76,"New Orleans",74529
"Dontrez Styles","So",3,78,"North Carolina",74530
"Ben Ackerley","So",21,73,"Arizona",74531
"Adama Bal","So",2,79,"Arizona",74533
"Shane Nowell","So",3,78,"UNLV",74534
"Taran Armstrong","So",1,78,"Cal Baptist",74536
"Will Menaugh","So",33,82,"Arizona",74538
"Keanu Rasmussen","So",33,74,"Cal Baptist",74539
"Scotty Washington","So",12,76,"Cal Baptist",74540
"Jason Nelson","Fr",1,70,"Richmond",74541
"Malcolm Dread","Fr",12,76,"Richmond",74542
"Liam Weaver","So",10,74,"Richmond",74543
"Tyler Rice","So",12,73,"William & Mary",74544
"Carlos Stewart","So",1,73,"Santa Clara",74545
"Jack Stefanski","Fr",33,78,"Western Michigan",74546
"Julian Lewis","So",3,78,"Miami OH",74547
"Owen Lobsinger","So",20,81,"Western Michigan",74548
"Gus Etchison","So",21,71,"Western Michigan",74549
"Kevin Davis","Sr",12,78,"Bethune Cookman",74550
"Justice Williams","So",11,76,"LSU",74551
"Mike Meadows","Jr",25,74,"Portland",74552
"Darrius Miles","Jr",0,82,"Western Kentucky",74556
"Dan Conlan","Sr",15,76,"Penn St.",74559
"Ishaan Jagiasi","Sr",35,73,"Penn St.",74560
"Julien Soumaoro","So",1,71,"Gardner Webb",74561
"Brendan Mykalcio","So",2,79,"Gardner Webb",74564
"Ademide Badmus","So",5,79,"Gardner Webb",74565
"Erik Reynolds II","So",2,74,"Saint Joseph's",74566
"Kacper Klaczek","So",0,80,"Saint Joseph's",74567
"Kobe Jerome","Fr",3,76,"UC Riverside",74569
"Justin DeGraaf","So",3,79,"UC San Diego",74570
"Francis Nwaokorie","So",35,79,"UC San Diego",74573
"P.J. Edwards","So",5,76,"UCF",74574
"Darius Johnson","So",3,73,"UCF",74575
"Jasin Sinani","So",13,75,"Campbell",74577
"Shaun Walker","Fr",34,80,"Alcorn St.",74579
"Johnathan Massie","So",5,78,"McNeese St.",74580
"Isaiah Turner","Jr",14,82,"South Carolina St.",74581
"Sebastian Forsling","So",3,84,"New Mexico",74583
"Jacob Holt","So",15,81,"Santa Clara",74585
"Brenton Knapper","Fr",0,72,"Santa Clara",74586
"Coleman Lemke","So",10,80,"Portland",74589
"Tristian Jeffries","So",13,78,"Robert Morris",74590
"Matt Mayers","Sr",21,80,"Robert Morris",74591
"Marquis Barnett","So",1,76,"Presbyterian",74592
"Camaron Tongue","So",21,79,"Santa Clara",74594
"Shemarri Allen","Sr",5,76,"UMKC",74595
"Jamarion Sharp","Sr",33,89,"Western Kentucky",74598
"Shaqir O'Neal","Fr",23,79,"Texas Southern",74602
"Tim Dalger","Jr",10,79,"Tulsa",74603
"Nikita Konstantynovskyi","Jr",12,82,"Tulsa",74604
"Gavin Perryman","Fr",13,73,"Texas",74606
"AJ Allenspach","So",55,80,"Army",74607
"Nolan Naess","So",41,80,"Army",74608
"Patrick Lambey","Jr",23,77,"UC Davis",74610
"Isaiah Gray","Jr",13,75,"Cornell",74614
"Chris Manon","Jr",30,77,"Cornell",74615
"Sean Hansen","Jr",20,81,"Cornell",74616
"Augustas Marciulionis","So",3,76,"Saint Mary's",74617
"Chris Howell","Fr",15,78,"Saint Mary's",74618
"Stefan Todorovic","So",3,80,"SMU",74619
"Tyler Lundblade","Fr",22,78,"TCU",74620
"Jalen Smith","So",2,76,"SMU",74621
"Zhuric Phelps","So",1,75,"SMU",74622
"Tanner Thomas","So",25,78,"Sacred Heart",74623
"Raymond Espinal-Guzman","So",15,80,"Sacred Heart",74624
"Najee Coursey","So",13,78,"Sacred Heart",74625
"Dom Mello","So",10,72,"Sacred Heart",74626
"Markeith Browning II","So",1,76,"Milwaukee",74627
"Jay Allen-Tovar","Sr",12,81,"New Mexico",74629
"Ike Cornish","So",20,78,"Maryland",74631
"Julian Reese","So",10,81,"Maryland",74632
"DJ Burns","Jr",55,79,"Murray St.",74633
"Isaac Haney","So",3,74,"Northwestern St.",74634
"Chace Davis","So",2,75,"Maryland Eastern Shore",74635
"Peter Nwoke","Fr",4,79,"Southern Indiana",74639
"Justin Neely","So",12,77,"Albany",74640
"Tairi Ketner","So",11,79,"Albany",74641
"Aaron Reddish","So",10,79,"Albany",74642
"Ny'Mire Little","So",0,76,"Albany",74643
"Zion Russell","So",10,72,"Northern Illinois",74645
"Basheer Jihad","So",11,81,"Ball St.",74646
"Elijah Hughey","Fr",10,76,"Western Kentucky",74647
"Dezi Jones","Jr",11,70,"Quinnipiac",74648
"Brody Limric","Fr",44,81,"Central Connecticut",74650
"Seth Wilson","So",14,73,"West Virginia",74651
"Reese McMullen","So",24,75,"Penn",74652
"George Smith","So",40,76,"Penn",74653
"Gus Larson","So",12,82,"Penn",74654
"Nick Spinoso","So",13,81,"Penn",74655
"Eddie Holland III","So",10,78,"Penn",74656
"Kyle Rocker","So",14,74,"Central Connecticut",74659
"Arian Dehnavi","Jr",12,82,"Central Connecticut",74660
"Trenton McLaughlin","So",24,78,"Northern Arizona",74662
"Abdul Momoh","So",11,79,"Central Connecticut",74663
"Lynn Greer III","So",5,74,"Saint Joseph's",74664
"Jordan Longino","So",15,77,"Villanova",74665
"Nnanna Njoku","So",21,81,"Villanova",74666
"Zaire Williams","So",12,76,"Wagner",74668
"Rob Taylor II","So",24,79,"Wagner",74669
"Jalen Ricks","Fr",2,79,"Wichita St.",74670
"Kenny Pohto","So",11,83,"Wichita St.",74671
"Isaac Abidde","Fr",24,81,"Wichita St.",74673
"Greg Spurlock","So",5,77,"Coppin St.",74674
"Michael Moshkovitz","Sr",11,79,"Penn",74676
"Liam Murphy","Jr",4,79,"Columbia",74678
"Aaron Cash","Sr",0,78,"UT Arlington",74679
"Manny Obaseki","So",35,76,"Texas A&M",74681
"Ryan Nembhard","So",2,72,"Creighton",74682
"Matteus Case","So",4,77,"William & Mary",74684
"Taje' Kelly","So",14,79,"Charleston Southern",74685
"Tyler Schaafsma","So",20,74,"Charleston Southern",74687
"Cedric Garrett","Jr",22,77,"Northwestern St.",74688
"Julian Roper II","So",5,75,"Northwestern",74690
"Brooks Barnhizer","So",13,78,"Northwestern",74691
"Emareyon McDonald","So",2,74,"Northwestern St.",74692
"Wayne McKinney III","So",3,72,"San Diego",74697
"Jack Molloy","So",33,80,"Yale",74698
"Teo Rice","So",12,74,"Yale",74699
"Yussif Basa-Ama","Jr",23,80,"Yale",74700
"Matt Knowling","Jr",22,78,"Yale",74701
"Bez Mbeng","So",2,76,"Yale",74702
"Igor Milicic Jr.","So",24,82,"Charlotte",74703
"Emir Buyukhanli","So",11,77,"Yale",74704
"John Poulakidas","So",4,77,"Yale",74705
"Ndewedo Newbury","So",21,79,"San Francisco",74707
"Imo Essien","So",3,71,"Old Dominion",74708
"Jadin Johnson","Fr",4,75,"Old Dominion",74709
"Kalen Etzler","Fr",24,80,"Ohio St.",74710
"Yassine Gharram","So",24,75,"Yale",74711
"Quincy Clark","So",11,74,"Lipscomb",74717
"Trae Benham","So",3,75,"Lipscomb",74719
"Jalen Sullinger","So",13,70,"Kent St.",74720
"Grant Asman","Fr",35,82,"Lipscomb",74722
"Joe Charles","So",1,79,"Louisiana Lafayette",74723
"Luka Tekavcic","So",33,83,"Coppin St.",74727
"Sir Issac Herron","So",23,81,"Oral Roberts",74728
"C.J. Noland","So",22,74,"Oklahoma",74730
"Jake Moser","So",30,75,"Oklahoma",74731
"Alston Mason","So",1,74,"Missouri St.",74732
"Bijan Cortes","So",14,75,"Oklahoma",74733
"Coltie Young","So",4,75,"Jackson St.",74734
"Elijah Tucker","So",34,80,"Xavier",74736
"Michael Brown","So",45,79,"Florida St.",74737
"Josh Uduje","So",14,77,"Coastal Carolina",74739
"Josh Farmer","So",4,81,"UTSA",74740
"Lamin Sabally","So",20,79,"UTSA",74743
"Christian Tucker","So",22,75,"UTSA",74744
"Azavier Johnson","Fr",3,77,"UTSA",74745
"Jalen Warley","So",1,78,"Florida St.",74746
"KeShawn Murphy","Fr",12,82,"Mississippi St.",74747
"Cam Carter","So",5,75,"Kansas St.",74748
"Alden Applewhite","So",3,79,"Portland",74749
"Josh Odunowo","Jr",11,78,"Columbia",74752
"Zach Martini","Jr",54,79,"Princeton",74754
"Luke Winslow","So",20,74,"Tarleton St.",74756
"Paul Bizimana","So",2,81,"Eastern Illinois",74759
"Pedro Lopez-Sanvicente","So",15,80,"Denver",74760
"Touko Tainamo","So",25,81,"Denver",74763
"Frankie Fidler","So",23,79,"Nebraska Omaha",74764
"Donte Houston","So",23,81,"Southeastern Louisiana",74765
"Mouhamed Gueye","So",35,83,"Washington St.",74766
"Caleb Furst","So",1,82,"Purdue",74768
"Trey Kaufman-Renn","Fr",4,81,"Purdue",74771
"Brian Waddell","Fr",11,80,"Purdue",74773
"Brett Rumpel","Fr",24,76,"St. Bonaventure",74775
"Emoni Bates","So",21,82,"Eastern Michigan",74778
"Aboubacar Traore","So",25,77,"Long Beach St.",74781
"AJ George","So",10,78,"Long Beach St.",74782
"Aymeric Toussaint","So",12,81,"Marshall",74783
"Treyton Thompson","So",42,84,"Minnesota",74784
"Fousseyni Traore","So",45,78,"BYU",74787
"Brandon Love","So",24,81,"Texas St.",74788
"Tanahj Pettway","Sr",11,74,"Stony Brook",74789
"Graham Calton","So",22,78,"Vanderbilt",74790
"Benny Williams","So",13,80,"Syracuse",74791
"Taine Murray","So",10,77,"Virginia",74793
"Corey Tripp","So",10,74,"Wofford",74794
"Luke Turner","So",22,79,"UC Riverside",74796
"Kaine Roberts","So",10,74,"Stony Brook",74797
"Mekhi Collins","So",13,80,"Nicholls St.",74798
"Ben Nau","So",2,74,"St. Thomas",74801
"Langston Love","Fr",13,77,"Baylor",74802
"Ryan Maxwell","So",10,79,"Nicholls St.",74805
"Ryan Dufault","So",12,72,"St. Thomas",74806
"Noa Gonsalves","So",11,73,"Utah Tech",74807
"Aleu Aleu","Sr",2,80,"UTSA",74808
"Elijah Stephens","So",23,69,"American",74811
"Daylen Berry","Fr",11,76,"Charlotte",74812
"Chris Ford","So",23,77,"Robert Morris",74813
"Desmond Watson","So",4,77,"Davidson",74814
"Charles Lampten","Sr",42,83,"College of Charleston",74815
"Kino Lilly Jr.","So",10,72,"Brown",74816
"Raekwon Horton","So",5,78,"College of Charleston",74818
"Reyne Smith","So",2,74,"College of Charleston",74819
"Ben Burnham","So",25,79,"College of Charleston",74820
"Lyndel Erold","So",4,75,"Brown",74821
"D.J. Smith","So",2,72,"Little Rock",74822
"Quion Burns","So",44,78,"LIU Brooklyn",74823
"Jordan Jones","So",10,72,"Mercer",74826
"Bensley Joseph","So",4,74,"Miami FL",74827
"Darius DeAveiro","So",4,72,"Valparaiso",74833
"Jacori Owens","So",25,81,"Youngstown St.",74834
"Cole Despie","So",35,75,"TCU",74836
"Bailey Gilliam","So",21,73,"Tennessee Tech",74837
"Trey Woodyard","So",33,78,"New Hampshire",74839
"Cesare Edwards","So",4,81,"Xavier",74840
"David Brown III","So",23,77,"Loyola MD",74843
"Kam Jones","So",1,76,"Marquette",74844
"Kyle Cuffe Jr.","Fr",5,74,"Kansas",74845
"Noah Harris","So",2,73,"Marist",74846
"Chris Kuzemka","So",20,72,"Loyola MD",74847
"Jao Ituka","So",10,73,"Wake Forest",74848
"Dillon Wilhite","Fr",22,81,"Kansas",74849
"Julian Hammond III","So",1,75,"Colorado",74851
"Blake Peters","So",24,73,"Princeton",74852
"Nate Tshimanga","So",21,82,"Troy",74853
"Keisei Tominaga","Jr",30,74,"Nebraska",74854
"AJ Braun","So",12,81,"Wright St.",74858
"Javantae Randle","So",35,81,"Eastern Michigan",74859
"Akol Mawein","Jr",55,81,"Sacramento St.",74860
"Jason Montgomery","So",24,77,"Lipscomb",74861
"John Roghelia","Sr",31,74,"Gardner Webb",74862
"Chris Cain","So",33,80,"Cornell",74863
"Josh Beadle","Fr",0,75,"Clemson",74864
"Geronimo Rubio De La Rosa","So",15,74,"Columbia",74865
"CJ Anthony","So",11,72,"Cincinnati",74866
"Ryan Kiachian","So",3,82,"Cornell",74867
"Ian Motta","So",1,78,"Bucknell",74868
"Nazir Williams","So",1,75,"Cornell",74869
"Elvin Edmonds IV","So",5,74,"Bucknell",74870
"Josh Bascoe","So",13,72,"Bucknell",74872
"Brandon Betson","Jr",11,73,"Tulsa",74874
"Tuongthach Gatkek","Jr",32,81,"Texas St.",74875
"Spencer Hubbard","Jr",55,68,"Duke",74876
"Brandon Weatherspoon","Jr",23,76,"Florida Atlantic",74877
"Nicolas Tingling","So",12,73,"Arkansas St.",74878
"Simas Lukosius","So",41,78,"Butler",74881
"Jack Nauseef","Sr",15,73,"Clemson",74882
"Devin Foster","Sr",14,74,"Clemson",74883
"Zeke Mayo","So",2,75,"South Dakota St.",74884
"Broden Lien","Fr",33,80,"South Dakota St.",74885
"Landon Brenchley","So",0,76,"Utah St.",74887
"Will McClendon","Fr",4,74,"UCLA",74891
"Johnny Taylor Jr.","Fr",12,75,"Chattanooga",74893
"Quentin Diboundje","So",4,77,"East Carolina",74894
"Kevin Dunn","So",51,74,"Wake Forest",74895
"Jordan Roberts","So",2,76,"Texas A&M Corpus Chris",74897
"Owen Dease","Fr",12,80,"Texas A&M Corpus Chris",74898
"Jahmai Mashack","So",15,76,"Tennessee",74899
"Rahdir Hicks","So",10,72,"Towson",74900
"Tyler Coleman","So",3,79,"Towson",74902
"Mike James","Fr",1,77,"Louisville",74903
"Terran Williams","So",5,77,"Louisiana Tech",74905
"Kaleb Stewart","So",4,75,"Louisiana Tech",74906
"Will Allen","Fr",14,79,"Louisiana Tech",74908
"Jaylen Stinson","So",1,74,"Merrimack",74910
"Devon Savage","So",5,76,"Merrimack",74911
"Izaiah Robinson","Jr",4,75,"Dartmouth",74913
"Noah Robledo","So",35,77,"Columbia",74918
"Denver Jones","So",2,76,"FIU",74919
"Jake Tavroff","So",34,81,"Columbia",74921
"Mohamed Sanogo","So",33,81,"FIU",74922
"Aquan Smart","So",3,75,"Southeast Missouri St.",74925
"Chase Tucker","So",30,73,"George Mason",74926
"Blake Jones","So",24,82,"George Mason",74927
"Amoro Lado","Jr",1,74,"Hawaii",74930
"Randy Tucker","Jr",1,76,"Green Bay",74931
"Jourdan Smith","Jr",11,79,"Grambling St.",74932
"Theofanis Stamoulis","Sr",34,75,"George Washington",74933
"Anderson Mirambeaux","Sr",45,80,"Miami OH",74937
"Brandon Brown","Sr",11,77,"Wagner",74938
"Brahm Harris","Sr",14,78,"Arkansas Pine Bluff",74939
"Juan Reyna","So",20,75,"Campbell",74940
"Jayme Mitchell","So",45,77,"Jackson St.",74941
"Mike Pajeaud","So",10,73,"Alcorn St.",74942
"Darrell Reed","Fr",22,80,"Alabama St.",74946
"Derrick Tezeno","So",1,77,"Stephen F. Austin",74947
"Jackson Purcell","Fr",11,77,"Minnesota",74948
"Jackson Grant","So",12,82,"Washington",74949
"Great Osobor","So",3,80,"Montana St.",74950
"Sam Hoiberg","Fr",1,72,"Nebraska",74951
"Daniel Ortiz","So",2,72,"North Alabama",74952
"Deraje Agbaosi","So",23,79,"North Alabama",74956
"Jackson Cronin","So",4,73,"Massachusetts",74957
"Alex Tew","So",20,83,"Weber St.",74960
"Tahron Allen","So",20,76,"Monmouth",74963
"Keeshawn Mason","So",25,81,"NJIT",74964
"Houston Mallette","So",0,77,"Pepperdine",74965
"Eyal Nankin","So",10,79,"NJIT",74967
"James Okonkwo","So",32,80,"West Virginia",74968
"Mike Mitchell Jr.","So",1,74,"Pepperdine",74969
"Matt Norman","Jr",2,76,"North Dakota",74971
"Valentin Catt","So",12,82,"Lamar",74972
"Casey Brooks","Jr",22,69,"Lamar",74973
"Wil Stevens","Sr",25,77,"Miami OH",74974
"Tucson Redding","So",1,75,"Morehead St.",74975
"Tsotne Tsartsidze","Jr",10,81,"North Dakota",74977
"Ty Horner","Sr",31,82,"Morgan St.",74978
"Davon Barnes","Fr",42,77,"Texas Southern",74980
"Kolby Granger","Fr",14,77,"Texas Southern",74982
"Kevin Kalu","So",34,81,"UTEP",74983
"Christyon Eugene","Jr",5,75,"Troy",74984
"Christopher Mantis","So",2,79,"Appalachian St.",74987
"Allen Strothers","Fr",5,73,"East Tennessee St.",74988
"Brayon Freeman","So",2,74,"Rhode Island",74989
"Kowacie Reeves","So",14,78,"Florida",74990
"Laziz Talipov","So",0,73,"George Washington",74993
"Oscar Berry","So",33,76,"North Florida",74994
"Anquan Hill","So",35,81,"St. Bonaventure",74995
