"date","type","location","did_win","team","conf","opp","opp_conf","min","pos","year","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts","game_id"
"2011-03-24","post","N",true,"Butler","Horz","Wisconsin","B10",200,62,2011,19,45,5,18,18,26,10,27,37,7,8,2,14,19,61,"310830275"
"2011-03-24","post","N",false,"Wisconsin","B10","Butler","Horz",200,62,2011,17,56,7,29,13,19,12,19,31,9,7,3,11,20,54,"310830275"
"2011-03-23","post","A",false,"Northwestern","B10","Washington St.","P10",225,67,2011,24,64,10,38,8,10,12,30,42,14,4,5,11,19,66,"310820265"
"2011-03-23","post","H",true,"Washington St.","P10","Northwestern","B10",225,67,2011,25,60,4,17,15,22,11,28,39,11,6,6,8,12,69,"310820265"
"2011-03-23","post","A",false,"Miami FL","ACC","Alabama","SEC",200,71,2011,23,57,2,15,16,23,16,20,36,5,5,0,19,20,64,"310820333"
"2011-03-23","post","H",true,"Alabama","SEC","Miami FL","ACC",200,71,2011,30,55,4,15,15,24,10,24,34,10,13,7,15,22,79,"310820333"
"2011-03-23","post","A",false,"College of Charleston","SC","Wichita St.","MVC",200,70,2011,28,59,12,23,7,11,8,19,27,10,4,3,15,19,75,"310822724"
"2011-03-23","post","H",true,"Wichita St.","MVC","College of Charleston","SC",200,70,2011,29,53,5,14,19,21,5,27,32,20,9,3,12,14,82,"310822724"
"2011-03-23","post","A",false,"UCF","CUSA","Creighton","MVC",200,68,2011,22,45,2,16,18,25,6,14,20,7,9,4,19,18,64,"310820156"
"2011-03-23","post","H",true,"Creighton","MVC","UCF","CUSA",200,68,2011,30,52,7,15,15,19,6,18,24,23,10,2,13,16,82,"310820156"
"2011-03-23","post","A",false,"Boise St.","WAC","Oregon","P10",200,73,2011,24,56,10,25,13,22,8,23,31,10,9,3,16,22,71,"310822483"
"2011-03-23","post","H",true,"Oregon","P10","Boise St.","WAC",200,73,2011,26,52,12,25,15,21,6,23,29,19,9,3,17,19,79,"310822483"
"2011-03-22","post","A",false,"Kent St.","MAC","Colorado","B12",200,64,2011,30,60,6,18,8,11,9,19,28,18,5,5,9,18,74,"310810038"
"2011-03-22","post","H",true,"Colorado","B12","Kent St.","MAC",200,64,2011,32,65,4,15,13,16,16,22,38,20,6,2,8,11,81,"310810038"
"2011-03-22","post","A",false,"Ohio","MAC","East Tennessee St.","ASun",200,73,2011,23,59,9,22,18,21,9,22,31,13,3,1,14,26,73,"310812193"
"2011-03-22","post","H",true,"East Tennessee St.","ASun","Ohio","MAC",200,73,2011,27,51,7,15,21,29,4,26,30,11,8,4,12,17,82,"310812193"
"2011-03-22","post","A",false,"Buffalo","MAC","Iona","MAAC",200,70,2011,25,55,6,16,7,12,10,18,28,13,8,5,20,17,63,"310810314"
"2011-03-22","post","H",true,"Iona","MAAC","Buffalo","MAC",200,70,2011,27,57,11,23,13,18,9,19,28,21,13,2,13,17,78,"310810314"
"2011-03-22","post","A",true,"Santa Clara","WCC","San Francisco","WCC",200,76,2011,31,63,9,21,24,33,10,23,33,14,5,5,6,16,95,"310812539"
"2011-03-22","post","H",false,"San Francisco","WCC","Santa Clara","WCC",200,76,2011,36,68,10,28,9,15,9,27,36,20,4,1,12,22,91,"310812539"
"2011-03-21","post","A",false,"Oklahoma St.","B12","Washington St.","P10",200,64,2011,24,59,4,19,12,15,10,23,33,7,6,2,8,20,64,"310800265"
"2011-03-21","post","H",true,"Washington St.","P10","Oklahoma St.","B12",200,64,2011,22,53,8,22,22,26,10,27,37,10,4,6,10,12,74,"310800265"
"2011-03-21","post","A",false,"New Mexico","MWC","Alabama","SEC",200,64,2011,22,58,9,28,14,17,14,18,32,10,6,3,12,24,67,"310800333"
"2011-03-21","post","H",true,"Alabama","SEC","New Mexico","MWC",200,64,2011,26,49,6,14,16,30,12,25,37,13,7,3,13,21,74,"310800333"
"2011-03-21","post","A",false,"Missouri St.","MVC","Miami FL","ACC",200,63,2011,25,66,13,29,9,15,16,18,34,14,3,1,7,17,72,"310802390"
"2011-03-21","post","H",true,"Miami FL","ACC","Missouri St.","MVC",200,63,2011,26,52,8,22,21,24,8,27,35,14,4,5,8,14,81,"310802390"
"2011-03-21","post","A",true,"SMU","CUSA","Northern Iowa","MVC",200,55,2011,19,38,7,16,12,19,4,26,30,12,2,5,11,17,57,"310802460"
"2011-03-21","post","H",false,"Northern Iowa","MVC","SMU","CUSA",200,55,2011,14,51,5,25,17,20,8,16,24,7,6,0,5,19,50,"310802460"
"2011-03-21","post","A",false,"Davidson","SC","Creighton","MVC",200,77,2011,34,64,7,22,17,24,10,17,27,17,4,2,11,32,92,"310800156"
"2011-03-21","post","H",true,"Creighton","MVC","Davidson","SC",200,77,2011,30,58,6,15,36,43,8,22,30,18,6,5,9,20,102,"310800156"
"2011-03-21","post","A",false,"Rhode Island","A10","UCF","CUSA",200,64,2011,20,48,6,18,8,17,4,21,25,12,7,5,11,18,54,"310802116"
"2011-03-21","post","H",true,"UCF","CUSA","Rhode Island","A10",200,64,2011,29,64,5,21,3,12,14,25,39,15,5,4,10,12,66,"310802116"
"2011-03-21","post","A",false,"Evansville","MVC","Boise St.","WAC",200,69,2011,22,47,8,15,17,22,4,13,17,10,4,0,16,26,69,"310800068"
"2011-03-21","post","H",true,"Boise St.","WAC","Evansville","MVC",200,69,2011,22,43,4,14,27,32,5,23,28,14,4,2,16,20,75,"310800068"
"2011-03-21","post","A",false,"Duquesne","A10","Oregon","P10",200,73,2011,29,60,13,28,4,8,8,23,31,19,9,7,17,19,75,"310802483"
"2011-03-21","post","H",true,"Oregon","P10","Duquesne","A10",200,73,2011,24,61,9,25,20,26,15,22,37,15,11,3,15,14,77,"310802483"
"2011-03-20","post","N",true,"Florida St.","ACC","Notre Dame","BE",200,63,2011,22,48,9,19,18,25,9,31,40,15,2,9,12,18,71,"310790087"
"2011-03-20","post","N",false,"Notre Dame","BE","Florida St.","ACC",200,63,2011,19,62,7,30,12,19,15,23,38,12,4,5,8,25,57,"310790087"
"2011-03-20","post","N",false,"Michigan","B10","Duke","ACC",200,61,2011,27,53,7,21,10,11,4,18,22,13,7,0,7,23,71,"310790150"
"2011-03-20","post","N",true,"Duke","ACC","Michigan","B10",200,61,2011,25,49,5,20,18,25,10,23,33,12,1,2,11,18,73,"310790150"
"2011-03-20","post","N",false,"Washington","P10","North Carolina","ACC",200,74,2011,33,72,10,19,7,7,14,26,40,17,6,2,13,20,83,"310790153"
"2011-03-20","post","N",true,"North Carolina","ACC","Washington","P10",200,74,2011,31,66,6,12,18,23,12,25,37,18,7,5,9,9,86,"310790153"
"2011-03-20","post","N",true,"Marquette","BE","Syracuse","BE",200,64,2011,21,51,5,11,19,23,12,18,30,15,11,1,14,13,66,"310790183"
"2011-03-20","post","N",false,"Syracuse","BE","Marquette","BE",200,64,2011,26,47,5,15,5,7,4,20,24,11,7,2,18,21,62,"310790183"
"2011-03-20","post","N",false,"George Mason","CAA","Ohio St.","B10",200,66,2011,26,60,8,18,6,7,13,16,29,13,5,3,17,17,66,"310790194"
"2011-03-20","post","N",true,"Ohio St.","B10","George Mason","CAA",200,66,2011,36,59,16,26,10,18,11,22,33,23,8,1,9,11,98,"310790194"
"2011-03-20","post","N",true,"Arizona","P10","Texas","B12",200,65,2011,24,54,8,14,14,22,11,21,32,17,8,2,12,20,70,"310790251"
"2011-03-20","post","N",false,"Texas","B12","Arizona","P10",200,65,2011,24,53,3,11,18,22,10,23,33,13,5,7,13,17,69,"310790251"
"2011-03-20","post","A",true,"Wichita St.","MVC","Virginia Tech","ACC",225,70,2011,31,63,10,20,7,12,12,24,36,18,6,5,14,23,79,"310790259"
"2011-03-20","post","H",false,"Virginia Tech","ACC","Wichita St.","MVC",225,70,2011,21,50,8,18,26,34,8,22,30,10,8,6,13,16,76,"310790259"
"2011-03-20","post","A",true,"Kent St.","MAC","Fairfield","MAAC",200,64,2011,30,60,8,19,4,5,8,23,31,12,9,2,10,13,72,"310792217"
"2011-03-20","post","H",false,"Fairfield","MAAC","Kent St.","MAC",200,64,2011,27,60,7,26,7,13,13,23,36,16,5,1,12,15,68,"310792217"
"2011-03-20","post","N",false,"Illinois","B10","Kansas","B12",200,66,2011,23,60,6,21,7,9,10,21,31,16,7,2,12,18,59,"310792305"
"2011-03-20","post","N",true,"Kansas","B12","Illinois","B10",200,66,2011,27,52,4,12,15,20,7,29,36,17,5,2,12,11,73,"310792305"
"2011-03-20","post","N",true,"VCU","CAA","Purdue","B10",200,66,2011,37,65,8,21,12,14,9,26,35,26,4,2,4,13,94,"310792509"
"2011-03-20","post","N",false,"Purdue","B10","VCU","CAA",200,66,2011,30,67,8,25,8,11,13,20,33,20,3,6,7,15,76,"310792509"
"2011-03-19","post","N",false,"Temple","A10","San Diego St.","MWC",250,69,2011,25,66,6,14,8,11,13,22,35,13,3,1,11,15,64,"310780021"
"2011-03-19","post","N",true,"San Diego St.","MWC","Temple","A10",250,69,2011,28,65,6,11,9,9,13,29,42,13,6,6,13,14,71,"310780021"
"2011-03-19","post","N",false,"Cincinnati","BE","Connecticut","BE",200,59,2011,22,55,4,14,10,14,9,16,25,12,5,2,8,19,58,"310780041"
"2011-03-19","post","N",true,"Connecticut","BE","Cincinnati","BE",200,59,2011,19,44,6,16,25,30,9,26,35,10,3,3,9,13,69,"310780041"
"2011-03-19","post","N",false,"UCLA","P10","Florida","SEC",200,61,2011,23,55,3,13,16,25,14,21,35,12,4,5,8,14,65,"310780057"
"2011-03-19","post","N",true,"Florida","SEC","UCLA","P10",200,61,2011,27,54,6,14,13,17,8,24,32,13,2,4,8,18,73,"310780057"
"2011-03-19","post","N",false,"West Virginia","BE","Kentucky","SEC",200,62,2011,22,53,7,19,12,16,9,21,30,9,5,2,11,23,63,"310780096"
"2011-03-19","post","N",true,"Kentucky","SEC","West Virginia","BE",200,62,2011,24,50,6,18,17,24,9,25,34,12,1,6,10,19,71,"310780096"
"2011-03-19","post","A",true,"Northwestern","B10","Boston College","ACC",200,62,2011,34,62,15,36,2,3,10,19,29,27,6,2,8,16,85,"310780103"
"2011-03-19","post","H",false,"Boston College","ACC","Northwestern","B10",200,62,2011,24,46,5,15,14,19,3,17,20,13,7,3,11,9,67,"310780103"
"2011-03-19","post","N",true,"Butler","Horz","Pittsburgh","BE",200,59,2011,24,52,12,27,11,14,5,17,22,12,2,2,6,18,71,"310780221"
"2011-03-19","post","N",false,"Pittsburgh","BE","Butler","Horz",200,59,2011,26,46,6,11,12,18,7,26,33,21,2,0,12,18,70,"310780221"
"2011-03-19","post","N",false,"Gonzaga","WCC","BYU","MWC",200,70,2011,24,57,2,9,17,21,12,24,36,18,4,5,15,19,67,"310780252"
"2011-03-19","post","N",true,"BYU","MWC","Gonzaga","WCC",200,70,2011,31,59,14,28,13,15,4,23,27,17,10,6,8,19,89,"310780252"
"2011-03-19","post","N",false,"Morehead St.","OVC","Richmond","A10",200,54,2011,18,48,2,14,10,15,12,22,34,7,4,3,9,16,48,"310780257"
"2011-03-19","post","N",true,"Richmond","A10","Morehead St.","OVC",200,54,2011,26,55,4,16,9,13,10,22,32,18,5,4,6,12,65,"310780257"
"2011-03-19","post","N",false,"Kansas St.","B12","Wisconsin","B10",200,56,2011,22,48,6,12,15,22,10,22,32,7,3,0,8,22,65,"310780275"
"2011-03-19","post","N",true,"Wisconsin","B10","Kansas St.","B12",200,56,2011,21,50,9,20,19,23,10,20,30,12,4,2,5,18,70,"310780275"
"2011-03-19","post","A",true,"College of Charleston","SC","Cleveland St.","Horz",200,63,2011,21,46,7,19,15,16,5,30,35,15,4,3,15,11,64,"310780325"
"2011-03-19","post","H",false,"Cleveland St.","Horz","College of Charleston","SC",200,63,2011,23,69,1,25,9,11,16,21,37,9,7,1,6,18,56,"310780325"
"2011-03-19","post","A",false,"Jacksonville","ASun","SMU","CUSA",200,60,2011,20,57,8,18,14,16,16,12,28,10,17,1,11,16,62,"310782567"
"2011-03-19","post","H",true,"SMU","CUSA","Jacksonville","ASun",200,60,2011,24,38,6,14,9,16,5,18,23,15,4,5,20,15,63,"310782567"
"2011-03-19","post","A",true,"Buffalo","MAC","Western Michigan","MAC",200,62,2011,20,52,2,12,7,23,14,19,33,5,9,4,15,17,49,"310782711"
"2011-03-19","post","H",false,"Western Michigan","MAC","Buffalo","MAC",200,62,2011,20,49,3,12,5,10,11,21,32,13,4,3,18,21,48,"310782711"
"2011-03-18","post","N",false,"Memphis","CUSA","Arizona","P10",200,70,2011,26,53,6,15,17,24,10,23,33,16,7,1,15,24,75,"310770012"
"2011-03-18","post","N",true,"Arizona","P10","Memphis","CUSA",200,70,2011,23,50,5,19,26,31,8,21,29,11,8,2,14,21,77,"310770012"
"2011-03-18","post","A",false,"California","P10","Colorado","B12",200,69,2011,23,53,8,18,18,24,8,25,33,12,4,3,13,21,72,"310770038"
"2011-03-18","post","H",true,"Colorado","B12","California","P10",200,69,2011,31,68,9,20,18,27,16,26,42,13,8,1,5,19,89,"310770038"
"2011-03-18","post","N",true,"VCU","CAA","Georgetown","BE",200,61,2011,18,44,12,25,26,39,8,22,30,14,7,4,6,16,74,"310770046"
"2011-03-18","post","N",false,"Georgetown","BE","VCU","CAA",200,61,2011,20,52,5,26,11,13,12,24,36,12,3,1,17,26,56,"310770046"
"2011-03-18","post","N",false,"Akron","MAC","Notre Dame","BE",200,67,2011,23,64,7,21,3,6,8,24,32,10,6,4,8,21,56,"310770087"
"2011-03-18","post","N",true,"Notre Dame","BE","Akron","MAC",200,67,2011,21,47,7,17,20,26,6,35,41,16,5,5,14,11,69,"310770087"
"2011-03-18","post","N",false,"Tennessee","SEC","Michigan","B10",200,63,2011,15,43,3,18,12,16,6,20,26,10,4,5,18,13,45,"310770130"
"2011-03-18","post","N",true,"Michigan","B10","Tennessee","SEC",200,63,2011,33,64,9,26,0,1,12,24,36,20,5,2,11,17,75,"310770130"
"2011-03-18","post","N",false,"Hampton","MEAC","Duke","ACC",200,66,2011,19,55,4,14,3,7,9,20,29,4,2,1,17,17,45,"310770150"
"2011-03-18","post","N",true,"Duke","ACC","Hampton","MEAC",200,66,2011,32,60,9,19,14,16,9,29,38,17,9,4,9,11,87,"310770150"
"2011-03-18","post","N",false,"LIU Brooklyn","NEC","North Carolina","ACC",200,93,2011,31,85,8,31,17,25,16,23,39,19,11,1,14,28,87,"310770153"
"2011-03-18","post","N",true,"North Carolina","ACC","LIU Brooklyn","NEC",200,93,2011,34,67,3,17,31,42,12,42,54,21,3,10,18,19,102,"310770153"
"2011-03-18","post","N",false,"Indiana St.","MVC","Syracuse","BE",200,65,2011,22,55,7,21,9,14,10,15,25,13,7,1,14,24,60,"310770183"
"2011-03-18","post","N",true,"Syracuse","BE","Indiana St.","MVC",200,65,2011,23,44,7,16,24,31,9,26,35,17,8,4,15,16,77,"310770183"
"2011-03-18","post","N",false,"UTSA","Slnd","Ohio St.","B10",200,58,2011,18,53,4,17,6,7,11,15,26,6,7,0,13,12,46,"310770194"
"2011-03-18","post","N",true,"Ohio St.","B10","UTSA","Slnd",200,58,2011,29,52,12,24,5,8,11,24,35,26,5,3,13,9,75,"310770194"
"2011-03-18","post","N",true,"Florida St.","ACC","Texas A&M","B12",200,59,2011,20,43,4,15,13,20,6,29,35,14,6,10,13,17,57,"310770245"
"2011-03-18","post","N",false,"Texas A&M","B12","Florida St.","ACC",200,59,2011,16,51,9,25,9,19,12,21,33,12,6,1,11,19,50,"310770245"
"2011-03-18","post","N",false,"Oakland","Sum","Texas","B12",200,70,2011,33,75,7,29,8,11,17,21,38,12,7,3,7,17,81,"310770251"
"2011-03-18","post","N",true,"Texas","B12","Oakland","Sum",200,70,2011,30,63,4,9,21,26,15,27,42,14,4,9,10,14,85,"310770251"
"2011-03-18","post","N",false,"Georgia","SEC","Washington","P10",200,61,2011,23,50,5,12,14,19,11,25,36,9,3,1,15,13,65,"310770264"
"2011-03-18","post","N",true,"Washington","P10","Georgia","SEC",200,61,2011,26,60,4,18,12,14,11,18,29,10,6,1,5,19,68,"310770264"
"2011-03-18","post","N",false,"Villanova","BE","George Mason","CAA",200,59,2011,19,52,7,22,12,17,10,25,35,10,5,5,9,19,57,"310772244"
"2011-03-18","post","N",true,"George Mason","CAA","Villanova","BE",200,59,2011,21,52,4,14,15,24,12,24,36,12,3,1,9,15,61,"310772244"
"2011-03-18","post","N",false,"Boston University","AE","Kansas","B12",200,63,2011,18,51,9,25,8,12,6,19,25,10,6,3,12,16,53,"310772305"
"2011-03-18","post","N",true,"Kansas","B12","Boston University","AE",200,63,2011,29,57,9,20,5,8,11,29,40,19,5,1,14,13,72,"310772305"
"2011-03-18","post","N",true,"Illinois","B10","UNLV","MWC",200,63,2011,28,47,7,13,10,14,5,28,33,21,3,2,15,17,73,"310772439"
"2011-03-18","post","N",false,"UNLV","MWC","Illinois","B10",200,63,2011,21,54,7,24,13,19,8,17,25,10,8,0,9,16,62,"310772439"
"2011-03-18","post","N",false,"Saint Peter's","MAAC","Purdue","B10",200,64,2011,17,58,5,21,4,6,9,19,28,9,10,2,14,19,43,"310772509"
"2011-03-18","post","N",true,"Purdue","B10","Saint Peter's","MAAC",200,64,2011,23,54,5,15,14,17,14,33,47,12,7,3,16,13,65,"310772509"
"2011-03-18","post","N",true,"Marquette","BE","Xavier","A10",200,63,2011,24,45,5,12,13,19,5,21,26,13,6,2,15,18,66,"310772752"
"2011-03-18","post","N",false,"Xavier","A10","Marquette","BE",200,63,2011,21,51,2,13,11,15,11,19,30,11,3,2,15,19,55,"310772752"
"2011-03-18","post","A",false,"Air Force","MWC","Santa Clara","WCC",200,65,2011,24,44,10,19,17,22,2,13,15,16,6,0,12,26,75,"310772541"
"2011-03-18","post","H",true,"Santa Clara","WCC","Air Force","MWC",200,65,2011,24,53,13,27,27,37,18,20,38,17,5,1,13,18,88,"310772541"
"2011-03-17","post","N",false,"Northern Colorado","BSky","San Diego St.","MWC",200,59,2011,19,56,8,22,4,8,9,24,33,8,2,0,9,7,50,"310760021"
"2011-03-17","post","N",true,"San Diego St.","MWC","Northern Colorado","BSky",200,59,2011,27,66,9,22,5,8,15,30,45,11,5,5,4,8,68,"310760021"
"2011-03-17","post","N",false,"Michigan St.","B10","UCLA","P10",200,73,2011,25,62,10,25,16,21,15,21,36,20,9,8,16,28,76,"310760026"
"2011-03-17","post","N",true,"UCLA","P10","Michigan St.","B10",200,73,2011,22,48,4,11,30,47,13,26,39,13,7,8,16,20,78,"310760026"
"2011-03-17","post","N",false,"Bucknell","Pat","Connecticut","BE",200,62,2011,16,51,7,21,13,15,1,22,23,6,3,1,5,10,52,"310760041"
"2011-03-17","post","N",true,"Connecticut","BE","Bucknell","Pat",200,62,2011,32,66,9,24,8,9,13,36,49,20,5,6,6,13,81,"310760041"
"2011-03-17","post","N",false,"UC Santa Barbara","BW","Florida","SEC",200,64,2011,17,47,5,19,12,18,8,18,26,8,7,3,17,17,51,"310760057"
"2011-03-17","post","N",true,"Florida","SEC","UC Santa Barbara","BW",200,64,2011,29,53,8,23,13,17,9,26,35,22,11,2,12,15,79,"310760057"
"2011-03-17","post","N",false,"Princeton","Ivy","Kentucky","SEC",200,54,2011,24,52,3,14,6,7,8,20,28,8,8,2,6,11,57,"310760096"
"2011-03-17","post","N",true,"Kentucky","SEC","Princeton","Ivy",200,54,2011,24,47,5,11,6,11,6,20,26,12,5,7,9,8,59,"310760096"
"2011-03-17","post","N",true,"Morehead St.","OVC","Louisville","BE",200,66,2011,21,57,9,19,11,18,17,24,41,11,12,1,18,13,62,"310760097"
"2011-03-17","post","N",false,"Louisville","BE","Morehead St.","OVC",200,66,2011,22,48,10,25,7,16,6,23,29,14,14,7,16,18,61,"310760097"
"2011-03-17","post","N",false,"Penn St.","B10","Temple","A10",200,57,2011,26,54,8,19,4,6,8,18,26,12,4,0,9,13,64,"310760218"
"2011-03-17","post","N",true,"Temple","A10","Penn St.","B10",200,57,2011,24,49,5,18,13,15,8,20,28,10,6,5,10,13,66,"310760218"
"2011-03-17","post","N",false,"UNC Asheville","BSth","Pittsburgh","BE",200,62,2011,17,55,3,19,14,19,9,18,27,9,7,6,10,21,51,"310760221"
"2011-03-17","post","N",true,"Pittsburgh","BE","UNC Asheville","BSth",200,62,2011,25,59,8,19,16,25,22,28,50,18,4,1,12,16,74,"310760221"
"2011-03-17","post","N",true,"Richmond","A10","Vanderbilt","SEC",200,53,2011,26,56,12,24,5,12,10,17,27,14,4,9,3,18,69,"310760238"
"2011-03-17","post","N",false,"Vanderbilt","SEC","Richmond","A10",200,53,2011,23,46,6,13,14,23,11,25,36,12,1,2,7,14,66,"310760238"
