"","date","type","did_win","game_id","team","conf","opp","opp_conf","min","pos","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts"
"1895",2023-02-20,"conf",TRUE,"Florida A&MAlabama A&M2-20","Florida A&M","SWAC","Alabama A&M","SWAC",200,69.275,26,55,5,19,20,25,9,32,41,10,6,11,11,22,77
"1896",2023-02-20,"conf",FALSE,"Florida A&MAlabama A&M2-20","Alabama A&M","SWAC","Florida A&M","SWAC",200,69.275,22,59,8,18,19,33,13,24,37,14,6,4,8,19,71
"1897",2023-02-20,"conf",TRUE,"KansasTCU2-20","Kansas","B12","TCU","B12",200,69.3375,26,66,3,16,8,12,13,35,48,19,6,3,11,17,63
"1898",2023-02-20,"conf",FALSE,"KansasTCU2-20","TCU","B12","Kansas","B12",200,69.3375,20,66,5,18,13,21,14,28,42,13,5,5,7,14,58
"1899",2023-02-20,"conf",FALSE,"Arkansas Pine BluffTexas Southern2-20","Arkansas Pine Bluff","SWAC","Texas Southern","SWAC",200,68.475,21,60,7,21,10,17,8,25,33,7,7,4,10,21,59
"1900",2023-02-20,"conf",TRUE,"Arkansas Pine BluffTexas Southern2-20","Texas Southern","SWAC","Arkansas Pine Bluff","SWAC",200,68.475,20,55,5,24,19,25,12,35,47,14,6,3,12,18,64
"1901",2023-02-20,"conf",TRUE,"Bethune CookmanAlabama St.2-20","Bethune Cookman","SWAC","Alabama St.","SWAC",200,63.5,27,60,4,15,12,17,15,22,37,10,7,1,11,16,70
"1902",2023-02-20,"conf",FALSE,"Bethune CookmanAlabama St.2-20","Alabama St.","SWAC","Bethune Cookman","SWAC",200,63.5,23,54,6,21,13,23,14,18,32,16,7,4,12,15,65
"1903",2023-02-20,"conf",TRUE,"UC RiversideCal St. Northridge2-20","UC Riverside","BW","Cal St. Northridge","BW",200,73.6375,36,64,12,26,12,19,12,18,30,21,8,2,11,25,96
"1904",2023-02-20,"conf",FALSE,"UC RiversideCal St. Northridge2-20","Cal St. Northridge","BW","UC Riverside","BW",200,73.6375,27,53,2,13,20,30,9,21,30,9,4,4,17,18,76
"1905",2023-02-20,"conf",TRUE,"Cal St. FullertonUC Santa Barbara2-20","Cal St. Fullerton","BW","UC Santa Barbara","BW",200,60.2375,26,55,5,17,17,21,8,27,35,13,4,2,3,18,74
"1906",2023-02-20,"conf",FALSE,"Cal St. FullertonUC Santa Barbara2-20","UC Santa Barbara","BW","Cal St. Fullerton","BW",200,60.2375,21,49,5,18,13,20,5,24,29,13,0,3,7,18,60
"1907",2023-02-20,"conf",TRUE,"UC IrvineCal Poly2-20","UC Irvine","BW","Cal Poly","BW",200,64.2875,20,47,3,8,16,18,6,31,37,12,5,3,15,22,59
"1908",2023-02-20,"conf",FALSE,"UC IrvineCal Poly2-20","Cal Poly","BW","UC Irvine","BW",200,64.2875,18,55,6,19,14,19,9,22,31,8,4,1,9,17,56
"1909",2023-02-20,"conf",FALSE,"Mississippi Valley St.Prairie View A&M2-20","Mississippi Valley St.","SWAC","Prairie View A&M","SWAC",200,70.425,25,50,5,6,10,16,7,30,37,7,4,0,19,21,65
"1910",2023-02-20,"conf",TRUE,"Mississippi Valley St.Prairie View A&M2-20","Prairie View A&M","SWAC","Mississippi Valley St.","SWAC",200,70.425,22,60,6,20,17,30,13,21,34,11,8,5,10,14,67
"1911",2023-02-20,"nond1",FALSE,"Dallas ChristianUT Rio Grande Valley2-20","Dallas Christian",NA,"UT Rio Grande Valley",NA,200,86.675,22,70,9,37,12,15,3,22,25,13,7,3,13,13,65
"1912",2023-02-20,"nond1",TRUE,"Dallas ChristianUT Rio Grande Valley2-20","UT Rio Grande Valley","WAC","Dallas Christian","WAC",200,86.675,49,87,9,36,6,11,18,46,64,36,4,3,12,15,113
"1913",2023-02-19,"conf",TRUE,"CincinnatiUCF2-19","Cincinnati","Amer","UCF","Amer",200,62.8625,29,53,4,15,11,15,11,20,31,13,4,0,15,15,73
"1914",2023-02-19,"conf",FALSE,"CincinnatiUCF2-19","UCF","Amer","Cincinnati","Amer",200,62.8625,26,55,8,21,11,16,10,14,24,10,7,1,9,14,71
"1915",2023-02-19,"conf",FALSE,"IUPUIDetroit2-19","IUPUI","Horz","Detroit","Horz",200,64.525,27,53,5,9,9,14,12,14,26,11,9,3,17,17,68
"1916",2023-02-19,"conf",TRUE,"IUPUIDetroit2-19","Detroit","Horz","IUPUI","Horz",200,64.525,25,60,10,25,21,24,22,16,38,9,13,7,15,14,81
"1917",2023-02-19,"conf",FALSE,"Ohio St.Purdue2-19","Ohio St.","B10","Purdue","B10",200,65.025,22,55,5,19,6,11,5,16,21,11,9,6,11,21,55
"1918",2023-02-19,"conf",TRUE,"Ohio St.Purdue2-19","Purdue","B10","Ohio St.","B10",200,65.025,27,54,7,16,21,27,14,30,44,16,7,3,11,14,82
"1919",2023-02-19,"conf",FALSE,"North CarolinaNorth Carolina St.2-19","North Carolina","ACC","North Carolina St.","ACC",200,68.575,22,62,7,22,18,24,18,30,48,7,1,2,13,16,69
"1920",2023-02-19,"conf",TRUE,"North CarolinaNorth Carolina St.2-19","North Carolina St.","ACC","North Carolina","ACC",200,68.575,32,71,5,18,8,10,10,24,34,9,7,4,3,18,77
"1921",2023-02-19,"conf",FALSE,"TulsaTemple2-19","Tulsa","Amer","Temple","Amer",200,60.325,20,54,9,20,4,6,7,16,23,11,5,0,10,13,53
"1922",2023-02-19,"conf",TRUE,"TulsaTemple2-19","Temple","Amer","Tulsa","Amer",200,60.325,30,53,10,24,6,8,7,28,35,21,7,4,11,11,76
"1923",2023-02-19,"conf",TRUE,"BradleySouthern Illinois2-19","Bradley","MVC","Southern Illinois","MVC",200,57.9625,20,52,4,18,6,13,9,25,34,11,6,5,10,16,50
"1924",2023-02-19,"conf",FALSE,"BradleySouthern Illinois2-19","Southern Illinois","MVC","Bradley","MVC",200,57.9625,19,51,5,21,5,10,9,26,35,10,6,3,10,15,48
"1925",2023-02-19,"conf",FALSE,"NiagaraMarist2-19","Niagara","MAAC","Marist","MAAC",200,61.525,17,59,4,16,14,18,10,23,33,8,6,0,6,19,52
"1926",2023-02-19,"conf",TRUE,"NiagaraMarist2-19","Marist","MAAC","Niagara","MAAC",200,61.525,20,43,7,15,14,20,5,31,36,8,2,6,12,18,61
"1927",2023-02-19,"conf",FALSE,"Wright St.Fort Wayne2-19","Wright St.","Horz","Fort Wayne","Horz",200,73.75,29,57,11,26,6,6,5,29,34,14,3,7,18,15,75
"1928",2023-02-19,"conf",TRUE,"Wright St.Fort Wayne2-19","Fort Wayne","Horz","Wright St.","Horz",200,73.75,31,70,7,26,8,14,12,22,34,9,14,1,10,11,77
"1929",2023-02-19,"conf",TRUE,"IonaSaint Peter's2-19","Iona","MAAC","Saint Peter's","MAAC",200,58.1125,24,42,8,14,17,27,5,27,32,14,3,6,8,18,73
"1930",2023-02-19,"conf",FALSE,"IonaSaint Peter's2-19","Saint Peter's","MAAC","Iona","MAAC",200,58.1125,16,58,5,23,16,24,18,20,38,5,6,2,7,20,53
"1931",2023-02-19,"conf",FALSE,"CanisiusMount St. Mary's2-19","Canisius","MAAC","Mount St. Mary's","MAAC",200,65.9625,29,55,9,19,7,11,3,24,27,17,4,0,9,18,74
"1932",2023-02-19,"conf",TRUE,"CanisiusMount St. Mary's2-19","Mount St. Mary's","MAAC","Canisius","MAAC",200,65.9625,28,59,11,28,8,12,9,24,33,20,4,1,10,14,75
"1933",2023-02-19,"conf",TRUE,"ManhattanFairfield2-19","Manhattan","MAAC","Fairfield","MAAC",200,62.6125,27,48,3,14,16,24,5,20,25,13,8,2,8,21,73
"1934",2023-02-19,"conf",FALSE,"ManhattanFairfield2-19","Fairfield","MAAC","Manhattan","MAAC",200,62.6125,22,52,8,19,20,27,14,22,36,12,2,2,12,20,72
"1935",2023-02-19,"conf",FALSE,"RiderQuinnipiac2-19","Rider","MAAC","Quinnipiac","MAAC",250,86.275,35,80,7,22,11,17,14,31,45,18,5,2,13,28,88
"1936",2023-02-19,"conf",TRUE,"RiderQuinnipiac2-19","Quinnipiac","MAAC","Rider","MAAC",250,86.275,25,58,11,22,29,41,4,29,33,15,6,3,12,16,90
"1937",2023-02-19,"conf",TRUE,"George WashingtonSt. Bonaventure2-19","George Washington","A10","St. Bonaventure","A10",225,80.95,29,57,7,19,18,26,7,36,43,17,7,3,19,15,83
"1938",2023-02-19,"conf",FALSE,"George WashingtonSt. Bonaventure2-19","St. Bonaventure","A10","George Washington","A10",225,80.95,29,76,9,30,14,18,12,23,35,9,9,3,8,20,81
"1939",2023-02-19,"conf",TRUE,"GeorgetownButler2-19","Georgetown","BE","Butler","BE",200,65.65,23,59,5,15,17,22,14,31,45,10,7,0,9,11,68
"1940",2023-02-19,"conf",FALSE,"GeorgetownButler2-19","Butler","BE","Georgetown","BE",200,65.65,25,60,7,26,5,6,4,25,29,11,8,6,8,19,62
"1941",2023-02-19,"conf",FALSE,"MemphisHouston2-19","Memphis","Amer","Houston","Amer",200,66.1875,23,52,6,15,12,19,12,22,34,9,8,3,18,22,64
"1942",2023-02-19,"conf",TRUE,"MemphisHouston2-19","Houston","Amer","Memphis","Amer",200,66.1875,23,51,3,17,23,26,9,21,30,10,13,3,11,17,72
"1943",2023-02-19,"conf",FALSE,"HartfordChicago St.2-19","Hartford","ind","Chicago St.","ind",200,59.5625,20,50,11,25,2,4,9,14,23,16,5,4,17,16,53
"1944",2023-02-19,"conf",TRUE,"HartfordChicago St.2-19","Chicago St.","ind","Hartford","ind",200,59.5625,30,60,6,20,9,11,17,22,39,16,8,2,11,15,75
"1945",2023-02-19,"conf",FALSE,"East CarolinaSMU2-19","East Carolina","Amer","SMU","Amer",200,74.025,27,58,9,23,7,11,7,22,29,18,8,7,19,21,70
"1946",2023-02-19,"conf",TRUE,"East CarolinaSMU2-19","SMU","Amer","East Carolina","Amer",200,74.025,32,63,6,19,16,27,17,25,42,18,12,3,14,14,86
"1947",2023-02-19,"conf",FALSE,"ValparaisoIllinois Chicago2-19","Valparaiso","MVC","Illinois Chicago","MVC",200,66.8875,29,62,7,17,8,11,11,27,38,17,4,2,11,16,73
"1948",2023-02-19,"conf",TRUE,"ValparaisoIllinois Chicago2-19","Illinois Chicago","MVC","Valparaiso","MVC",200,66.8875,25,59,11,29,13,18,9,22,31,18,5,6,8,11,74
"1949",2023-02-19,"conf",FALSE,"Northern KentuckyCleveland St.2-19","Northern Kentucky","Horz","Cleveland St.","Horz",200,60.9625,24,57,7,21,8,12,11,20,31,11,11,4,8,16,63
"1950",2023-02-19,"conf",TRUE,"Northern KentuckyCleveland St.2-19","Cleveland St.","Horz","Northern Kentucky","Horz",200,60.9625,26,61,6,18,6,11,17,25,42,18,3,3,13,13,64
"1951",2023-02-19,"conf",FALSE,"BelmontDrake2-19","Belmont","MVC","Drake","MVC",200,73.4125,25,63,1,16,5,10,4,32,36,8,3,1,10,17,56
"1952",2023-02-19,"conf",TRUE,"BelmontDrake2-19","Drake","MVC","Belmont","MVC",200,73.4125,27,64,6,21,10,17,7,36,43,15,5,5,8,11,70
"1953",2023-02-19,"conf",FALSE,"Central ArkansasBellarmine2-19","Central Arkansas","ASun","Bellarmine","ASun",200,68.15,24,55,9,30,10,16,11,29,40,14,10,1,16,14,67
"1954",2023-02-19,"conf",TRUE,"Central ArkansasBellarmine2-19","Bellarmine","ASun","Central Arkansas","ASun",200,68.15,25,57,10,33,8,12,5,20,25,17,6,1,11,12,68
"1955",2023-02-19,"conf",FALSE,"MarylandNebraska2-19","Maryland","B10","Nebraska","B10",225,72.45,23,69,7,22,13,19,15,30,45,13,3,8,12,24,66
"1956",2023-02-19,"conf",TRUE,"MarylandNebraska2-19","Nebraska","B10","Maryland","B10",225,72.45,24,58,3,16,19,25,10,34,44,9,6,8,10,17,70
"1957",2023-02-19,"conf",FALSE,"East Tennessee St.Furman2-19","East Tennessee St.","SC","Furman","SC",200,65.6,30,55,10,20,9,12,8,21,29,16,3,4,14,14,79
"1958",2023-02-19,"conf",TRUE,"East Tennessee St.Furman2-19","Furman","SC","East Tennessee St.","SC",200,65.6,30,61,8,26,15,20,11,19,30,20,7,2,5,12,83
"1959",2023-02-19,"conf",FALSE,"IowaNorthwestern2-19","Iowa","B10","Northwestern","B10",200,68.05,23,54,3,24,11,16,9,26,35,13,6,1,15,18,60
"1960",2023-02-19,"conf",TRUE,"IowaNorthwestern2-19","Northwestern","B10","Iowa","B10",200,68.05,27,55,10,20,16,20,6,25,31,15,9,3,10,17,80
"1961",2023-02-19,"conf",FALSE,"OregonWashington St.2-19","Oregon","P12","Washington St.","P12",200,63.3,27,55,6,18,5,7,8,30,38,8,5,1,12,12,65
"1962",2023-02-19,"conf",TRUE,"OregonWashington St.2-19","Washington St.","P12","Oregon","P12",200,63.3,27,63,9,23,5,9,9,20,29,10,6,1,6,11,68
"1963",2023-02-19,"conf",FALSE,"UNLVBoise St.2-19","UNLV","MWC","Boise St.","MWC",200,67.7875,24,55,11,26,10,15,11,21,32,11,7,6,15,20,69
"1964",2023-02-19,"conf",TRUE,"UNLVBoise St.2-19","Boise St.","MWC","UNLV","MWC",200,67.7875,25,56,4,16,19,22,8,23,31,10,7,6,11,15,73
"1965",2023-02-18,"conf",TRUE,"RutgersWisconsin2-18","Rutgers","B10","Wisconsin","B10",200,57.825,23,52,7,17,5,5,4,28,32,14,2,4,8,10,58
"1966",2023-02-18,"conf",FALSE,"RutgersWisconsin2-18","Wisconsin","B10","Rutgers","B10",200,57.825,19,57,12,36,7,9,9,24,33,16,4,0,5,13,57
"1967",2023-02-18,"conf",TRUE,"Boston CollegeFlorida St.2-18","Boston College","ACC","Florida St.","ACC",200,73.3875,19,42,8,17,29,35,7,27,34,12,5,3,21,25,75
"1968",2023-02-18,"conf",FALSE,"Boston CollegeFlorida St.2-18","Florida St.","ACC","Boston College","ACC",200,73.3875,18,59,3,17,30,34,13,16,29,4,15,2,12,23,69
"1969",2023-02-18,"conf",FALSE,"Notre DameVirginia2-18","Notre Dame","ACC","Virginia","ACC",200,59.675,20,51,7,26,8,10,3,27,30,11,4,1,8,12,55
"1970",2023-02-18,"conf",TRUE,"Notre DameVirginia2-18","Virginia","ACC","Notre Dame","ACC",200,59.675,19,52,7,24,12,16,7,28,35,14,6,2,6,14,57
"1971",2023-02-18,"conf",FALSE,"IllinoisIndiana2-18","Illinois","B10","Indiana","B10",200,69.8625,24,61,6,20,14,18,12,25,37,9,9,9,11,16,68
"1972",2023-02-18,"conf",TRUE,"IllinoisIndiana2-18","Indiana","B10","Illinois","B10",200,69.8625,29,66,5,11,8,13,15,26,41,15,8,7,14,17,71
"1973",2023-02-18,"conf",FALSE,"Seton HallConnecticut2-18","Seton Hall","BE","Connecticut","BE",200,66.7875,21,53,2,11,11,15,7,18,25,8,7,2,14,21,55
"1974",2023-02-18,"conf",TRUE,"Seton HallConnecticut2-18","Connecticut","BE","Seton Hall","BE",200,66.7875,22,52,4,22,16,22,14,25,39,12,5,7,18,15,64
"1975",2023-02-18,"conf",TRUE,"Texas TechWest Virginia2-18","Texas Tech","B12","West Virginia","B12",200,69.15,29,62,6,14,14,19,15,24,39,7,9,2,12,13,78
"1976",2023-02-18,"conf",FALSE,"Texas TechWest Virginia2-18","West Virginia","B12","Texas Tech","B12",200,69.15,27,62,11,28,7,9,10,18,28,14,5,3,14,14,72
"1977",2023-02-18,"conf",TRUE,"UNC GreensboroChattanooga2-18","UNC Greensboro","SC","Chattanooga","SC",200,70.5,33,59,8,18,19,26,10,30,40,16,8,1,8,16,93
"1978",2023-02-18,"conf",FALSE,"UNC GreensboroChattanooga2-18","Chattanooga","SC","UNC Greensboro","SC",200,70.5,26,63,14,32,10,14,10,18,28,17,5,3,12,21,76
"1979",2023-02-18,"conf",FALSE,"William & MaryNortheastern2-18","William & Mary","CAA","Northeastern","CAA",200,63.9375,20,47,6,22,11,15,5,23,28,5,7,1,15,14,57
"1980",2023-02-18,"conf",TRUE,"William & MaryNortheastern2-18","Northeastern","CAA","William & Mary","CAA",200,63.9375,27,57,8,14,7,10,10,24,34,18,11,5,12,12,69
"1981",2023-02-18,"conf",FALSE,"Saint Joseph'sDavidson2-18","Saint Joseph's","A10","Davidson","A10",200,66.2375,27,54,8,19,13,15,8,23,31,10,4,3,12,18,75
"1982",2023-02-18,"conf",TRUE,"Saint Joseph'sDavidson2-18","Davidson","A10","Saint Joseph's","A10",200,66.2375,26,53,6,19,18,26,8,21,29,13,7,1,10,13,76
"1983",2023-02-18,"conf",FALSE,"UMBCNew Hampshire2-18","UMBC","AE","New Hampshire","AE",200,69.2,29,59,2,16,6,9,9,24,33,5,5,3,15,14,66
"1984",2023-02-18,"conf",TRUE,"UMBCNew Hampshire2-18","New Hampshire","AE","UMBC","AE",200,69.2,27,59,8,22,13,15,7,23,30,16,12,1,10,11,75
"1985",2023-02-18,"conf",TRUE,"St. Francis PALIU Brooklyn2-18","St. Francis PA","NEC","LIU Brooklyn","NEC",200,73.5875,30,57,9,20,24,39,11,24,35,17,5,2,9,17,93
"1986",2023-02-18,"conf",FALSE,"St. Francis PALIU Brooklyn2-18","LIU Brooklyn","NEC","St. Francis PA","NEC",200,73.5875,32,60,8,18,10,14,7,23,30,23,4,3,14,28,82
"1987",2023-02-18,"conf",TRUE,"WoffordThe Citadel2-18","Wofford","SC","The Citadel","SC",200,62.7,27,60,9,22,9,11,12,19,31,19,8,2,9,16,72
"1988",2023-02-18,"conf",FALSE,"WoffordThe Citadel2-18","The Citadel","SC","Wofford","SC",200,62.7,25,47,10,21,8,13,6,21,27,14,5,7,16,15,68
"1989",2023-02-18,"conf",FALSE,"BucknellBoston University2-18","Bucknell","Pat","Boston University","Pat",200,62.1875,23,54,5,20,10,16,10,23,33,6,3,2,12,16,61
"1990",2023-02-18,"conf",TRUE,"BucknellBoston University2-18","Boston University","Pat","Bucknell","Pat",200,62.1875,24,45,8,14,21,29,2,24,26,9,5,2,4,16,77
"1991",2023-02-18,"conf",TRUE,"SamfordVMI2-18","Samford","SC","VMI","SC",200,68.725,35,61,21,35,5,9,5,28,33,25,12,4,8,18,96
"1992",2023-02-18,"conf",FALSE,"SamfordVMI2-18","VMI","SC","Samford","SC",200,68.725,21,55,8,25,11,13,6,22,28,13,3,1,14,12,61
"1993",2023-02-18,"conf",FALSE,"Georgia SouthernSouthern Miss2-18","Georgia Southern","SB","Southern Miss","SB",200,72.625,24,65,6,22,8,13,10,25,35,11,12,2,13,19,62
"1994",2023-02-18,"conf",TRUE,"Georgia SouthernSouthern Miss2-18","Southern Miss","SB","Georgia Southern","SB",200,72.625,28,61,9,21,8,17,13,35,48,15,10,2,15,18,73
"1995",2023-02-18,"conf",FALSE,"TennesseeKentucky2-18","Tennessee","SEC","Kentucky","SEC",200,63.1375,22,59,6,27,4,14,11,21,32,10,4,2,8,25,54
"1996",2023-02-18,"conf",TRUE,"TennesseeKentucky2-18","Kentucky","SEC","Tennessee","SEC",200,63.1375,20,45,3,8,23,35,10,30,40,11,5,2,12,19,66
"1997",2023-02-18,"conf",FALSE,"BinghamtonUMass Lowell2-18","Binghamton","AE","UMass Lowell","AE",200,68.45,25,51,6,15,14,15,12,17,29,10,4,3,23,23,70
"1998",2023-02-18,"conf",TRUE,"BinghamtonUMass Lowell2-18","UMass Lowell","AE","Binghamton","AE",200,68.45,27,57,5,13,25,29,15,13,28,12,12,3,12,17,84
"1999",2023-02-18,"conf",FALSE,"Wake ForestMiami FL2-18","Wake Forest","ACC","Miami FL","ACC",200,75.675,32,58,15,35,8,8,5,21,26,22,5,2,19,16,87
"2000",2023-02-18,"conf",TRUE,"Wake ForestMiami FL2-18","Miami FL","ACC","Wake Forest","ACC",200,75.675,37,63,8,16,14,18,6,20,26,16,12,0,10,9,96
"2001",2023-02-18,"conf",FALSE,"Oklahoma St.TCU2-18","Oklahoma St.","B12","TCU","B12",200,75.45,25,54,10,30,15,22,7,14,21,17,6,2,17,17,75
"2002",2023-02-18,"conf",TRUE,"Oklahoma St.TCU2-18","TCU","B12","Oklahoma St.","B12",200,75.45,39,57,8,15,14,22,7,26,33,28,9,5,16,17,100
"2003",2023-02-18,"conf",FALSE,"StonehillCentral Connecticut2-18","Stonehill","NEC","Central Connecticut","NEC",275,82.075,34,78,7,22,15,19,16,31,47,13,8,4,9,12,90
"2004",2023-02-18,"conf",TRUE,"StonehillCentral Connecticut2-18","Central Connecticut","NEC","Stonehill","NEC",275,82.075,34,82,11,34,15,15,17,28,45,19,4,3,12,13,94
"2005",2023-02-18,"conf",FALSE,"Holy CrossColgate2-18","Holy Cross","Pat","Colgate","Pat",200,74.675,29,64,4,12,11,16,7,20,27,21,7,2,9,12,73
"2006",2023-02-18,"conf",TRUE,"Holy CrossColgate2-18","Colgate","Pat","Holy Cross","Pat",200,74.675,41,70,9,27,5,10,12,31,43,30,6,2,13,16,96
"2007",2023-02-18,"conf",FALSE,"PresbyterianCampbell2-18","Presbyterian","BSth","Campbell","BSth",200,65.95,20,49,7,20,10,17,8,19,27,11,6,1,16,22,57
"2008",2023-02-18,"conf",TRUE,"PresbyterianCampbell2-18","Campbell","BSth","Presbyterian","BSth",200,65.95,24,47,7,15,19,27,8,24,32,15,7,6,15,16,74
"2009",2023-02-18,"conf",TRUE,"ElonMonmouth2-18","Elon","CAA","Monmouth","CAA",200,62.2375,26,54,10,30,13,21,14,26,40,15,4,2,11,13,75
"2010",2023-02-18,"conf",FALSE,"ElonMonmouth2-18","Monmouth","CAA","Elon","CAA",200,62.2375,23,60,5,18,17,20,12,19,31,15,7,1,6,17,68
"2011",2023-02-18,"conf",TRUE,"QueensKennesaw St.2-18","Queens","ASun","Kennesaw St.","ASun",200,72.35,26,59,12,25,19,28,9,20,29,12,8,2,9,22,83
"2012",2023-02-18,"conf",FALSE,"QueensKennesaw St.2-18","Kennesaw St.","ASun","Queens","ASun",200,72.35,26,55,7,17,17,24,9,27,36,13,3,7,15,27,76
"2013",2023-02-18,"nond1",FALSE,"Florida TechGeorgia Tech2-18","Florida Tech",NA,"Georgia Tech",NA,200,67.9125,21,60,4,23,10,16,15,19,34,9,5,4,16,14,56
"2014",2023-02-18,"nond1",TRUE,"Florida TechGeorgia Tech2-18","Georgia Tech","ACC","Florida Tech","ACC",200,67.9125,31,65,8,23,9,11,15,22,37,20,9,3,12,16,79
"2015",2023-02-18,"conf",FALSE,"AlbanyMaine2-18","Albany","AE","Maine","AE",200,67.8375,26,50,11,23,9,10,2,24,26,15,6,0,15,19,72
"2016",2023-02-18,"conf",TRUE,"AlbanyMaine2-18","Maine","AE","Albany","AE",200,67.8375,25,51,5,16,19,23,6,22,28,19,9,4,12,14,74
"2017",2023-02-18,"conf",FALSE,"FloridaArkansas2-18","Florida","SEC","Arkansas","SEC",200,72.025,22,59,4,21,17,21,8,17,25,9,9,2,12,16,65
"2018",2023-02-18,"conf",TRUE,"FloridaArkansas2-18","Arkansas","SEC","Florida","SEC",200,72.025,34,59,2,10,14,17,9,31,40,8,8,6,13,12,84
"2019",2023-02-18,"conf",TRUE,"MassachusettsRhode Island2-18","Massachusetts","A10","Rhode Island","A10",200,66.9625,30,60,5,16,4,7,10,36,46,12,5,7,13,16,69
"2020",2023-02-18,"conf",FALSE,"MassachusettsRhode Island2-18","Rhode Island","A10","Massachusetts","A10",200,66.9625,16,65,4,25,9,16,16,21,37,7,9,4,11,13,45
"2021",2023-02-18,"conf",TRUE,"OhioCentral Michigan2-18","Ohio","MAC","Central Michigan","MAC",200,64.425,25,51,13,23,13,20,5,18,23,11,10,0,10,19,76
"2022",2023-02-18,"conf",FALSE,"OhioCentral Michigan2-18","Central Michigan","MAC","Ohio","MAC",200,64.425,18,40,4,15,19,26,7,25,32,7,4,2,18,15,59
"2023",2023-02-18,"conf",TRUE,"MerrimackSacred Heart2-18","Merrimack","NEC","Sacred Heart","NEC",200,67.625,24,57,11,22,8,14,14,29,43,15,11,2,17,18,67
"2024",2023-02-18,"conf",FALSE,"MerrimackSacred Heart2-18","Sacred Heart","NEC","Merrimack","NEC",200,67.625,21,54,5,15,8,16,9,23,32,11,9,1,16,14,55
"2025",2023-02-18,"conf",FALSE,"Green BayYoungstown St.2-18","Green Bay","Horz","Youngstown St.","Horz",200,72.575,22,60,10,31,11,17,11,23,34,16,3,1,16,15,65
"2026",2023-02-18,"conf",TRUE,"Green BayYoungstown St.2-18","Youngstown St.","Horz","Green Bay","Horz",200,72.575,35,66,10,27,15,17,9,29,38,25,9,1,7,16,95
"2027",2023-02-18,"conf",FALSE,"Iowa St.Kansas St.2-18","Iowa St.","B12","Kansas St.","B12",200,64.7625,19,62,5,27,12,17,18,23,41,10,9,3,15,22,55
"2028",2023-02-18,"conf",TRUE,"Iowa St.Kansas St.2-18","Kansas St.","B12","Iowa St.","B12",200,64.7625,18,48,7,21,18,22,7,25,32,13,5,4,11,18,61
"2029",2023-02-18,"conf",TRUE,"LehighAmerican2-18","Lehigh","Pat","American","Pat",200,60.8125,21,45,5,11,15,21,7,28,35,14,3,1,12,16,62
"2030",2023-02-18,"conf",FALSE,"LehighAmerican2-18","American","Pat","Lehigh","Pat",200,60.8125,25,56,1,11,8,14,6,21,27,9,5,2,5,15,59
"2031",2023-02-18,"conf",FALSE,"Illinois St.Indiana St.2-18","Illinois St.","MVC","Indiana St.","MVC",200,70.825,22,55,5,25,15,19,7,25,32,7,7,3,13,25,64
"2032",2023-02-18,"conf",TRUE,"Illinois St.Indiana St.2-18","Indiana St.","MVC","Illinois St.","MVC",200,70.825,22,51,6,20,30,35,7,28,35,11,4,1,11,17,80
"2033",2023-02-18,"conf",TRUE,"Western CarolinaMercer2-18","Western Carolina","SC","Mercer","SC",200,68.8375,23,54,4,11,21,24,8,22,30,8,7,2,11,12,71
"2034",2023-02-18,"conf",FALSE,"Western CarolinaMercer2-18","Mercer","SC","Western Carolina","SC",200,68.8375,29,58,4,11,6,9,8,25,33,8,6,5,15,19,68
"2035",2023-02-18,"conf",FALSE,"Ball St.Western Michigan2-18","Ball St.","MAC","Western Michigan","MAC",200,70.2375,23,61,7,25,15,18,14,26,40,8,6,0,14,16,68
"2036",2023-02-18,"conf",TRUE,"Ball St.Western Michigan2-18","Western Michigan","MAC","Ball St.","MAC",200,70.2375,27,59,7,19,17,23,10,27,37,8,9,4,11,15,78
"2037",2023-02-18,"conf",TRUE,"CharlotteLouisiana Tech2-18","Charlotte","CUSA","Louisiana Tech","CUSA",200,59.2,28,45,9,18,9,12,2,22,24,20,1,3,11,12,74
"2038",2023-02-18,"conf",FALSE,"CharlotteLouisiana Tech2-18","Louisiana Tech","CUSA","Charlotte","CUSA",200,59.2,25,58,6,22,11,12,11,18,29,14,6,3,6,15,67
"2039",2023-02-18,"conf",FALSE,"RadfordLongwood2-18","Radford","BSth","Longwood","BSth",200,58.0875,26,51,6,17,5,5,11,19,30,8,5,3,16,12,63
"2040",2023-02-18,"conf",TRUE,"RadfordLongwood2-18","Longwood","BSth","Radford","BSth",200,58.0875,29,58,9,19,6,8,12,14,26,12,8,1,8,12,73
"2041",2023-02-18,"conf",FALSE,"Gardner WebbUNC Asheville2-18","Gardner Webb","BSth","UNC Asheville","BSth",200,69.7375,24,61,5,18,10,14,12,22,34,10,10,5,14,23,63
"2042",2023-02-18,"conf",TRUE,"Gardner WebbUNC Asheville2-18","UNC Asheville","BSth","Gardner Webb","BSth",200,69.7375,27,51,4,11,17,27,9,28,37,13,10,1,15,13,75
"2043",2023-02-18,"conf",TRUE,"Northern ArizonaIdaho2-18","Northern Arizona","BSky","Idaho","BSky",200,60.775,30,57,9,19,3,4,5,30,35,12,6,0,7,17,72
