"date","type","location","did_win","team","conf","opp","opp_conf","min","pos","year","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts","game_id"
"2018-03-23","post","N",true,"Kansas","B12","Clemson","ACC",200,71,2018,28,60,10,22,14,22,12,26,38,14,4,5,13,22,80,"ClemsonKansas3-23"
"2018-03-23","post","N",false,"West Virginia","B12","Villanova","BE",200,76,2018,27,70,7,28,17,23,16,23,39,12,10,5,12,28,78,"West VirginiaVillanova3-23"
"2018-03-23","post","N",true,"Villanova","BE","West Virginia","B12",200,76,2018,27,54,13,24,23,27,7,29,36,16,5,5,16,20,90,"West VirginiaVillanova3-23"
"2018-03-23","post","N",false,"Syracuse","ACC","Duke","ACC",200,60,2018,25,51,4,13,11,17,14,23,37,12,3,1,16,19,65,"SyracuseDuke3-23"
"2018-03-23","post","N",true,"Duke","ACC","Syracuse","ACC",200,60,2018,22,56,5,26,20,28,16,17,33,13,8,2,7,16,69,"SyracuseDuke3-23"
"2018-03-23","post","N",true,"Texas Tech","B12","Purdue","B10",200,68,2018,28,59,5,17,17,18,11,23,34,15,5,5,11,12,78,"Texas TechPurdue3-23"
"2018-03-23","post","N",false,"Purdue","B10","Texas Tech","B12",200,68,2018,26,58,7,18,6,6,9,21,30,8,5,2,17,19,65,"Texas TechPurdue3-23"
"2018-03-22","post","N",true,"Loyola Chicago","MVC","Nevada","MWC",200,66,2018,29,52,5,13,6,8,6,26,32,15,6,1,16,13,69,"Loyola ChicagoNevada3-22"
"2018-03-22","post","N",false,"Nevada","MWC","Loyola Chicago","MVC",200,66,2018,24,58,7,27,13,14,7,17,24,8,10,5,10,13,68,"Loyola ChicagoNevada3-22"
"2018-03-22","post","A",true,"Sam Houston St.","Slnd","UTSA","CUSA",200,72,2018,21,56,7,22,27,34,14,27,41,15,7,3,14,13,76,"Sam Houston St.UTSA3-22"
"2018-03-22","post","H",false,"UTSA","CUSA","Sam Houston St.","Slnd",200,72,2018,26,59,10,27,7,13,7,25,32,12,7,3,15,22,69,"Sam Houston St.UTSA3-22"
"2018-03-22","post","N",false,"Texas A&M","SEC","Michigan","B10",200,71,2018,32,67,3,15,5,10,12,21,33,13,4,4,14,12,72,"Texas A&MMichigan3-22"
"2018-03-22","post","N",true,"Michigan","B10","Texas A&M","SEC",200,71,2018,39,63,14,24,7,8,4,24,28,21,12,0,7,15,99,"Texas A&MMichigan3-22"
"2018-03-22","post","A",false,"Campbell","BSth","San Francisco","WCC",200,68,2018,23,63,5,20,11,15,7,25,32,10,9,6,5,17,62,"CampbellSan Francisco3-22"
"2018-03-22","post","H",true,"San Francisco","WCC","Campbell","BSth",200,68,2018,24,50,9,24,8,15,5,36,41,14,1,6,16,16,65,"CampbellSan Francisco3-22"
"2018-03-22","post","N",true,"Kansas St.","B12","Kentucky","SEC",200,63,2018,19,54,9,22,14,22,11,18,29,12,11,2,10,30,61,"Kansas St.Kentucky3-22"
"2018-03-22","post","N",false,"Kentucky","SEC","Kansas St.","B12",200,63,2018,16,42,3,12,23,37,11,27,38,6,5,3,15,21,58,"Kansas St.Kentucky3-22"
"2018-03-22","post","N",true,"Florida St.","ACC","Gonzaga","WCC",200,70,2018,27,58,6,20,15,22,10,30,40,19,8,9,13,22,75,"Florida St.Gonzaga3-22"
"2018-03-22","post","N",false,"Gonzaga","WCC","Florida St.","ACC",200,70,2018,20,59,5,20,15,24,14,28,42,7,5,2,13,16,60,"Florida St.Gonzaga3-22"
"2018-03-21","post","A",true,"Western Kentucky","CUSA","Oklahoma St.","B12",200,71,2018,32,61,5,13,23,30,12,28,40,14,4,6,10,23,92,"Western KentuckyOklahoma St.3-21"
"2018-03-21","post","H",false,"Oklahoma St.","B12","Western Kentucky","CUSA",200,71,2018,28,72,10,24,18,22,18,21,39,18,4,4,6,26,84,"Western KentuckyOklahoma St.3-21"
"2018-03-21","post","A",false,"Jacksonville St.","OVC","North Texas","CUSA",200,69,2018,21,57,7,23,19,21,6,17,23,6,7,3,10,15,68,"Jacksonville St.North Texas3-21"
"2018-03-21","post","H",true,"North Texas","CUSA","Jacksonville St.","OVC",200,69,2018,32,52,14,20,12,17,7,31,38,17,6,4,15,17,90,"Jacksonville St.North Texas3-21"
"2018-03-21","post","A",true,"Illinois Chicago","Horz","Austin Peay","OVC",200,78,2018,27,60,10,23,19,23,6,29,35,8,6,3,15,22,83,"Illinois ChicagoAustin Peay3-21"
"2018-03-21","post","H",false,"Austin Peay","OVC","Illinois Chicago","Horz",200,78,2018,32,71,2,16,15,24,15,31,46,13,8,2,10,18,81,"Illinois ChicagoAustin Peay3-21"
"2018-03-21","post","A",true,"Northern Colorado","BSky","San Diego","WCC",200,76,2018,30,63,9,28,17,24,8,27,35,8,11,3,9,16,86,"Northern ColoradoSan Diego3-21"
"2018-03-21","post","H",false,"San Diego","WCC","Northern Colorado","BSky",200,76,2018,30,56,7,12,8,16,4,28,32,12,7,4,17,19,75,"Northern ColoradoSan Diego3-21"
"2018-03-21","post","A",true,"Utah","P12","Saint Mary's","WCC",225,62,2018,26,54,12,27,3,6,3,23,26,11,6,4,8,15,67,"UtahSaint Mary's3-21"
"2018-03-21","post","H",false,"Saint Mary's","WCC","Utah","P12",225,62,2018,23,57,7,22,5,14,16,24,40,10,3,2,15,15,58,"UtahSaint Mary's3-21"
"2018-03-20","post","A",true,"Penn St.","B10","Marquette","BE",200,67,2018,31,58,6,14,17,21,12,18,30,14,4,1,12,17,85,"Penn St.Marquette3-20"
"2018-03-20","post","H",false,"Marquette","BE","Penn St.","B10",200,67,2018,28,61,12,29,12,14,13,16,29,14,3,5,12,22,80,"Penn St.Marquette3-20"
"2018-03-20","post","A",true,"Mississippi St.","SEC","Louisville","ACC",200,67,2018,31,65,8,21,9,12,15,27,42,14,10,7,11,12,79,"Mississippi St.Louisville3-20"
"2018-03-20","post","H",false,"Louisville","ACC","Mississippi St.","SEC",200,67,2018,21,60,7,24,7,10,12,20,32,12,5,4,16,12,56,"Mississippi St.Louisville3-20"
"2018-03-19","post","A",true,"Jacksonville St.","OVC","Central Arkansas","Slnd",200,68,2018,27,60,10,23,16,19,12,26,38,14,11,2,11,11,80,"Jacksonville St.Central Arkansas3-19"
"2018-03-19","post","H",false,"Central Arkansas","Slnd","Jacksonville St.","OVC",200,68,2018,25,61,5,22,4,7,10,22,32,17,6,5,15,11,59,"Jacksonville St.Central Arkansas3-19"
"2018-03-19","post","A",false,"New Orleans","Slnd","Campbell","BSth",200,63,2018,29,59,6,13,5,9,10,19,29,13,4,2,10,18,69,"New OrleansCampbell3-19"
"2018-03-19","post","H",true,"Campbell","BSth","New Orleans","Slnd",200,63,2018,22,43,9,21,18,23,3,21,24,12,7,2,12,14,71,"New OrleansCampbell3-19"
"2018-03-19","post","A",false,"Stanford","P12","Oklahoma St.","B12",200,70,2018,24,62,3,15,14,19,19,36,55,6,3,2,19,20,65,"StanfordOklahoma St.3-19"
"2018-03-19","post","H",true,"Oklahoma St.","B12","Stanford","P12",200,70,2018,25,70,9,22,12,23,17,23,40,16,7,4,6,17,71,"StanfordOklahoma St.3-19"
"2018-03-19","post","A",false,"Eastern Michigan","MAC","Sam Houston St.","Slnd",200,67,2018,22,60,14,38,4,12,10,26,36,14,5,9,11,12,62,"Eastern MichiganSam Houston St.3-19"
"2018-03-19","post","H",true,"Sam Houston St.","Slnd","Eastern Michigan","MAC",200,67,2018,26,64,7,20,10,13,12,33,45,19,5,1,10,19,69,"Eastern MichiganSam Houston St.3-19"
"2018-03-19","post","A",false,"Mercer","SC","North Texas","CUSA",200,74,2018,23,65,5,26,16,18,11,22,33,8,3,1,13,24,67,"MercerNorth Texas3-19"
"2018-03-19","post","H",true,"North Texas","CUSA","Mercer","SC",200,74,2018,33,59,12,29,18,26,7,32,39,19,8,8,10,18,96,"MercerNorth Texas3-19"
"2018-03-19","post","A",false,"LSU","SEC","Utah","P12",200,71,2018,26,59,8,30,11,16,5,21,26,13,9,2,9,15,71,"LSUUtah3-19"
"2018-03-19","post","H",true,"Utah","P12","LSU","SEC",200,71,2018,33,57,14,27,15,20,7,30,37,20,3,1,13,13,95,"LSUUtah3-19"
"2018-03-19","post","A",false,"Utah Valley","WAC","San Francisco","WCC",200,65,2018,28,61,8,18,9,11,10,25,35,8,2,5,9,12,73,"Utah ValleySan Francisco3-19"
"2018-03-19","post","H",true,"San Francisco","WCC","Utah Valley","WAC",200,65,2018,26,60,12,32,14,18,8,25,33,22,5,5,5,10,78,"Utah ValleySan Francisco3-19"
"2018-03-19","post","A",false,"Washington","P12","Saint Mary's","WCC",200,63,2018,32,58,9,21,8,12,8,13,21,11,10,6,9,16,81,"WashingtonSaint Mary's3-19"
"2018-03-19","post","H",true,"Saint Mary's","WCC","Washington","P12",200,63,2018,31,55,9,15,14,16,12,19,31,18,7,2,12,15,85,"WashingtonSaint Mary's3-19"
"2018-03-19","post","A",true,"Western Kentucky","CUSA","USC","P12",200,67,2018,30,56,3,9,16,17,9,23,32,13,6,2,12,16,79,"Western KentuckyUSC3-19"
"2018-03-19","post","H",false,"USC","P12","Western Kentucky","CUSA",200,67,2018,29,62,9,24,8,19,12,15,27,20,6,1,8,14,75,"Western KentuckyUSC3-19"
"2018-03-18","post","A",true,"Mississippi St.","SEC","Baylor","B12",200,65,2018,28,52,13,22,9,11,6,15,21,24,7,3,12,20,78,"Mississippi St.Baylor3-18"
"2018-03-18","post","H",false,"Baylor","B12","Mississippi St.","SEC",200,65,2018,31,61,3,12,12,17,14,20,34,20,2,5,12,15,77,"Mississippi St.Baylor3-18"
"2018-03-18","post","N",false,"Butler","BE","Purdue","B10",200,60,2018,27,55,6,20,13,14,9,19,28,12,5,3,8,20,73,"ButlerPurdue3-18"
"2018-03-18","post","N",true,"Purdue","B10","Butler","BE",200,60,2018,26,52,11,24,13,18,11,19,30,12,3,3,10,15,76,"ButlerPurdue3-18"
"2018-03-18","post","N",true,"Syracuse","ACC","Michigan St.","B10",200,60,2018,15,42,1,8,24,31,7,23,30,3,5,6,12,20,55,"SyracuseMichigan St.3-18"
"2018-03-18","post","N",false,"Michigan St.","B10","Syracuse","ACC",200,60,2018,17,66,8,37,11,16,29,22,51,11,4,2,14,22,53,"SyracuseMichigan St.3-18"
"2018-03-18","post","A",false,"Oregon","P12","Marquette","BE",200,77,2018,29,54,4,13,30,38,8,18,26,17,8,1,13,21,92,"OregonMarquette3-18"
"2018-03-18","post","H",true,"Marquette","BE","Oregon","P12",200,77,2018,34,59,12,26,21,24,8,19,27,21,6,4,16,29,101,"OregonMarquette3-18"
"2018-03-18","post","N",true,"Texas A&M","SEC","North Carolina","ACC",200,77,2018,31,60,10,24,14,21,7,43,50,17,5,8,14,13,86,"Texas A&MNorth Carolina3-18"
"2018-03-18","post","N",false,"North Carolina","ACC","Texas A&M","SEC",200,77,2018,26,78,6,31,7,7,9,27,36,17,7,0,6,20,65,"Texas A&MNorth Carolina3-18"
"2018-03-18","post","A",false,"Drake","MVC","Northern Colorado","BSky",200,75,2018,25,59,5,18,17,25,11,32,43,11,5,2,16,21,72,"DrakeNorthern Colorado3-18"
"2018-03-18","post","H",true,"Northern Colorado","BSky","Drake","MVC",200,75,2018,28,57,11,22,14,26,4,28,32,15,8,3,10,19,81,"DrakeNorthern Colorado3-18"
"2018-03-18","post","N",true,"Nevada","MWC","Cincinnati","Amer",200,64,2018,30,61,6,18,9,16,8,25,33,13,5,0,2,14,75,"NevadaCincinnati3-18"
"2018-03-18","post","N",false,"Cincinnati","Amer","Nevada","MWC",200,64,2018,27,66,5,17,14,17,15,29,44,13,1,3,7,16,73,"NevadaCincinnati3-18"
"2018-03-18","post","A",false,"Middle Tennessee","CUSA","Louisville","ACC",200,65,2018,26,51,5,15,11,16,7,20,27,10,1,2,15,21,68,"Middle TennesseeLouisville3-18"
"2018-03-18","post","H",true,"Louisville","ACC","Middle Tennessee","CUSA",200,65,2018,29,54,11,21,15,20,7,21,28,17,8,3,7,14,84,"Middle TennesseeLouisville3-18"
"2018-03-18","post","N",true,"Clemson","ACC","Auburn","SEC",200,71,2018,29,61,10,26,16,23,9,41,50,19,4,6,7,16,84,"ClemsonAuburn3-18"
"2018-03-18","post","N",false,"Auburn","SEC","Clemson","ACC",200,71,2018,17,66,7,32,12,15,7,25,32,9,4,3,6,19,53,"ClemsonAuburn3-18"
"2018-03-18","post","N",false,"UMBC","AE","Kansas St.","B12",200,66,2018,14,47,6,22,9,18,6,22,28,6,11,2,17,17,43,"UMBCKansas St.3-18"
"2018-03-18","post","N",true,"Kansas St.","B12","UMBC","AE",200,66,2018,18,44,1,12,13,18,5,30,35,4,13,2,18,17,50,"UMBCKansas St.3-18"
"2018-03-18","post","N",true,"Florida St.","ACC","Xavier","BE",200,69,2018,24,55,8,23,19,22,10,22,32,7,10,4,14,23,75,"Florida St.Xavier3-18"
"2018-03-18","post","N",false,"Xavier","BE","Florida St.","ACC",200,69,2018,23,49,5,13,19,30,12,21,33,11,6,2,18,22,70,"Florida St.Xavier3-18"
"2018-03-18","post","N",false,"Marshall","CUSA","West Virginia","B12",200,74,2018,22,56,12,26,15,21,10,14,24,18,8,3,18,16,71,"MarshallWest Virginia3-18"
"2018-03-18","post","N",true,"West Virginia","B12","Marshall","CUSA",200,74,2018,33,66,12,25,16,18,15,25,40,19,9,4,16,22,94,"MarshallWest Virginia3-18"
"2018-03-17","post","A",true,"Penn St.","B10","Notre Dame","ACC",200,64,2018,22,58,9,26,20,25,14,24,38,11,8,5,9,17,73,"Penn St.Notre Dame3-17"
"2018-03-17","post","H",false,"Notre Dame","ACC","Penn St.","B10",200,64,2018,23,60,4,22,13,17,16,24,40,13,5,7,12,20,63,"Penn St.Notre Dame3-17"
"2018-03-17","post","N",false,"Alabama","SEC","Villanova","BE",200,66,2018,20,48,4,16,14,23,9,24,33,13,7,3,15,13,58,"AlabamaVillanova3-17"
"2018-03-17","post","N",true,"Villanova","BE","Alabama","SEC",200,66,2018,25,63,17,41,14,16,13,22,35,18,6,5,10,21,81,"AlabamaVillanova3-17"
"2018-03-17","post","N",false,"Rhode Island","A10","Duke","ACC",200,68,2018,25,63,7,19,5,13,13,16,29,15,5,2,13,19,62,"Rhode IslandDuke3-17"
"2018-03-17","post","N",true,"Duke","ACC","Rhode Island","A10",200,68,2018,29,51,10,21,19,24,9,27,36,20,5,1,14,15,87,"Rhode IslandDuke3-17"
"2018-03-17","post","N",false,"Buffalo","MAC","Kentucky","SEC",200,74,2018,26,67,7,31,16,22,14,16,30,8,4,1,10,21,75,"BuffaloKentucky3-17"
"2018-03-17","post","N",true,"Kentucky","SEC","Buffalo","MAC",200,74,2018,36,64,7,15,16,23,13,29,42,16,6,4,13,20,95,"BuffaloKentucky3-17"
"2018-03-17","post","N",true,"Loyola Chicago","MVC","Tennessee","SEC",200,57,2018,22,44,8,20,11,16,5,22,27,17,3,1,10,13,63,"Loyola ChicagoTennessee3-17"
"2018-03-17","post","N",false,"Tennessee","SEC","Loyola Chicago","MVC",200,57,2018,25,55,9,25,3,6,6,18,24,15,8,2,7,17,62,"Loyola ChicagoTennessee3-17"
"2018-03-17","post","N",false,"Seton Hall","BE","Kansas","B12",200,70,2018,29,64,10,24,11,16,15,24,39,9,3,3,15,24,79,"Seton HallKansas3-17"
"2018-03-17","post","N",true,"Kansas","B12","Seton Hall","BE",200,70,2018,28,56,9,21,18,26,9,23,32,18,7,3,11,16,83,"Seton HallKansas3-17"
"2018-03-17","post","N",false,"Ohio St.","B10","Gonzaga","WCC",200,75,2018,30,66,11,26,13,16,8,17,25,12,6,2,12,24,84,"Ohio St.Gonzaga3-17"
"2018-03-17","post","N",true,"Gonzaga","WCC","Ohio St.","B10",200,75,2018,31,58,9,22,19,31,13,26,39,15,5,4,13,22,90,"Ohio St.Gonzaga3-17"
"2018-03-17","post","N",false,"Florida","SEC","Texas Tech","B12",200,66,2018,25,63,6,22,10,15,13,26,39,11,5,9,11,18,66,"FloridaTexas Tech3-17"
"2018-03-17","post","N",true,"Texas Tech","B12","Florida","SEC",200,66,2018,28,63,6,15,7,14,13,26,39,17,4,5,8,14,69,"FloridaTexas Tech3-17"
"2018-03-17","post","A",false,"Portland St.","BSky","San Diego","WCC",200,68,2018,23,60,5,19,13,16,13,23,36,10,6,3,13,17,64,"Portland St.San Diego3-17"
"2018-03-17","post","H",true,"San Diego","WCC","Portland St.","BSky",200,68,2018,22,51,11,30,12,14,8,26,34,13,9,7,19,17,67,"Portland St.San Diego3-17"
"2018-03-17","post","N",false,"Houston","Amer","Michigan","B10",200,64,2018,20,54,7,18,16,22,10,31,41,8,3,2,10,19,63,"HoustonMichigan3-17"
"2018-03-17","post","N",true,"Michigan","B10","Houston","Amer",200,64,2018,21,59,8,30,14,20,10,28,38,13,4,5,7,22,64,"HoustonMichigan3-17"
"2018-03-16","post","N",false,"Providence","BE","Texas A&M","SEC",200,68,2018,27,62,6,20,9,12,5,21,26,17,5,0,6,23,69,"ProvidenceTexas A&M3-16"
"2018-03-16","post","N",true,"Texas A&M","SEC","Providence","BE",200,68,2018,26,52,6,16,15,26,11,33,44,13,2,8,14,13,73,"ProvidenceTexas A&M3-16"
"2018-03-16","post","N",false,"Cal St. Fullerton","BW","Purdue","B10",200,69,2018,18,50,4,18,8,16,5,29,34,7,3,5,17,24,48,"Cal St. FullertonPurdue3-16"
"2018-03-16","post","N",true,"Purdue","B10","Cal St. Fullerton","BW",200,69,2018,23,59,9,22,19,27,12,32,44,10,5,4,9,18,74,"Cal St. FullertonPurdue3-16"
"2018-03-16","post","N",true,"Marshall","CUSA","Wichita St.","Amer",200,72,2018,28,60,9,23,16,22,7,23,30,11,12,4,9,15,81,"MarshallWichita St.3-16"
"2018-03-16","post","N",false,"Wichita St.","Amer","Marshall","CUSA",200,72,2018,27,65,8,29,13,17,16,28,44,17,4,1,15,18,75,"MarshallWichita St.3-16"
"2018-03-16","post","N",false,"Georgia St.","SB","Cincinnati","Amer",200,57,2018,21,53,8,27,3,3,6,20,26,3,6,5,9,15,53,"Georgia St.Cincinnati3-16"
"2018-03-16","post","N",true,"Cincinnati","Amer","Georgia St.","SB",200,57,2018,24,62,9,30,11,14,20,26,46,14,7,3,8,10,68,"Georgia St.Cincinnati3-16"
"2018-03-16","post","N",false,"Lipscomb","ASun","North Carolina","ACC",200,77,2018,23,64,7,28,13,15,6,23,29,14,9,2,13,18,66,"LipscombNorth Carolina3-16"
"2018-03-16","post","N",true,"North Carolina","ACC","Lipscomb","ASun",200,77,2018,31,60,9,22,13,18,10,37,47,19,8,2,18,17,84,"LipscombNorth Carolina3-16"
"2018-03-16","post","N",true,"Butler","BE","Arkansas","SEC",200,68,2018,29,59,11,26,10,12,11,34,45,15,5,0,14,20,79,"ButlerArkansas3-16"
"2018-03-16","post","N",false,"Arkansas","SEC","Butler","BE",200,68,2018,20,56,4,18,18,23,5,20,25,9,6,6,7,14,62,"ButlerArkansas3-16"
"2018-03-16","post","N",false,"Murray St.","OVC","West Virginia","B12",200,65,2018,21,51,7,23,19,23,14,22,36,12,5,6,16,23,68,"Murray St.West Virginia3-16"
"2018-03-16","post","N",true,"West Virginia","B12","Murray St.","OVC",200,65,2018,32,62,4,11,17,24,14,19,33,18,9,4,8,23,85,"Murray St.West Virginia3-16"
"2018-03-16","post","N",false,"Texas","B12","Nevada","MWC",225,73,2018,31,67,11,24,10,18,12,30,42,12,4,4,9,16,83,"TexasNevada3-16"
"2018-03-16","post","N",true,"Nevada","MWC","Texas","B12",225,73,2018,32,63,11,29,12,20,5,29,34,18,2,6,7,17,87,"TexasNevada3-16"
"2018-03-16","post","A",true,"Central Michigan","MAC","Wofford","SC",200,70,2018,33,67,17,38,15,15,11,23,34,23,5,1,8,13,98,"Central MichiganWofford3-16"
"2018-03-16","post","H",false,"Wofford","SC","Central Michigan","MAC",200,70,2018,34,63,15,31,11,16,9,23,32,24,4,2,9,17,94,"Central MichiganWofford3-16"
"2018-03-16","post","N",true,"Kansas St.","B12","Creighton","BE",200,66,2018,23,50,9,19,14,25,7,28,35,12,6,5,11,11,69,"Kansas St.Creighton3-16"
"2018-03-16","post","N",false,"Creighton","BE","Kansas St.","B12",200,66,2018,23,68,9,34,4,5,17,28,45,12,6,3,13,21,59,"Kansas St.Creighton3-16"
"2018-03-16","post","N",false,"Bucknell","Pat","Michigan St.","B10",200,68,2018,23,55,11,20,21,28,7,21,28,13,3,1,8,23,78,"BucknellMichigan St.3-16"
"2018-03-16","post","N",true,"Michigan St.","B10","Bucknell","Pat",200,68,2018,31,58,5,17,15,22,11,29,40,21,4,6,10,22,82,"BucknellMichigan St.3-16"
"2018-03-16","post","N",false,"College of Charleston","CAA","Auburn","SEC",200,73,2018,23,51,5,22,7,14,6,34,40,10,6,0,21,23,58,"College of CharlestonAuburn3-16"
"2018-03-16","post","N",true,"Auburn","SEC","College of Charleston","CAA",200,73,2018,21,59,5,24,15,32,12,24,36,10,10,4,12,18,62,"College of CharlestonAuburn3-16"
"2018-03-16","post","N",false,"Texas Southern","SWAC","Xavier","BE",200,81,2018,26,65,8,25,23,27,9,22,31,12,10,3,11,21,83,"Texas SouthernXavier3-16"
"2018-03-16","post","N",true,"Xavier","BE","Texas Southern","SWAC",200,81,2018,35,64,11,24,21,32,10,32,42,19,6,10,13,22,102,"Texas SouthernXavier3-16"
