"date","type","location","did_win","team","conf","opp","opp_conf","min","pos","year","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts","game_id"
"2008-03-26","post","A",false,"Houston","CUSA","Tulsa","CUSA",200,63,2008,25,67,9,28,10,13,12,20,32,12,6,7,4,17,69,"280860202"
"2008-03-26","post","H",true,"Tulsa","CUSA","Houston","CUSA",200,63,2008,24,60,8,22,17,27,20,32,52,12,2,8,9,13,73,"280860202"
"2008-03-26","post","A",false,"Dayton","A10","Ohio St.","B10",200,65,2008,24,60,5,16,10,14,15,22,37,7,3,3,16,21,63,"280860194"
"2008-03-26","post","H",true,"Ohio St.","B10","Dayton","A10",200,65,2008,25,47,6,16,18,23,3,23,26,18,5,6,9,16,74,"280860194"
"2008-03-26","post","A",true,"Bradley","MVC","Virginia","ACC",200,76,2008,32,67,11,31,21,27,12,31,43,17,4,4,8,14,96,"280860258"
"2008-03-26","post","H",false,"Virginia","ACC","Bradley","MVC",200,76,2008,34,74,11,27,6,14,13,25,38,16,3,2,10,20,85,"280860258"
"2008-03-25","post","A",true,"Massachusetts","A10","Syracuse","BE",200,80,2008,30,79,11,31,10,14,18,26,44,22,9,6,12,17,81,"280850183"
"2008-03-25","post","H",false,"Syracuse","BE","Massachusetts","A10",200,80,2008,30,73,4,10,13,20,21,33,54,18,9,11,19,14,77,"280850183"
"2008-03-25","post","A",true,"Florida","SEC","Arizona St.","P10",200,54,2008,26,43,12,25,6,9,6,23,29,23,4,1,12,17,70,"280850009"
"2008-03-25","post","H",false,"Arizona St.","P10","Florida","SEC",200,54,2008,20,43,7,24,10,16,4,14,18,13,5,0,9,15,57,"280850009"
"2008-03-24","post","A",false,"Nebraska","B12","Mississippi","SEC",225,71,2008,25,57,6,20,19,26,11,23,34,17,9,4,13,23,75,"280840145"
"2008-03-24","post","H",true,"Mississippi","SEC","Nebraska","B12",225,71,2008,32,61,7,14,14,20,11,25,36,16,6,1,13,16,85,"280840145"
"2008-03-24","post","A",false,"Utah","MWC","Tulsa","CUSA",200,64,2008,19,52,7,19,15,22,10,22,32,7,5,3,12,24,60,"280840202"
"2008-03-24","post","H",true,"Tulsa","CUSA","Utah","MWC",200,64,2008,18,47,4,15,29,36,11,26,37,10,4,2,11,16,69,"280840202"
"2008-03-24","post","A",false,"UAB","CUSA","Virginia Tech","ACC",200,67,2008,21,58,3,18,4,14,13,25,38,9,4,4,16,18,49,"280840259"
"2008-03-24","post","H",true,"Virginia Tech","ACC","UAB","CUSA",200,67,2008,27,57,9,21,12,21,10,30,40,16,7,3,10,16,75,"280840259"
"2008-03-24","post","A",false,"California","P10","Ohio St.","B10",200,65,2008,23,57,6,20,4,6,11,20,31,10,8,0,16,15,56,"280840194"
"2008-03-24","post","H",true,"Ohio St.","B10","California","P10",200,65,2008,29,58,5,22,10,18,14,24,38,13,10,3,13,10,73,"280840194"
"2008-03-24","post","A",false,"Valparaiso","Horz","Houston","CUSA",200,70,2008,24,58,7,25,12,18,10,25,35,13,4,1,14,17,67,"280840248"
"2008-03-24","post","H",true,"Houston","CUSA","Valparaiso","Horz",200,70,2008,29,64,16,37,17,24,15,28,43,14,10,6,10,19,91,"280840248"
"2008-03-24","post","A",false,"Ohio","MAC","Bradley","MVC",200,71,2008,27,55,11,26,8,14,11,24,35,20,12,1,20,22,73,"280840071"
"2008-03-24","post","H",true,"Bradley","MVC","Ohio","MAC",200,71,2008,25,52,10,26,19,26,9,20,29,17,10,2,16,18,79,"280840071"
"2008-03-24","post","A",true,"Dayton","A10","Illinois St.","MVC",200,62,2008,17,40,5,9,16,23,5,30,35,6,5,4,17,15,55,"280842287"
"2008-03-24","post","H",false,"Illinois St.","MVC","Dayton","A10",200,62,2008,21,62,3,22,3,10,15,23,38,16,9,3,10,19,48,"280842287"
"2008-03-24","post","A",false,"Old Dominion","CAA","Virginia","ACC",200,68,2008,29,57,6,14,12,18,10,20,30,13,7,0,13,16,76,"280840295"
"2008-03-24","post","H",true,"Virginia","ACC","Old Dominion","CAA",200,68,2008,30,60,9,30,11,17,11,20,31,19,6,2,12,17,80,"280840295"
"2008-03-23","post","N",false,"San Diego","WCC","Western Kentucky","SB",200,68,2008,21,47,4,15,17,28,8,22,30,11,8,2,17,20,63,"284000037"
"2008-03-23","post","N",true,"Western Kentucky","SB","San Diego","WCC",200,68,2008,25,52,6,16,16,21,8,23,31,11,13,6,14,19,72,"284000037"
"2008-03-23","post","N",false,"Arkansas","SEC","North Carolina","ACC",200,67,2008,28,59,5,18,16,23,14,13,27,11,5,3,9,13,77,"284000049"
"2008-03-23","post","N",true,"North Carolina","ACC","Arkansas","SEC",200,67,2008,44,65,8,16,12,17,11,21,32,28,3,5,7,18,108,"284000049"
"2008-03-23","post","N",false,"Siena","MAAC","Villanova","BE",200,76,2008,20,56,6,21,26,39,10,24,34,9,8,4,13,19,72,"284000006"
"2008-03-23","post","N",true,"Villanova","BE","Siena","MAAC",200,76,2008,30,56,6,13,18,24,6,31,37,15,8,2,15,27,84,"284000006"
"2008-03-23","post","N",false,"Butler","Horz","Tennessee","SEC",225,75,2008,22,61,9,26,18,28,15,24,39,11,11,1,14,25,71,"284000059"
"2008-03-23","post","N",true,"Tennessee","SEC","Butler","Horz",225,75,2008,26,59,5,19,19,29,16,30,46,12,5,3,20,24,76,"284000059"
"2008-03-23","post","N",false,"Miami FL","ACC","Texas","B12",200,65,2008,22,55,9,22,19,22,8,22,30,10,4,3,9,19,72,"284000028"
"2008-03-23","post","N",true,"Texas","B12","Miami FL","ACC",200,65,2008,25,57,13,26,12,21,16,25,41,17,3,7,13,19,75,"284000028"
"2008-03-23","post","N",false,"Oklahoma","B12","Louisville","BE",200,62,2008,15,47,5,18,13,19,10,18,28,9,3,3,16,18,48,"284000056"
"2008-03-23","post","N",true,"Louisville","BE","Oklahoma","B12",200,62,2008,32,54,9,17,5,15,10,23,33,24,7,3,12,18,78,"284000056"
"2008-03-23","post","N",true,"Davidson","SC","Georgetown","BE",200,63,2008,22,57,6,28,24,30,12,16,28,10,6,0,5,20,74,"284000013"
"2008-03-23","post","N",false,"Georgetown","BE","Davidson","SC",200,63,2008,26,41,10,18,8,17,7,23,30,11,2,3,20,27,70,"284000013"
"2008-03-23","post","N",false,"Mississippi St.","SEC","Memphis","CUSA",200,65,2008,26,60,8,19,14,20,11,26,37,9,2,7,8,23,74,"284000018"
"2008-03-23","post","N",true,"Memphis","CUSA","Mississippi St.","SEC",200,65,2008,28,63,6,16,15,32,19,26,45,19,3,11,5,16,77,"284000018"
"2008-03-22","post","N",false,"Notre Dame","BE","Washington St.","P10",200,59,2008,13,53,3,17,12,13,12,26,38,7,3,3,13,16,41,"284000052"
"2008-03-22","post","N",true,"Washington St.","P10","Notre Dame","BE",200,59,2008,24,54,4,17,9,14,8,29,37,14,8,2,7,15,61,"284000052"
"2008-03-22","post","N",false,"UNLV","MWC","Kansas","B12",200,62,2008,12,45,5,22,27,34,9,17,26,6,6,1,10,20,56,"284000003"
"2008-03-22","post","N",true,"Kansas","B12","UNLV","MWC",200,62,2008,29,50,5,13,12,19,7,29,36,9,7,1,10,26,75,"284000003"
"2008-03-22","post","N",true,"West Virginia","BE","Duke","ACC",200,70,2008,25,62,4,11,19,22,19,28,47,12,1,5,17,25,73,"284000044"
"2008-03-22","post","N",false,"Duke","ACC","West Virginia","BE",200,70,2008,19,50,5,22,24,32,7,20,27,6,6,3,13,23,67,"284000044"
"2008-03-22","post","A",false,"Akron","MAC","Massachusetts","A10",200,66,2008,23,53,7,17,10,13,9,21,30,10,7,0,16,20,63,"280820113"
"2008-03-22","post","H",true,"Massachusetts","A10","Akron","MAC",200,66,2008,24,53,7,26,13,19,10,21,31,10,11,6,14,15,68,"280820113"
"2008-03-22","post","N",true,"Michigan St.","B10","Pittsburgh","BE",200,61,2008,25,52,6,10,9,9,10,27,37,12,1,3,15,17,65,"284000021"
"2008-03-22","post","N",false,"Pittsburgh","BE","Michigan St.","B10",200,61,2008,17,52,2,17,18,19,9,17,26,4,8,9,9,16,54,"284000021"
"2008-03-22","post","N",false,"Purdue","B10","Xavier","A10",200,74,2008,26,67,8,21,18,23,13,24,37,9,8,4,10,26,78,"284000041"
"2008-03-22","post","N",true,"Xavier","A10","Purdue","B10",200,74,2008,27,50,5,12,26,33,5,29,34,12,5,3,14,17,85,"284000041"
"2008-03-22","post","N",false,"Kansas St.","B12","Wisconsin","B10",200,62,2008,21,53,0,13,13,16,12,24,36,4,4,1,13,23,55,"284000010"
"2008-03-22","post","N",true,"Wisconsin","B10","Kansas St.","B12",200,62,2008,24,46,9,22,15,24,4,22,26,10,3,0,10,18,72,"284000010"
"2008-03-22","post","N",false,"Marquette","BE","Stanford","P10",225,70,2008,31,73,10,30,9,12,17,28,45,15,3,3,9,24,81,"284000025"
"2008-03-22","post","N",true,"Stanford","P10","Marquette","BE",225,70,2008,28,60,7,14,19,28,11,27,38,23,4,4,8,14,82,"284000025"
"2008-03-22","post","N",false,"Texas A&M","B12","UCLA","P10",200,55,2008,22,51,2,10,3,7,10,19,29,12,2,2,11,15,49,"284000034"
"2008-03-22","post","N",true,"UCLA","P10","Texas A&M","B12",200,55,2008,19,44,6,18,7,11,8,21,29,7,7,11,14,16,51,"284000034"
"2008-03-21","post","N",true,"San Diego","WCC","Connecticut","BE",225,66,2008,31,65,4,12,4,7,12,19,31,13,11,4,11,21,70,"284000036"
"2008-03-21","post","N",false,"Connecticut","BE","San Diego","WCC",225,66,2008,25,58,3,6,16,20,16,25,41,14,5,4,15,16,69,"284000036"
"2008-03-21","post","N",true,"Arkansas","SEC","Indiana","B10",200,66,2008,26,48,8,17,26,33,9,25,34,14,5,4,12,18,86,"284000048"
"2008-03-21","post","N",false,"Indiana","B10","Arkansas","SEC",200,66,2008,28,64,10,24,6,12,14,16,30,14,8,3,10,23,72,"284000048"
"2008-03-21","post","N",true,"Villanova","BE","Clemson","ACC",200,72,2008,22,44,7,13,24,29,5,31,36,8,6,1,19,16,75,"284000004"
"2008-03-21","post","N",false,"Clemson","ACC","Villanova","BE",200,72,2008,23,60,9,33,14,23,12,19,31,9,8,3,14,24,69,"284000004"
"2008-03-21","post","N",true,"Davidson","SC","Gonzaga","WCC",200,70,2008,28,57,11,22,15,21,10,19,29,18,9,1,14,18,82,"284000011"
"2008-03-21","post","N",false,"Gonzaga","WCC","Davidson","SC",200,70,2008,28,55,12,27,8,14,11,23,34,14,11,1,19,19,76,"284000011"
"2008-03-21","post","N",false,"UMBC","AE","Georgetown","BE",200,60,2008,16,50,8,26,7,13,9,20,29,8,12,0,12,16,47,"284000012"
"2008-03-21","post","N",true,"Georgetown","BE","UMBC","AE",200,60,2008,26,51,8,23,6,14,11,29,40,14,6,2,15,12,66,"284000012"
"2008-03-21","post","N",false,"South Alabama","SB","Butler","Horz",200,61,2008,21,48,6,20,13,27,13,17,30,8,5,4,13,19,61,"284000057"
"2008-03-21","post","N",true,"Butler","Horz","South Alabama","SB",200,61,2008,27,53,15,28,12,13,7,21,28,18,9,1,10,21,81,"284000057"
"2008-03-21","post","N",false,"Boise St.","WAC","Louisville","BE",200,68,2008,26,54,4,17,5,12,11,20,31,15,5,0,19,13,61,"284000055"
"2008-03-21","post","N",true,"Louisville","BE","Boise St.","WAC",200,68,2008,29,52,12,24,9,18,7,20,27,15,10,6,16,17,79,"284000055"
"2008-03-21","post","N",false,"Oregon","P10","Mississippi St.","SEC",200,72,2008,22,64,9,38,16,19,11,25,36,13,6,2,10,26,69,"284000017"
"2008-03-21","post","N",true,"Mississippi St.","SEC","Oregon","P10",200,72,2008,24,51,4,17,24,36,8,32,40,16,5,6,12,15,76,"284000017"
"2008-03-21","post","N",false,"Austin Peay","OVC","Texas","B12",200,58,2008,17,59,6,23,14,21,18,17,35,10,4,1,7,19,54,"284000027"
"2008-03-21","post","N",true,"Texas","B12","Austin Peay","OVC",200,58,2008,27,55,10,22,10,18,15,29,44,17,2,6,11,16,74,"284000027"
"2008-03-21","post","N",false,"Mount St. Mary's","NEC","North Carolina","ACC",200,75,2008,28,65,7,22,11,14,9,13,22,16,7,1,15,18,74,"284000047"
"2008-03-21","post","N",true,"North Carolina","ACC","Mount St. Mary's","NEC",200,75,2008,43,71,7,16,20,25,18,30,48,25,11,4,9,16,113,"284000047"
"2008-03-21","post","A",false,"Creighton","MVC","Florida","SEC",200,73,2008,22,55,4,20,6,10,6,26,32,5,7,3,21,19,54,"280810057"
"2008-03-21","post","H",true,"Florida","SEC","Creighton","MVC",200,73,2008,30,60,8,20,14,17,7,30,37,22,13,2,12,16,82,"280810057"
"2008-03-21","post","N",false,"Saint Joseph's","A10","Oklahoma","B12",200,58,2008,24,49,6,14,10,14,9,15,24,11,4,0,12,22,64,"284000054"
"2008-03-21","post","N",true,"Oklahoma","B12","Saint Joseph's","A10",200,58,2008,24,42,6,14,18,26,6,19,25,14,5,2,9,18,72,"284000054"
"2008-03-21","post","N",false,"Saint Mary's","WCC","Miami FL","ACC",200,74,2008,22,59,8,23,12,23,10,23,33,15,3,4,14,20,64,"284000026"
"2008-03-21","post","N",true,"Miami FL","ACC","Saint Mary's","WCC",200,74,2008,28,63,5,13,17,21,13,34,47,14,4,4,16,20,78,"284000026"
"2008-03-21","post","N",true,"Siena","MAAC","Vanderbilt","SEC",200,69,2008,26,46,9,20,22,25,5,24,29,16,10,0,17,11,83,"284000005"
"2008-03-21","post","N",false,"Vanderbilt","SEC","Siena","MAAC",200,69,2008,25,61,4,20,8,12,14,17,31,12,9,0,16,19,62,"284000005"
"2008-03-21","post","N",false,"UT Arlington","Slnd","Memphis","CUSA",200,66,2008,24,55,4,13,11,21,12,17,29,16,5,3,14,23,63,"284000016"
"2008-03-21","post","N",true,"Memphis","CUSA","UT Arlington","Slnd",200,66,2008,28,54,9,20,22,35,16,23,39,18,7,5,12,18,87,"284000016"
"2008-03-21","post","N",true,"Western Kentucky","SB","Drake","MVC",225,84,2008,37,68,14,28,13,19,13,28,41,18,5,4,22,29,101,"284000035"
"2008-03-21","post","N",false,"Drake","MVC","Western Kentucky","SB",225,84,2008,26,69,16,42,31,38,19,20,39,18,8,4,15,21,99,"284000035"
"2008-03-21","post","N",false,"American","Pat","Tennessee","SEC",200,67,2008,21,58,9,25,6,12,18,21,39,9,5,3,22,26,57,"284000058"
"2008-03-21","post","N",true,"Tennessee","SEC","American","Pat",200,67,2008,22,45,6,19,22,31,6,21,27,13,12,3,14,16,72,"284000058"
"2008-03-20","post","N",false,"Winthrop","BSth","Washington St.","P10",200,56,2008,16,52,6,19,2,8,6,15,21,7,5,4,7,13,40,"284000051"
"2008-03-20","post","N",true,"Washington St.","P10","Winthrop","BSth",200,56,2008,29,49,4,13,9,13,8,32,40,20,4,3,10,11,71,"284000051"
"2008-03-20","post","N",false,"Portland St.","BSky","Kansas","B12",200,64,2008,21,55,9,25,10,14,13,18,31,11,8,3,16,18,61,"284000001"
"2008-03-20","post","N",true,"Kansas","B12","Portland St.","BSky",200,64,2008,33,61,12,25,7,15,15,23,38,21,10,3,11,15,85,"284000001"
"2008-03-20","post","N",false,"Arizona","P10","West Virginia","BE",200,62,2008,21,46,6,15,17,21,6,21,27,12,3,3,12,14,65,"284000042"
"2008-03-20","post","N",true,"West Virginia","BE","Arizona","P10",200,62,2008,28,55,11,19,8,9,6,21,27,16,6,3,9,17,75,"284000042"
"2008-03-20","post","A",false,"Southern Illinois","MVC","Arizona St.","P10",200,56,2008,17,58,5,19,12,15,19,17,36,13,7,0,11,19,51,"280800009"
"2008-03-20","post","H",true,"Arizona St.","P10","Southern Illinois","MVC",200,56,2008,20,43,10,27,15,16,7,24,31,17,4,11,13,15,65,"280800009"
"2008-03-20","post","N",false,"Temple","A10","Michigan St.","B10",200,64,2008,21,56,6,23,13,19,11,18,29,13,7,2,11,12,61,"284000019"
"2008-03-20","post","N",true,"Michigan St.","B10","Temple","A10",200,64,2008,26,54,4,15,16,18,10,27,37,19,4,2,12,18,72,"284000019"
"2008-03-20","post","N",false,"Cal St. Fullerton","BW","Wisconsin","B10",200,70,2008,21,58,7,21,7,13,7,20,27,7,9,0,14,25,56,"284000009"
"2008-03-20","post","N",true,"Wisconsin","B10","Cal St. Fullerton","BW",200,70,2008,25,59,3,16,18,25,18,32,50,13,8,7,17,11,71,"284000009"
"2008-03-20","post","N",true,"Texas A&M","B12","BYU","MWC",200,58,2008,25,46,8,16,9,17,9,28,37,18,2,0,13,15,67,"284000033"
"2008-03-20","post","N",false,"BYU","MWC","Texas A&M","B12",200,58,2008,24,54,7,22,7,14,8,17,25,13,6,1,7,15,62,"284000033"
"2008-03-20","post","N",false,"Georgia","SEC","Xavier","A10",200,64,2008,26,56,6,18,3,5,7,24,31,10,4,2,13,22,61,"284000040"
"2008-03-20","post","N",true,"Xavier","A10","Georgia","SEC",200,64,2008,20,47,6,18,27,33,6,23,29,11,8,2,7,12,73,"284000040"
"2008-03-20","post","A",false,"Maryland","ACC","Syracuse","BE",200,72,2008,28,58,6,19,10,19,13,19,32,21,6,9,18,17,72,"280800183"
"2008-03-20","post","H",true,"Syracuse","BE","Maryland","ACC",200,72,2008,34,68,5,13,15,22,18,22,40,21,12,4,12,15,88,"280800183"
"2008-03-20","post","N",false,"Oral Roberts","Sum","Pittsburgh","BE",200,68,2008,22,63,9,22,10,15,11,22,33,10,6,5,10,11,63,"284000020"
"2008-03-20","post","N",true,"Pittsburgh","BE","Oral Roberts","Sum",200,68,2008,32,69,8,22,10,13,16,34,50,17,5,1,9,13,82,"284000020"
"2008-03-20","post","N",false,"Baylor","B12","Purdue","B10",200,73,2008,28,69,8,28,15,20,16,21,37,11,9,1,11,15,79,"284000039"
"2008-03-20","post","N",true,"Purdue","B10","Baylor","B12",200,73,2008,33,67,9,20,15,18,16,27,43,14,6,6,13,18,90,"284000039"
"2008-03-20","post","N",false,"Kentucky","SEC","Marquette","BE",200,58,2008,23,48,8,20,12,17,9,17,26,13,4,5,12,22,66,"284000023"
"2008-03-20","post","N",true,"Marquette","BE","Kentucky","SEC",200,58,2008,23,52,5,13,23,29,15,19,34,10,5,3,7,18,74,"284000023"
"2008-03-20","post","N",false,"Cornell","Ivy","Stanford","P10",200,66,2008,18,59,8,26,9,13,10,15,25,7,8,3,11,17,53,"284000024"
"2008-03-20","post","N",true,"Stanford","P10","Cornell","Ivy",200,66,2008,31,56,8,18,7,10,13,34,47,20,5,7,19,15,77,"284000024"
"2008-03-20","post","N",false,"Belmont","ASun","Duke","ACC",200,70,2008,26,59,8,23,10,15,9,24,33,12,7,2,14,21,70,"284000043"
"2008-03-20","post","N",true,"Duke","ACC","Belmont","ASun",200,70,2008,25,58,6,21,15,21,13,27,40,9,11,2,15,17,71,"284000043"
"2008-03-20","post","N",true,"Kansas St.","B12","USC","P10",200,64,2008,29,60,7,16,15,26,21,23,44,15,7,1,13,21,80,"284000008"
"2008-03-20","post","N",false,"USC","P10","Kansas St.","B12",200,64,2008,21,50,6,12,19,27,9,18,27,12,6,4,11,24,67,"284000008"
"2008-03-20","post","N",false,"George Mason","CAA","Notre Dame","BE",200,63,2008,19,57,3,17,9,14,11,23,34,8,5,2,11,14,50,"284000050"
"2008-03-20","post","N",true,"Notre Dame","BE","George Mason","CAA",200,63,2008,26,57,9,21,7,11,11,31,42,14,4,5,13,15,68,"284000050"
"2008-03-20","post","N",false,"Mississippi Valley St.","SWAC","UCLA","P10",200,63,2008,13,66,1,14,2,6,15,19,34,7,7,5,11,9,29,"284000032"
"2008-03-20","post","N",true,"UCLA","P10","Mississippi Valley St.","SWAC",200,63,2008,27,57,8,20,8,11,12,40,52,20,7,13,12,9,70,"284000032"
"2008-03-20","post","N",false,"Kent St.","MAC","UNLV","MWC",200,73,2008,21,59,5,17,11,15,12,22,34,9,10,1,20,14,58,"284000002"
"2008-03-20","post","N",true,"UNLV","MWC","Kent St.","MAC",200,73,2008,29,57,6,18,7,9,7,29,36,16,11,7,19,16,71,"284000002"
"2008-03-19","post","A",false,"UC Santa Barbara","BW","Mississippi","SEC",200,74,2008,23,61,8,23,14,17,7,20,27,16,10,2,13,22,68,"280790145"
"2008-03-19","post","H",true,"Mississippi","SEC","UC Santa Barbara","BW",200,74,2008,29,57,10,22,15,24,12,32,44,18,4,2,18,16,83,"280790145"
"2008-03-19","post","N",true,"Utah","MWC","UTEP","CUSA",200,77,2008,23,58,6,21,29,33,10,35,45,14,4,2,15,22,81,"280792638"
"2008-03-19","post","N",false,"UTEP","CUSA","Utah","MWC",200,77,2008,24,69,7,19,14,24,15,28,43,12,6,3,10,24,69,"280792638"
"2008-03-19","post","A",false,"Miami OH","MAC","Tulsa","CUSA",200,57,2008,20,56,3,17,2,4,8,24,32,7,4,2,6,16,45,"280790202"
"2008-03-19","post","H",true,"Tulsa","CUSA","Miami OH","MAC",200,57,2008,23,49,8,23,7,11,5,29,34,17,3,6,10,11,61,"280790202"
