"","rk","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date"
"22",22,"Virginia","ACC","1-0",106.3,40,89.2,18,0.8831,"20-9","13-7",0,83,22,0,2022-11-08
"23",23,"Texas Tech","B12","1-0",102.7,93,86.5,4,0.877,"18-11","9-9",0,102,23,0,2022-11-08
"24",24,"Virginia Tech","ACC","1-0",107.8,28,90.8,37,0.877,"20-9","12-8",0,132,24,0,2022-11-08
"25",25,"Michigan St.","B10","1-0",108.1,23,91.2,41,0.8766,"18-11","12-8",0,75,25,0,2022-11-08
"26",26,"Purdue","B10","1-0",109.4,12,92.5,58,0.8735,"20-9","12-8",0,96,26,0,2022-11-08
"27",27,"Iowa","B10","1-0",110.1,9,93.2,68,0.8725,"20-10","12-8",0,105,27,0,2022-11-08
"28",28,"Creighton","BE","1-0",105.3,48,89.1,17,0.8717,"20-9","13-7",0,76,28,0,2022-11-08
"29",29,"Michigan","B10","1-0",108,27,91.6,48,0.8682,"20-10","12-8",0.1,27,29,0,2022-11-08
"30",30,"Notre Dame","ACC","0-0",110.9,6,94.2,89,0.8675,"22-9","12-8",0,213,30,0,2022-11-08
"31",31,"TCU","B12","1-0",107,35,90.8,36,0.8674,"19-11","8-10",0,122,31,0,2022-11-08
"32",32,"West Virginia","B12","1-0",107.3,32,91.4,45,0.8643,"17-12","8-10",0.1,63,32,0,2022-11-08
"33",33,"Kansas St.","B12","1-0",107.6,31,91.6,47,0.8638,"17-12","8-10",0,130,33,0,2022-11-08
"34",34,"Miami FL","ACC","1-0",108.4,20,92.4,57,0.8625,"20-10","12-8",0,108,34,0,2022-11-08
"35",35,"Alabama","SEC","1-0",105.2,49,89.7,25,0.862,"17-12","10-8",0.2,18,35,0,2022-11-08
"36",36,"Dayton","A10","1-0",105.4,47,90.1,29,0.8588,"22-7","13-5",0,133,36,0,2022-11-08
"37",37,"Oklahoma","B12","0-1",105.4,46,90.2,30,0.8575,"15-14","8-10",-0.8,338,37,0,2022-11-08
"38",38,"Oklahoma St.","B12","1-0",104.1,66,89.1,16,0.8573,"17-13","8-10",0,72,38,0,2022-11-08
"39",39,"Oregon","P12","1-0",108.8,17,93.1,65,0.8564,"21-9","12-8",0,131,39,0,2022-11-08
"40",40,"Saint Louis","A10","1-0",108.3,21,93,63,0.8519,"22-8","13-5",0.1,50,40,0,2022-11-08
"41",41,"Stanford","P12","1-0",107.1,33,92.2,53,0.8485,"19-10","12-8",0.1,67,41,0,2022-11-08
"42",42,"Tulane","Amer","1-0",109.3,13,94.5,97,0.8425,"21-7","12-6",0,81,42,0,2022-11-08
"43",43,"UAB","CUSA","1-0",108.1,25,93.5,72,0.8417,"23-7","15-5",0,119,43,0,2022-11-08
"44",44,"St. John's","BE","1-0",104.8,57,90.8,35,0.8393,"20-10","12-8",0.1,59,44,0,2022-11-08
"45",45,"Utah St.","MWC","1-0",103.8,73,90,28,0.8366,"21-8","12-6",0.2,14,45,0,2022-11-08
"46",46,"Iowa St.","B12","1-0",102.5,97,89,13,0.8352,"16-13","7-11",0,128,46,0,2022-11-08
"47",47,"Wyoming","MWC","1-0",107.6,30,93.7,77,0.8308,"20-8","11-7",0,151,47,0,2022-11-08
"48",48,"Rutgers","B10","1-0",101.2,129,88.2,8,0.8287,"19-12","10-10",0,103,48,0,2022-11-08
"49",49,"Maryland","B10","1-0",106.5,39,92.8,61,0.8284,"18-12","11-9",0,84,49,0,2022-11-08
"50",50,"Mississippi","SEC","1-0",104.4,63,91.3,43,0.8229,"17-12","9-9",0,110,50,0,2022-11-08
"51",51,"USC","P12","0-1",103.9,71,91,39,0.8205,"18-11","11-9",-0.9,345,51,0,2022-11-08
"52",52,"Missouri","SEC","1-0",109.8,10,96.3,130,0.8195,"19-12","8-10",0.1,61,52,0,2022-11-08
"53",53,"Cincinnati","Amer","1-0",105,52,92.1,52,0.8185,"20-9","11-7",0,185,53,0,2022-11-08
"54",54,"Wisconsin","B10","1-0",102.2,104,89.9,27,0.8153,"17-12","10-10",0.1,34,54,0,2022-11-08
"55",55,"Seton Hall","BE","0-0",102.4,99,90.2,31,0.8126,"17-12","11-9",0,221,55,0,2022-11-08
"56",56,"North Texas","CUSA","1-0",104,70,91.8,51,0.8086,"20-8","14-6",0,147,56,0,2022-11-08
"57",57,"Saint Mary's","WCC","1-0",101.2,128,89.3,21,0.8077,"19-10","10-6",0.2,15,57,0,2022-11-08
"58",58,"Arizona St.","P12","1-0",101,132,89.3,20,0.8057,"18-12","10-10",0.1,39,58,0,2022-11-08
"59",59,"Drake","MVC","0-0",106.6,37,94.2,91,0.8047,"23-6","16-4",0,225,59,0,2022-11-08
"60",60,"Connecticut","BE","1-0",104.9,55,93.2,69,0.7958,"17-12","10-10",0,134,60,0,2022-11-08
"61",61,"Washington St.","P12","1-0",104.7,58,93.1,64,0.7936,"17-12","10-10",0.1,25,61,0,2022-11-08
"62",62,"Ohio St.","B10","1-0",106.5,38,94.9,101,0.791,"15-14","9-11",0,92,62,0,2022-11-08
"63",63,"LSU","SEC","0-0",102.2,106,91.1,40,0.789,"17-12","7-11",0,209,63,0,2022-11-08
"64",64,"Clemson","ACC","1-0",104.6,59,93.5,71,0.7857,"17-13","10-10",0,116,64,0,2022-11-08
"65",65,"Fresno St.","MWC","1-0",103.6,76,92.6,59,0.7833,"19-10","11-7",0,143,65,0,2022-11-08
"66",66,"Boise St.","MWC","0-0",103,85,92.3,56,0.7788,"18-10","10-7",0,227,66,0,2022-11-08
"67",67,"North Carolina St.","ACC","1-0",105.9,43,95.5,111,0.7682,"16-13","9-11",0,74,67,0,2022-11-08
"68",68,"Loyola Chicago","A10","1-0",102.2,103,92.2,55,0.7656,"19-9","11-7",0,127,68,0,2022-11-08
"69",69,"VCU","A10","1-0",98,204,88.5,10,0.7639,"20-10","11-7",0,91,69,0,2022-11-08
"70",70,"Liberty","ASun","1-0",103.6,77,93.6,74,0.762,"24-6","15-3",0,155,70,0,2022-11-08
"71",71,"Colorado","P12","1-0",100.5,144,90.9,38,0.7604,"17-12","10-10",0.1,41,71,0,2022-11-08
"72",72,"Marquette","BE","1-0",102.6,95,92.9,62,0.758,"16-14","9-11",0,93,72,0,2022-11-08
"73",73,"Furman","SC","1-0",106.1,42,96.2,127,0.7555,"23-6","14-4",0,189,73,0,2022-11-08
"74",74,"Mississippi St.","SEC","1-0",100.8,137,91.4,46,0.755,"16-14","7-11",0.1,42,74,0,2022-11-08
"75",75,"Providence","BE","1-0",103.1,84,93.6,75,0.7525,"17-13","9-11",0.1,32,75,0,2022-11-08
"76",76,"Penn St.","B10","1-0",103.1,83,93.7,76,0.7519,"15-14","8-12",0,78,76,0,2022-11-08
"77",77,"UC Santa Barbara","BW","1-0",105.2,50,95.7,119,0.7463,"25-7","16-4",0,136,77,0,2022-11-08
"78",78,"Syracuse","ACC","1-0",106.9,36,97.4,146,0.7446,"16-14","8-12",0,90,78,0,2022-11-08
"79",79,"Toledo","MAC","1-0",104.6,60,95.5,112,0.7408,"22-6","15-3",0.1,43,79,0,2022-11-08
"80",80,"Wake Forest","ACC","1-0",104,68,95.2,107,0.7353,"15-15","8-12",0.1,30,80,0,2022-11-08
"81",81,"Boston College","ACC","1-0",102.5,96,93.8,80,0.7347,"15-14","8-12",0.1,46,81,0,2022-11-08
"82",82,"Temple","Amer","0-1",102,109,93.4,70,0.7334,"16-14","9-9",-0.9,353,82,0,2022-11-08
"83",83,"Washington","P12","1-0",101.3,125,92.8,60,0.7323,"16-14","9-11",0.1,69,83,0,2022-11-08
"84",84,"Vanderbilt","SEC","0-1",102.6,94,94.2,90,0.7264,"14-16","6-12",-0.6,305,84,0,2022-11-08
"85",85,"New Mexico","MWC","1-0",105.9,44,97.3,144,0.7251,"20-11","9-9",0.1,38,85,0,2022-11-08
"86",86,"Florida Atlantic","CUSA","1-0",103.4,79,95.3,109,0.719,"20-11","12-8",0,139,86,0,2022-11-08
"87",87,"Northwestern","B10","1-0",99.4,167,91.7,50,0.7171,"15-15","7-13",0,118,87,0,2022-11-08
"88",88,"BYU","WCC","1-0",101.4,123,93.5,73,0.7166,"18-11","9-7",0,85,88,0,2022-11-08
"89",89,"Vermont","AE","1-0",104.2,65,96.2,128,0.7149,"21-8","14-2",0.1,65,89,0,2022-11-08
"90",90,"Southern Illinois","MVC","1-0",101.8,113,94.1,87,0.7127,"21-9","14-6",0,94,90,0,2022-11-08
"91",91,"DePaul","BE","1-0",103.4,80,95.5,114,0.7118,"14-16","8-12",0.1,58,91,0,2022-11-08
"92",92,"San Francisco","WCC","1-0",101.9,110,94.3,92,0.7105,"18-11","8-8",0,79,92,0,2022-11-08
"93",93,"Towson","CAA","1-0",104.9,56,97.3,142,0.7037,"23-8","14-4",0,101,93,0,2022-11-08
"94",94,"Nebraska","B10","1-0",103.3,81,95.9,121,0.7032,"12-17","7-13",0,109,94,0,2022-11-08
"95",95,"Louisiana Tech","CUSA","1-0",100.4,148,93.2,66,0.7027,"19-12","12-8",0,202,95,0,2022-11-08
"96",96,"Bradley","MVC","1-0",101.2,131,94,84,0.6993,"21-9","14-6",0,186,96,0,2022-11-08
"97",97,"Georgia Tech","ACC","1-0",99.3,177,92.2,54,0.6992,"15-15","8-12",0,144,97,0,2022-11-08
"98",98,"Florida St.","ACC","0-1",103,86,95.7,117,0.6989,"12-17","7-13",-0.9,352,98,0,2022-11-08
"99",99,"Butler","BE","1-0",100.9,135,93.8,81,0.6966,"14-15","8-12",0,114,99,0,2022-11-08
"100",100,"Middle Tennessee","CUSA","1-0",102,108,95,104,0.6938,"20-11","12-8",0,169,100,0,2022-11-08
"101",101,"UNLV","MWC","1-0",100.9,134,94,86,0.693,"16-12","8-9",0.1,44,101,0,2022-11-08
"102",102,"Louisville","ACC","0-0",100.8,140,93.9,82,0.6923,"13-16","7-13",0,210,102,0,2022-11-08
"103",103,"Utah Valley","WAC","0-1",102.2,105,95.3,108,0.6907,"19-11","12-6",-0.4,269,103,0,2022-11-08
"104",104,"Portland","WCC","1-0",105.1,51,98,157,0.6905,"18-11","8-8",0,183,104,0,2022-11-08
"105",105,"Iona","MAAC","1-0",101.6,118,94.9,103,0.685,"21-8","15-5",0.1,29,105,0,2022-11-08
"106",106,"Colorado St.","MWC","1-0",102,107,95.7,116,0.6763,"16-13","8-10",0.1,53,106,0,2022-11-08
"107",107,"UNC Greensboro","SC","1-0",100.4,147,94.3,94,0.6724,"21-10","13-5",0,200,107,0,2022-11-08
"108",108,"Oral Roberts","Sum","0-1",108.1,24,101.6,230,0.6708,"22-8","14-4",-0.4,276,108,0,2022-11-08
"109",109,"Abilene Christian","WAC","1-0",99.7,163,93.7,78,0.67,"21-10","11-7",0,97,109,0,2022-11-08
"110",110,"George Mason","A10","0-1",101.4,121,95.7,115,0.6626,"16-13","9-9",-0.2,242,110,0,2022-11-08
"111",111,"Wichita St.","Amer","1-0",100,154,94.4,95,0.6594,"15-14","8-10",0,104,111,0,2022-11-08
"112",112,"Richmond","A10","1-0",100.5,145,94.9,102,0.6587,"17-13","9-9",0,124,112,0,2022-11-08
"113",113,"Grand Canyon","WAC","1-0",102.3,102,96.6,134,0.6578,"20-10","11-7",0.1,21,113,0,2022-11-08
"114",114,"South Carolina","SEC","1-0",99.4,168,94,83,0.6565,"13-16","5-13",0,113,114,0,2022-11-08
"115",115,"Kent St.","MAC","1-0",101.6,117,96.1,125,0.6557,"21-9","13-5",0.3,10,115,0,2022-11-08
"116",116,"Pittsburgh","ACC","1-0",101.4,124,95.9,122,0.6533,"14-16","7-13",0,88,116,0,2022-11-08
"117",117,"Colgate","Pat","0-1",102.8,92,97.3,143,0.6529,"22-9","15-3",-0.8,339,117,0,2022-11-08
"118",118,"Davidson","A10","1-0",103.2,82,97.8,151,0.6511,"16-12","9-9",0,146,118,0,2022-11-08
"119",119,"Sam Houston St.","WAC","1-0",96.8,233,91.7,49,0.651,"20-10","12-6",0.7,1,119,0,2022-11-08
"120",120,"Utah","P12","1-0",100.5,143,95.4,110,0.6462,"14-16","7-13",0,126,120,0,2022-11-08
"121",121,"UCF","Amer","0-1",101.4,122,96.3,131,0.6435,"14-15","8-10",-0.9,347,121,0,2022-11-08
"122",122,"Western Kentucky","CUSA","0-0",102.9,88,97.8,152,0.642,"17-12","11-9",0,226,122,0,2022-11-08
"123",123,"Longwood","BSth","0-1",102.8,90,97.8,153,0.6396,"23-8","14-4",-0.3,260,123,0,2022-11-08
"124",124,"Samford","SC","1-0",105.6,45,100.5,206,0.6396,"22-9","12-6",0,159,124,0,2022-11-08
"125",125,"South Dakota St.","Sum","0-1",104.6,61,99.5,191,0.6384,"21-10","14-4",-0.6,318,125,0,2022-11-08
"126",126,"Georgia","SEC","1-0",103.6,75,98.7,173,0.6371,"13-17","5-13",0,89,126,0,2022-11-08
"127",127,"Santa Clara","WCC","1-0",100.8,139,96,124,0.6344,"17-13","7-9",0.1,62,127,0,2022-11-08
"128",128,"Seattle","WAC","1-0",99.3,173,95.2,106,0.6205,"19-10","11-7",0.2,20,128,0,2022-11-08
"129",129,"Montana St.","BSky","0-1",102.8,89,98.5,171,0.6204,"20-10","14-4",-0.6,312,129,0,2022-11-08
"130",130,"South Florida","Amer","0-1",98.2,201,94.1,88,0.6179,"15-15","8-10",-1,356,130,0,2022-11-08
"131",131,"Jacksonville","ASun","0-1",101.2,127,97.1,140,0.6178,"19-10","12-6",-0.2,230,131,0,2022-11-08
"132",132,"Akron","MAC","1-0",101.9,111,97.7,150,0.6177,"20-9","12-6",0.2,19,132,0,2022-11-08
"133",133,"Louisiana Lafayette","SB","1-0",102.4,100,98.3,165,0.6139,"19-10","12-6",0,174,133,0,2022-11-08
"134",134,"UTEP","CUSA","0-1",97.9,207,94.3,93,0.6081,"17-13","10-10",-0.2,234,134,0,2022-11-08
"135",135,"UC Irvine","BW","1-0",97.4,218,93.8,79,0.6079,"19-12","13-7",0,137,135,0,2022-11-08
"136",136,"New Mexico St.","WAC","1-0",99.9,159,96.1,126,0.6078,"16-14","10-8",0,181,136,0,2022-11-08
"137",137,"Stephen F. Austin","WAC","1-0",98.4,195,94.8,99,0.6066,"19-12","11-7",0,197,137,0,2022-11-08
"138",138,"College of Charleston","CAA","1-0",103,87,99.2,181,0.6057,"20-9","13-5",0.1,24,138,0,2022-11-08
"139",139,"Norfolk St.","MEAC","1-0",99.7,162,96.4,132,0.5964,"22-8","12-2",0,149,139,0,2022-11-08
"140",140,"Chattanooga","SC","0-1",100.2,151,96.8,136,0.5962,"20-11","12-6",-0.6,319,140,0,2022-11-08
"141",141,"Indiana St.","MVC","1-0",98.9,184,96,123,0.5862,"19-10","12-8",0,125,141,0,2022-11-08
"142",142,"Rhode Island","A10","0-1",97.2,221,94.5,96,0.5826,"14-15","8-10",-0.9,346,142,0,2022-11-08
"143",143,"Texas St.","SB","0-1",99.2,179,96.9,138,0.5674,"19-11","11-7",-0.4,279,143,0,2022-11-08
"144",144,"SMU","Amer","1-0",97.9,210,95.7,118,0.5646,"12-17","6-12",0,112,144,0,2022-11-08
"145",145,"Long Beach St.","BW","1-0",101.7,115,99.5,187,0.5624,"19-11","12-8",0.2,11,145,0,2022-11-08
"146",146,"Ohio","MAC","0-1",100.9,133,98.8,175,0.5599,"19-12","12-6",-0.8,330,146,0,2022-11-08
"147",147,"Loyola Marymount","WCC","1-0",103.7,74,101.5,228,0.5593,"14-14","6-9",0,170,147,0,2022-11-08
"148",148,"Fordham","A10","1-0",95.1,267,93.2,67,0.5592,"18-13","8-10",0,80,148,0,2022-11-08
"149",149,"Fort Wayne","Horz","0-1",100,155,98.1,158,0.5546,"21-9","14-6",-0.3,255,149,0,2022-11-08
"150",150,"Nicholls St.","Slnd","0-1",99.8,160,98,155,0.5542,"19-9","15-3",-0.2,237,150,0,2022-11-08
"151",151,"Hawaii","BW","0-0",98.9,185,97.2,141,0.5519,"19-10","12-8",0,218,151,0,2022-11-08
"152",152,"Penn","Ivy","0-1",101.2,130,99.4,186,0.5503,"17-12","9-5",-0.6,307,152,0,2022-11-08
"153",153,"San Diego","WCC","1-0",98.7,191,97,139,0.5486,"14-14","6-9",0,141,153,0,2022-11-08
"154",154,"Duquesne","A10","1-0",101.7,114,100,197,0.5482,"16-15","8-10",0.1,48,154,0,2022-11-08
"155",155,"California","P12","0-1",97.1,226,95.5,113,0.5475,"11-19","6-14",-0.9,350,155,0,2022-11-08
"156",156,"Fairfield","MAAC","0-1",100,156,98.5,170,0.5429,"20-11","13-7",-0.5,292,156,0,2022-11-08
"157",157,"James Madison","SB","1-0",102.8,91,101.4,226,0.5378,"17-12","10-8",0,178,157,0,2022-11-08
"158",158,"Yale","Ivy","1-0",95.7,259,94.6,98,0.533,"16-11","9-5",0,150,158,0,2022-11-08
"159",159,"La Salle","A10","0-1",100.3,149,99.2,182,0.5318,"14-16","8-10",-0.2,244,159,0,2022-11-08
"160",160,"South Alabama","SB","0-0",98.4,194,97.3,145,0.5316,"18-13","11-7",0,219,160,0,2022-11-08
"161",161,"George Washington","A10","1-0",99.2,180,98.2,160,0.5312,"15-14","7-11",0,196,161,0,2022-11-08
"162",162,"Massachusetts","A10","1-0",104.1,67,103.1,264,0.5284,"13-15","7-11",0,115,162,0,2022-11-08
"163",163,"Old Dominion","SB","1-0",99,181,98.2,163,0.5239,"17-11","10-8",0,98,163,0,2022-11-08
"164",164,"Minnesota","B10","1-0",99,183,98.2,162,0.5233,"11-19","4-16",0.1,49,164,0,2022-11-08
"165",165,"Rider","MAAC","0-1",100.2,150,99.5,188,0.5221,"18-11","13-7",-0.5,288,165,0,2022-11-08
"166",166,"Harvard","Ivy","1-0",95.7,258,95.1,105,0.5192,"16-11","9-5",0,135,166,0,2022-11-08
"167",167,"Nevada","MWC","1-0",100.8,136,100.1,200,0.5191,"12-17","6-12",0.1,52,167,0,2022-11-08
"168",168,"Bryant","AE","1-0",104,69,103.5,274,0.5146,"20-11","11-5",0,190,168,0,2022-11-08
"169",169,"Charlotte","CUSA","1-0",102.4,98,102.1,243,0.5086,"14-15","8-12",0,99,169,0,2022-11-08
"170",170,"Pepperdine","WCC","1-0",98,203,97.8,154,0.5062,"14-15","6-10",0.1,68,170,0,2022-11-08
"171",171,"Northern Kentucky","Horz","0-1",99.4,170,99.2,179,0.5051,"18-11","14-6",-0.8,337,171,0,2022-11-08
"172",172,"South Dakota","Sum","0-1",104.5,62,104.3,284,0.5049,"18-11","12-6",-0.4,275,172,0,2022-11-08
"173",173,"Tulsa","Amer","0-1",97.7,214,97.6,148,0.5027,"10-17","6-12",-0.9,342,173,0,2022-11-08
"174",174,"Saint Joseph's","A10","0-0",96.7,235,96.6,133,0.501,"12-16","7-11",0,220,174,0,2022-11-08
"175",175,"Florida Gulf Coast","ASun","1-0",101.7,116,101.7,231,0.499,"17-12","11-7",0.6,2,175,0,2022-11-08
"176",176,"Marshall","SB","0-1",100.7,141,100.9,209,0.4954,"18-13","10-8",-0.8,336,176,0,2022-11-08
"177",177,"Southern Utah","WAC","0-1",102.3,101,102.6,255,0.4943,"15-14","8-10",-0.5,295,177,0,2022-11-08
"178",178,"Tarleton St.","WAC","0-1",94.6,278,94.8,100,0.4934,"15-14","9-9",-0.4,277,178,0,2022-11-08
"179",179,"Quinnipiac","MAAC","1-0",100.8,138,101,214,0.4922,"20-11","12-8",0.3,8,179,0,2022-11-08
"180",180,"UNC Asheville","BSth","1-0",103.9,72,104.3,283,0.4897,"20-11","12-6",0.4,6,180,0,2022-11-08
"181",181,"Northeastern","CAA","0-1",96.4,238,96.8,135,0.4873,"15-13","11-7",-0.8,332,181,0,2022-11-08
"182",182,"St. Bonaventure","A10","1-0",98.9,188,99.3,184,0.4871,"14-17","7-11",0,73,182,0,2022-11-08
"183",183,"Youngstown St.","Horz","1-0",105,54,105.5,310,0.4868,"21-10","13-7",0.1,36,183,0,2022-11-08
"184",184,"Cal Baptist","WAC","0-1",99.2,178,99.9,194,0.4822,"16-14","8-10",-0.9,343,184,0,2022-11-08
"185",185,"Georgetown","BE","1-0",101.3,126,102,241,0.479,"10-20","4-16",0,100,185,0,2022-11-08
"186",186,"UC Riverside","BW","0-1",97.5,215,98.4,167,0.4727,"16-16","11-9",-0.5,285,186,0,2022-11-08
"187",187,"Hofstra","CAA","1-0",101.5,120,102.5,252,0.4722,"16-15","11-7",0.2,13,187,0,2022-11-08
"188",188,"Georgia St.","SB","1-0",98.4,196,99.6,192,0.4651,"17-13","9-9",0,173,188,0,2022-11-08
"189",189,"Texas A&M Corpus Chris","Slnd","0-1",96.2,243,97.5,147,0.4636,"22-9","14-4",-0.5,287,189,0,2022-11-08
"190",190,"Valparaiso","MVC","0-1",99.3,176,100.5,207,0.4628,"16-14","10-10",-0.5,291,190,0,2022-11-08
"191",191,"Southern","SWAC","0-1",94.4,280,95.8,120,0.4587,"19-11","14-4",-0.6,306,191,0,2022-11-08
"192",192,"Ball St.","MAC","1-0",98.3,199,99.7,193,0.4582,"17-12","10-8",0,182,192,0,2022-11-08
"193",193,"Appalachian St.","SB","1-0",96.9,228,98.4,166,0.4576,"17-14","9-9",0,157,193,0,2022-11-08
"194",194,"Lipscomb","ASun","0-0",101.9,112,103.6,275,0.4505,"17-14","10-8",0,223,194,0,2022-11-08
"195",195,"Belmont","MVC","1-0",98.1,202,99.9,195,0.4487,"14-15","10-10",0.1,26,195,0,2022-11-08
"196",196,"Delaware","CAA","1-0",98.9,189,101,211,0.4398,"17-14","10-8",0,171,196,0,2022-11-08
"197",197,"San Jose St.","MWC","1-0",98.2,200,100.5,205,0.4346,"11-18","5-13",0.1,45,197,0,2022-11-08
"198",198,"UC Davis","BW","1-0",95.6,260,98,156,0.4286,"18-14","10-10",0.3,9,198,0,2022-11-08
"199",199,"Illinois St.","MVC","0-1",99.5,165,102,236,0.4285,"15-14","9-11",-1,359,199,0,2022-11-08
"200",200,"Georgia Southern","SB","0-1",96,250,98.5,169,0.4261,"16-15","9-9",-0.8,331,200,0,2022-11-08
"201",201,"Jacksonville St.","ASun","1-0",99.3,172,102,235,0.4257,"17-14","9-9",0,191,201,0,2022-11-08
"202",202,"Cornell","Ivy","0-1",98.6,192,101.3,220,0.4243,"14-13","7-7",-0.5,293,202,0,2022-11-08
"203",203,"Missouri St.","MVC","0-0",98.3,198,101,212,0.4227,"13-16","9-11",0,211,203,0,2022-11-08
"204",204,"Cleveland St.","Horz","0-1",96.3,239,99,176,0.4217,"19-13","12-8",-1,362,204,0,2022-11-08
"205",205,"Princeton","Ivy","0-1",99.3,175,102,240,0.4214,"14-12","7-7",-0.9,349,205,0,2022-11-08
"206",206,"Mercer","SC","0-1",98.6,193,101.4,223,0.4192,"16-15","9-9",-0.8,335,206,0,2022-11-08
"207",207,"Montana","BSky","0-1",98.9,186,102,238,0.4125,"17-13","11-7",-0.7,323,207,0,2022-11-08
"208",208,"Western Michigan","MAC","0-1",99.3,174,102.5,250,0.4112,"16-15","10-8",-0.7,326,208,0,2022-11-08
"209",209,"Murray St.","MVC","0-1",95.1,269,98.1,159,0.4104,"12-16","8-12",-0.3,264,209,0,2022-11-08
"210",210,"Cal Poly","BW","1-0",96,247,99.1,178,0.4103,"16-16","10-10",0,153,210,0,2022-11-08
"211",211,"UNC Wilmington","CAA","0-1",100,157,103.2,266,0.4102,"15-14","10-8",-0.2,233,211,0,2022-11-08
"212",212,"Boston University","Pat","1-0",99.6,164,102.8,258,0.4092,"19-12","11-7",0.1,40,212,0,2022-11-08
"213",213,"Saint Peter's","MAAC","1-0",90.8,339,94,85,0.4029,"16-12","10-10",0,107,213,0,2022-11-08
"214",214,"FIU","CUSA","1-0",97.9,209,101.4,225,0.4005,"14-17","6-14",0,120,214,0,2022-11-08
"215",215,"North Carolina A&T","CAA","1-0",95,271,98.4,168,0.399,"15-15","10-8",0,167,215,0,2022-11-08
"216",216,"Utah Tech","WAC","0-1",95.3,265,98.8,174,0.399,"15-16","7-11",-0.7,327,216,0,2022-11-08
"217",217,"Oakland","Horz","1-0",99.4,171,103.2,265,0.3934,"15-14","12-8",0,204,217,0,2022-11-08
"218",218,"Northern Iowa","MVC","1-0",96.3,240,100,196,0.393,"13-17","8-12",0,164,218,0,2022-11-08
"219",219,"Gardner Webb","BSth","0-1",93.3,310,96.9,137,0.3929,"15-15","10-8",-0.6,308,219,0,2022-11-08
"220",220,"North Florida","ASun","0-1",99.4,166,103.3,271,0.3923,"15-16","9-9",-0.1,228,220,0,2022-11-08
"221",221,"Troy","SB","1-0",96.5,237,100.4,204,0.3878,"15-16","8-10",0,187,221,0,2022-11-08
"222",222,"Wofford","SC","1-0",97.3,220,101.4,224,0.3844,"15-16","9-9",0,152,222,0,2022-11-08
"223",223,"Kennesaw St.","ASun","1-0",100.1,153,104.9,297,0.3682,"15-16","9-9",0,177,223,0,2022-11-08
"224",224,"East Carolina","Amer","1-0",96.1,244,100.8,208,0.3677,"10-19","4-14",0.1,47,224,0,2022-11-08
"225",225,"Navy","Pat","1-0",91.8,332,96.3,129,0.3674,"16-14","10-8",0.1,33,225,0,2022-11-08
