"","rk","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date"
"48",48,"Rutgers","B10","1-0",101.4,129,88.5,8,0.8282,"19-12","10-10",0,106,48,0,2022-11-09
"49",49,"Maryland","B10","1-0",106.7,38,93.1,61,0.8279,"18-12","11-9",0,86,49,0,2022-11-09
"50",50,"Mississippi","SEC","1-0",104.6,64,91.5,42,0.8224,"17-12","9-9",0,114,50,0,2022-11-09
"51",51,"USC","P12","0-1",104.1,73,91.2,39,0.82,"18-11","11-9",-0.9,343,51,0,2022-11-09
"52",52,"Missouri","SEC","1-0",110,10,96.5,130,0.819,"19-12","9-9",0.1,63,52,0,2022-11-09
"53",53,"Cincinnati","Amer","1-0",105.3,54,92.4,52,0.818,"20-9","11-7",0,192,53,0,2022-11-09
"54",54,"Seton Hall","BE","1-0",102.4,103,89.9,27,0.8167,"17-12","11-9",0,125,54,0,2022-11-09
"55",55,"Wisconsin","B10","1-0",102.4,105,90,28,0.8142,"17-12","10-10",0.1,38,55,0,2022-11-09
"56",56,"Drake","MVC","1-0",106.6,39,93.9,76,0.812,"23-6","16-4",0,136,56,0,2022-11-09
"57",57,"North Texas","CUSA","1-0",104.2,71,92,51,0.8081,"20-8","14-6",0,156,57,0,2022-11-09
"58",58,"Saint Mary's","WCC","1-0",101.4,128,89.6,21,0.8072,"19-10","10-6",0.2,15,58,0,2022-11-09
"59",59,"Arizona St.","P12","1-0",101.3,133,89.5,20,0.8052,"18-12","10-10",0.1,41,59,0,2022-11-09
"60",60,"Connecticut","BE","1-0",105.1,56,93.4,69,0.7953,"17-12","10-10",0,142,60,0,2022-11-09
"61",61,"Washington St.","P12","1-0",104.9,59,93.4,64,0.7931,"17-12","10-10",0.1,27,61,0,2022-11-09
"62",62,"Ohio St.","B10","1-0",106.8,37,95.1,100,0.7905,"15-14","9-11",0,93,62,0,2022-11-09
"63",63,"Clemson","ACC","1-0",104.9,60,93.7,71,0.7852,"17-13","10-10",0,121,63,0,2022-11-09
"64",64,"Fresno St.","MWC","1-0",103.8,77,92.9,59,0.7828,"19-10","11-7",0,152,64,0,2022-11-09
"65",65,"LSU","SEC","1-0",102.1,113,91.7,46,0.7749,"16-13","7-11",0,118,65,0,2022-11-09
"66",66,"North Carolina St.","ACC","1-0",106.2,43,95.7,111,0.7678,"16-13","9-11",0,76,66,0,2022-11-09
"67",67,"Loyola Chicago","A10","1-0",102.5,102,92.5,55,0.7652,"19-9","11-7",0,133,67,0,2022-11-09
"68",68,"VCU","A10","1-0",98.3,203,88.7,10,0.7634,"20-10","11-7",0,92,68,0,2022-11-09
"69",69,"Liberty","ASun","1-0",103.8,78,93.8,74,0.7615,"24-6","15-3",0,162,69,0,2022-11-09
"70",70,"Colorado","P12","1-0",100.7,144,91.1,38,0.7599,"17-12","10-10",0.1,43,70,0,2022-11-09
"71",71,"Marquette","BE","1-0",102.8,95,93.1,62,0.7575,"16-14","9-11",0,94,71,0,2022-11-09
"72",72,"Boise St.","MWC","0-1",102.1,114,92.5,56,0.7562,"16-12","9-8",-0.8,329,72,0,2022-11-09
"73",73,"Furman","SC","1-0",106.3,42,96.4,127,0.755,"23-6","14-4",0,196,73,0,2022-11-09
"74",74,"Mississippi St.","SEC","1-0",101,138,91.6,45,0.7545,"16-14","7-11",0.1,44,74,0,2022-11-09
"75",75,"Providence","BE","1-0",103.4,85,93.8,75,0.752,"17-13","9-11",0.1,34,75,0,2022-11-09
"76",76,"Penn St.","B10","1-0",103.4,84,93.9,77,0.7515,"15-14","8-12",0,80,76,0,2022-11-09
"77",77,"UC Santa Barbara","BW","1-0",105.4,52,96,119,0.7458,"25-7","16-4",0,146,77,0,2022-11-09
"78",78,"Syracuse","ACC","1-0",107.2,36,97.7,146,0.7441,"16-14","8-12",0,91,78,0,2022-11-09
"79",79,"Toledo","MAC","1-0",104.8,61,95.7,112,0.7403,"22-6","15-3",0.1,45,79,0,2022-11-09
"80",80,"Wake Forest","ACC","1-0",104.3,69,95.4,106,0.7348,"15-15","8-12",0.1,32,80,0,2022-11-09
"81",81,"Boston College","ACC","1-0",102.7,96,94,81,0.7342,"15-14","8-12",0.1,48,81,0,2022-11-09
"82",82,"Temple","Amer","0-1",102.2,110,93.6,70,0.7329,"16-14","9-9",-0.9,352,82,0,2022-11-09
"83",83,"Washington","P12","1-0",101.5,125,93,60,0.7319,"16-14","9-11",0.1,71,83,0,2022-11-09
"84",84,"Vanderbilt","SEC","0-1",102.8,94,94.5,90,0.7259,"14-16","6-12",-0.6,298,84,0,2022-11-09
"85",85,"New Mexico","MWC","1-0",106.1,44,97.5,144,0.7247,"20-11","10-8",0.1,40,85,0,2022-11-09
"86",86,"Florida Atlantic","CUSA","1-0",103.6,81,95.5,109,0.7186,"20-11","12-8",0,149,86,0,2022-11-09
"87",87,"Northwestern","B10","1-0",99.7,167,91.9,50,0.7167,"15-15","7-13",0,123,87,0,2022-11-09
"88",88,"BYU","WCC","1-0",101.6,123,93.7,73,0.7161,"18-11","9-7",0,87,88,0,2022-11-09
"89",89,"Vermont","AE","1-0",104.5,66,96.4,128,0.7145,"21-8","14-2",0.1,67,89,0,2022-11-09
"90",90,"Southern Illinois","MVC","1-0",102.1,112,94.3,87,0.7123,"21-9","14-6",0,95,90,0,2022-11-09
"91",91,"DePaul","BE","1-0",103.6,82,95.8,114,0.7113,"14-16","8-12",0.1,60,91,0,2022-11-09
"92",92,"San Francisco","WCC","1-0",102.1,111,94.5,91,0.7101,"18-11","8-8",0,81,92,0,2022-11-09
"93",93,"Towson","CAA","1-0",105.1,57,97.5,141,0.7034,"23-8","14-4",0,104,93,0,2022-11-09
"94",94,"Nebraska","B10","1-0",103.6,83,96.1,121,0.7028,"12-17","7-13",0,113,94,0,2022-11-09
"95",95,"Louisiana Tech","CUSA","1-0",100.6,149,93.4,66,0.7023,"19-12","12-8",0,209,95,0,2022-11-09
"96",96,"Portland","WCC","2-0",105.4,51,97.9,150,0.7009,"18-11","8-8",0,138,96,0,2022-11-09
"97",97,"Bradley","MVC","1-0",101.4,132,94.2,84,0.6989,"21-9","14-6",0,193,97,0,2022-11-09
"98",98,"Georgia Tech","ACC","1-0",99.5,177,92.5,54,0.6987,"15-15","8-12",0,153,98,0,2022-11-09
"99",99,"Florida St.","ACC","0-1",103.2,86,95.9,117,0.6985,"12-17","8-12",-0.9,351,99,0,2022-11-09
"100",100,"Butler","BE","1-0",101.1,136,94,82,0.6962,"14-15","8-12",0,119,100,0,2022-11-09
"101",101,"Middle Tennessee","CUSA","1-0",102.2,109,95.2,103,0.6934,"20-11","12-8",0,178,101,0,2022-11-09
"102",102,"UNLV","MWC","1-0",101.1,135,94.2,86,0.6926,"16-12","8-9",0.1,46,102,0,2022-11-09
"103",103,"Utah Valley","WAC","1-1",102.4,104,95.5,108,0.6902,"19-11","12-6",-0.4,263,103,0,2022-11-09
"104",104,"Iona","MAAC","1-0",101.8,118,95.2,102,0.6846,"21-8","15-5",0.1,31,104,0,2022-11-09
"105",105,"Colorado St.","MWC","1-0",102.2,106,95.9,116,0.6759,"16-13","8-10",0.1,55,105,0,2022-11-09
"106",106,"UNC Greensboro","SC","1-0",100.6,148,94.6,93,0.672,"21-10","13-5",0,207,106,0,2022-11-09
"107",107,"Oral Roberts","Sum","0-1",108.3,24,101.8,231,0.6703,"22-8","14-4",-0.4,269,107,0,2022-11-09
"108",108,"Abilene Christian","WAC","1-0",99.9,163,93.9,79,0.6697,"21-10","11-7",0,99,108,0,2022-11-09
"109",109,"South Dakota St.","Sum","1-1",104.8,62,98.7,166,0.6666,"22-9","14-4",-0.1,222,109,0,2022-11-09
"110",110,"George Mason","A10","0-1",101.7,121,95.9,115,0.6621,"16-13","9-9",-0.2,236,110,0,2022-11-09
"111",111,"Wichita St.","Amer","1-0",100.2,155,94.7,94,0.6591,"15-14","8-10",0,107,111,0,2022-11-09
"112",112,"Richmond","A10","1-0",100.7,145,95.1,101,0.6584,"17-13","9-9",0,130,112,0,2022-11-09
"113",113,"Grand Canyon","WAC","2-0",102.5,101,96.9,134,0.6574,"20-10","11-7",0.1,22,113,0,2022-11-09
"114",114,"South Carolina","SEC","1-0",99.7,168,94.2,83,0.6562,"13-16","5-13",0,117,114,0,2022-11-09
"115",115,"Kent St.","MAC","1-0",101.8,117,96.3,125,0.6553,"21-9","13-5",0.3,10,115,0,2022-11-09
"116",116,"Colgate","Pat","0-1",103,91,97.5,142,0.6526,"22-9","15-3",-0.8,334,116,0,2022-11-09
"117",117,"Pittsburgh","ACC","1-0",101.6,124,96.2,122,0.6515,"14-16","7-13",0,96,117,0,2022-11-09
"118",118,"Sam Houston St.","WAC","1-0",97,234,91.9,49,0.6506,"20-10","12-6",0.7,1,118,0,2022-11-09
"119",119,"Louisville","ACC","0-1",100.6,147,95.5,107,0.6469,"11-18","7-13",-0.9,349,119,0,2022-11-09
"120",120,"Utah","P12","1-0",100.7,143,95.6,110,0.646,"14-16","7-13",0,132,120,0,2022-11-09
"121",121,"UCF","Amer","0-1",101.6,122,96.6,131,0.6432,"14-15","8-10",-0.9,345,121,0,2022-11-09
"122",122,"Western Kentucky","CUSA","0-0",103.1,88,98,152,0.6416,"17-12","11-9",0,219,122,0,2022-11-09
"123",123,"Samford","SC","1-0",105.9,45,100.7,207,0.6393,"22-9","12-6",0,167,123,0,2022-11-09
"124",124,"Longwood","BSth","0-1",103.1,90,98.1,154,0.6392,"23-8","14-4",-0.3,255,124,0,2022-11-09
"125",125,"Georgia","SEC","1-0",103.9,76,98.9,173,0.6368,"13-17","5-13",0,90,125,0,2022-11-09
"126",126,"Santa Clara","WCC","1-0",101,140,96.3,124,0.6341,"17-13","7-9",0.1,64,126,0,2022-11-09
"127",127,"Davidson","A10","2-0",103.8,80,98.9,174,0.6336,"16-12","8-10",0.2,17,127,0,2022-11-09
"128",128,"Seattle","WAC","2-0",99.6,173,95.4,105,0.6202,"19-10","11-7",0.2,21,128,0,2022-11-09
"129",129,"Montana St.","BSky","0-1",103.1,89,98.8,171,0.6201,"20-10","14-4",-0.6,305,129,0,2022-11-09
"130",130,"Akron","MAC","1-0",102.2,107,98,151,0.6198,"20-9","12-6",0.2,16,130,0,2022-11-09
"131",131,"James Madison","SB","2-0",104.7,63,100.5,201,0.6178,"19-10","12-6",0,108,131,0,2022-11-09
"132",132,"South Florida","Amer","0-1",98.4,200,94.4,88,0.6176,"15-15","8-10",-1,355,132,0,2022-11-09
"133",133,"Jacksonville","ASun","0-1",101.5,127,97.3,139,0.6174,"19-10","12-6",-0.2,224,133,0,2022-11-09
"134",134,"Louisiana Lafayette","SB","1-0",102.6,99,98.6,164,0.6136,"19-10","12-6",0,183,134,0,2022-11-09
"135",135,"UTEP","CUSA","0-1",98.2,208,94.5,92,0.6077,"17-13","10-10",-0.2,228,135,0,2022-11-09
"136",136,"UC Irvine","BW","1-0",97.6,218,94,80,0.6076,"19-12","13-7",0,147,136,0,2022-11-09
"137",137,"New Mexico St.","WAC","1-0",100.1,160,96.4,126,0.6076,"16-14","10-8",0,189,137,0,2022-11-09
"138",138,"Stephen F. Austin","WAC","1-0",98.6,195,95,98,0.6064,"19-12","11-7",0,204,138,0,2022-11-09
"139",139,"College of Charleston","CAA","1-0",103.2,87,99.4,182,0.6054,"20-9","13-5",0.1,25,139,0,2022-11-09
"140",140,"Norfolk St.","MEAC","2-0",99.9,162,96.6,132,0.5961,"22-8","12-2",0,144,140,0,2022-11-09
"141",141,"Chattanooga","SC","0-1",100.4,152,97,136,0.5959,"20-11","12-6",-0.6,311,141,0,2022-11-09
"142",142,"Indiana St.","MVC","1-0",99.2,185,96.2,123,0.586,"19-10","12-8",0,131,142,0,2022-11-09
"143",143,"Rhode Island","A10","0-1",97.5,221,94.7,95,0.5824,"14-15","8-10",-0.9,344,143,0,2022-11-09
"144",144,"Texas St.","SB","0-1",99.5,179,97.2,138,0.5672,"19-11","11-7",-0.4,272,144,0,2022-11-09
"145",145,"SMU","Amer","1-0",98.1,210,95.9,118,0.5645,"12-17","6-12",0,116,145,0,2022-11-09
"146",146,"Long Beach St.","BW","1-0",101.9,116,99.7,188,0.5623,"19-11","12-8",0.2,11,146,0,2022-11-09
"147",147,"Ohio","MAC","0-1",101.2,134,99.1,176,0.5597,"19-12","12-6",-0.8,324,147,0,2022-11-09
"148",148,"Loyola Marymount","WCC","1-0",103.9,75,101.8,228,0.5591,"14-14","6-9",0,179,148,0,2022-11-09
"149",149,"Fordham","A10","1-0",95.3,266,93.4,68,0.5591,"18-13","8-10",0,82,149,0,2022-11-09
"150",150,"Fort Wayne","Horz","0-1",100.2,156,98.3,157,0.5544,"21-9","14-6",-0.3,249,150,0,2022-11-09
"151",151,"Nicholls St.","Slnd","0-1",100.1,161,98.2,155,0.5539,"19-9","15-3",-0.2,231,151,0,2022-11-09
"152",152,"San Diego","WCC","2-0",99.3,181,97.5,143,0.5531,"15-13","6-9",0.1,37,152,0,2022-11-09
"153",153,"Hawaii","BW","0-0",99.2,186,97.4,140,0.5518,"19-10","12-8",0,217,153,0,2022-11-09
"154",154,"Penn","Ivy","0-1",101.4,130,99.7,187,0.5501,"17-12","9-5",-0.6,300,154,0,2022-11-09
"155",155,"Duquesne","A10","1-0",101.9,115,100.2,197,0.5481,"16-15","8-10",0.1,50,155,0,2022-11-09
"156",156,"California","P12","0-1",97.3,227,95.7,113,0.5474,"11-19","6-14",-0.9,348,156,0,2022-11-09
"157",157,"Fairfield","MAAC","0-1",100.2,157,98.7,170,0.5427,"20-11","13-7",-0.5,285,157,0,2022-11-09
"158",158,"Yale","Ivy","1-0",95.9,259,94.8,97,0.5329,"16-11","9-5",0,158,158,0,2022-11-09
"159",159,"La Salle","A10","0-1",100.5,150,99.4,183,0.5316,"14-16","8-10",-0.2,238,159,0,2022-11-09
"160",160,"South Alabama","SB","1-0",98.6,194,97.6,145,0.5315,"18-13","11-7",0,177,160,0,2022-11-09
"161",161,"George Washington","A10","1-0",99.5,180,98.4,159,0.5311,"15-14","7-11",0,203,161,0,2022-11-09
"162",162,"Massachusetts","A10","1-0",104.4,68,103.3,262,0.5284,"13-15","7-11",0,120,162,0,2022-11-09
"163",163,"Old Dominion","SB","1-0",99.3,182,98.4,162,0.5239,"16-12","10-8",0,101,163,0,2022-11-09
"164",164,"Minnesota","B10","1-0",99.2,184,98.4,161,0.5232,"11-19","4-16",0.1,51,164,0,2022-11-09
"165",165,"Rider","MAAC","0-1",100.5,151,99.7,189,0.522,"18-11","13-7",-0.5,281,165,0,2022-11-09
"166",166,"Harvard","Ivy","1-0",95.9,258,95.3,104,0.5192,"16-11","9-5",0,143,166,0,2022-11-09
"167",167,"Nevada","MWC","1-0",101,137,100.4,200,0.5191,"12-17","6-12",0.1,54,167,0,2022-11-09
"168",168,"Bryant","AE","1-0",104.2,70,103.7,273,0.5145,"20-11","11-5",0,197,168,0,2022-11-09
"169",169,"Charlotte","CUSA","1-0",102.7,98,102.4,243,0.5087,"14-15","8-12",0,102,169,0,2022-11-09
"170",170,"Youngstown St.","Horz","2-0",105.6,47,105.4,299,0.5062,"21-10","13-7",0.1,26,170,0,2022-11-09
"171",171,"Pepperdine","WCC","1-0",98.3,202,98.1,153,0.5062,"14-15","6-10",0.1,70,171,0,2022-11-09
"172",172,"Northern Kentucky","Horz","0-1",99.6,170,99.4,180,0.5051,"18-11","13-7",-0.8,332,172,0,2022-11-09
"173",173,"Tulsa","Amer","0-1",97.9,214,97.8,148,0.5027,"10-17","6-12",-0.9,339,173,0,2022-11-09
"174",174,"Saint Joseph's","A10","0-0",96.9,236,96.8,133,0.501,"12-16","7-11",0,218,174,0,2022-11-09
"175",175,"Florida Gulf Coast","ASun","1-1",102.2,108,102.2,239,0.4991,"16-13","11-7",-0.1,220,175,0,2022-11-09
"176",176,"South Dakota","Sum","1-1",105.3,53,105.5,301,0.4964,"18-11","12-6",-0.3,253,176,0,2022-11-09
"177",177,"Marshall","SB","0-1",100.9,141,101.1,210,0.4954,"17-14","10-8",-0.8,331,177,0,2022-11-09
"178",178,"Southern Utah","WAC","0-1",102.6,100,102.8,254,0.4942,"15-14","8-10",-0.5,288,178,0,2022-11-09
"179",179,"Tarleton St.","WAC","0-1",94.8,277,95.1,99,0.4934,"15-14","9-9",-0.4,270,179,0,2022-11-09
"180",180,"Quinnipiac","MAAC","1-0",101,139,101.3,215,0.4922,"20-11","12-8",0.3,8,180,0,2022-11-09
"181",181,"UNC Asheville","BSth","1-0",104.1,72,104.5,282,0.4897,"20-11","12-6",0.4,6,181,0,2022-11-09
"182",182,"Northeastern","CAA","0-1",96.6,239,97,135,0.4874,"15-13","11-7",-0.8,326,182,0,2022-11-09
"183",183,"St. Bonaventure","A10","1-0",99.1,189,99.6,185,0.4871,"14-17","7-11",0,75,183,0,2022-11-09
"184",184,"Cal Baptist","WAC","0-1",99.5,178,100.1,194,0.4822,"16-14","8-10",-0.9,340,184,0,2022-11-09
"185",185,"Georgetown","BE","1-0",101.5,126,102.3,240,0.4791,"10-20","4-16",0,103,185,0,2022-11-09
"186",186,"UC Riverside","BW","0-1",97.7,215,98.7,168,0.4727,"16-16","11-9",-0.5,278,186,0,2022-11-09
"187",187,"Hofstra","CAA","1-0",101.7,120,102.7,251,0.4722,"16-15","11-7",0.2,13,187,0,2022-11-09
"188",188,"Georgia St.","SB","1-0",98.6,196,99.8,192,0.4652,"17-13","9-9",0,182,188,0,2022-11-09
"189",189,"Texas A&M Corpus Chris","Slnd","0-1",96.5,243,97.7,147,0.4636,"22-9","14-4",-0.5,280,189,0,2022-11-09
"190",190,"Valparaiso","MVC","0-1",99.5,176,100.8,208,0.4628,"16-14","10-10",-0.5,284,190,0,2022-11-09
"191",191,"Southern","SWAC","0-1",94.7,279,96,120,0.4587,"19-11","14-4",-0.6,299,191,0,2022-11-09
"192",192,"Ball St.","MAC","1-0",98.5,198,99.9,193,0.4583,"17-12","10-8",0,190,192,0,2022-11-09
"193",193,"Appalachian St.","SB","1-0",97.2,229,98.6,165,0.4576,"17-14","9-9",0,165,193,0,2022-11-09
"194",194,"Lipscomb","ASun","0-1",102.9,92,104.5,283,0.4563,"17-14","10-8",-0.7,321,194,0,2022-11-09
"195",195,"Belmont","MVC","1-0",98.4,201,100.1,195,0.4488,"14-15","10-10",0.1,28,195,0,2022-11-09
"196",196,"Delaware","CAA","1-0",99.1,190,101.2,212,0.4399,"17-14","10-8",0,180,196,0,2022-11-09
"197",197,"San Jose St.","MWC","1-0",98.4,199,100.7,206,0.4348,"11-18","5-13",0.1,47,197,0,2022-11-09
"198",198,"UC Davis","BW","2-0",95.8,260,98.2,156,0.4287,"18-14","10-10",0.3,9,198,0,2022-11-09
"199",199,"Illinois St.","MVC","0-1",99.7,165,102.2,235,0.4287,"15-14","9-11",-1,358,199,0,2022-11-09
"200",200,"Georgia Southern","SB","0-1",96.2,250,98.7,169,0.4262,"16-15","8-10",-0.8,325,200,0,2022-11-09
"201",201,"Jacksonville St.","ASun","1-0",99.6,172,102.2,234,0.4259,"17-14","9-9",0,198,201,0,2022-11-09
"202",202,"Cornell","Ivy","0-1",98.9,192,101.5,220,0.4244,"14-13","7-7",-0.5,286,202,0,2022-11-09
"203",203,"Missouri St.","MVC","1-0",98.5,197,101.2,213,0.4228,"13-16","9-11",0,155,203,0,2022-11-09
"204",204,"Cleveland St.","Horz","0-1",96.5,240,99.2,177,0.4219,"18-13","12-8",-1,360,204,0,2022-11-09
"205",205,"Princeton","Ivy","0-1",99.5,175,102.3,241,0.4216,"14-12","7-7",-0.9,346,205,0,2022-11-09
"206",206,"Mercer","SC","0-1",98.8,193,101.6,223,0.4194,"16-15","9-9",-0.8,330,206,0,2022-11-09
"207",207,"Montana","BSky","0-1",99.1,187,102.2,237,0.4127,"17-13","11-7",-0.7,315,207,0,2022-11-09
"208",208,"Western Michigan","MAC","0-1",99.5,174,102.7,249,0.4114,"16-15","10-8",-0.7,318,208,0,2022-11-09
"209",209,"Murray St.","MVC","0-1",95.3,268,98.4,158,0.4105,"12-16","8-12",-0.3,258,209,0,2022-11-09
"210",210,"Cal Poly","BW","1-0",96.3,247,99.4,179,0.4105,"16-16","10-10",0,161,210,0,2022-11-09
"211",211,"UNC Wilmington","CAA","0-1",100.2,158,103.4,265,0.4103,"16-13","10-8",-0.2,227,211,0,2022-11-09
"212",212,"Boston University","Pat","1-0",99.8,164,103.1,258,0.4094,"19-12","11-7",0.1,42,212,0,2022-11-09
"213",213,"Saint Peter's","MAAC","1-0",91.1,339,94.2,85,0.4032,"16-12","10-10",0,111,213,0,2022-11-09
"214",214,"Bellarmine","ASun","1-0",101.4,131,105,292,0.4024,"16-15","9-9",0.4,5,214,0,2022-11-09
"215",215,"FIU","CUSA","1-0",98.1,209,101.6,225,0.4008,"14-17","6-14",0,126,215,0,2022-11-09
"216",216,"North Carolina A&T","CAA","1-0",95.2,270,98.7,167,0.3993,"16-14","10-8",0,175,216,0,2022-11-09
"217",217,"Utah Tech","WAC","0-1",95.6,264,99,175,0.3992,"15-16","7-11",-0.7,319,217,0,2022-11-09
"218",218,"Oakland","Horz","1-0",99.6,171,103.4,264,0.3936,"15-14","11-9",0,211,218,0,2022-11-09
"219",219,"Northern Iowa","MVC","1-0",96.5,241,100.2,196,0.3933,"13-17","8-12",0,172,219,0,2022-11-09
"220",220,"Gardner Webb","BSth","0-1",93.5,311,97.1,137,0.3931,"15-15","10-8",-0.6,301,220,0,2022-11-09
"221",221,"North Florida","ASun","0-1",99.7,166,103.5,270,0.3924,"15-16","9-9",-0.1,221,221,0,2022-11-09
"222",222,"Troy","SB","1-0",96.7,238,100.6,205,0.3881,"15-16","8-10",0,194,222,0,2022-11-09
"223",223,"Wofford","SC","1-0",97.6,220,101.6,224,0.3846,"15-16","9-9",0,160,223,0,2022-11-09
